Description,Employer,Location,Translation,Multiple,State
Microsoft BI / Azure Platform Senior Consultant,IT-Logix AG,CH 3007 Bern,Microsoft BI / Azure Platform Senior Consultant,N,Bern
Projektmanager/in Digital,,CH 3007 Bern,Project Manager / in Digital,N,Bern
Business Central Consultant / Projektleiter (m/w) 80 -100%,SmartIT Services AG,CH 3008 Bern,Business Central Consultant / Project Manager (m / f) 80 -100%,N,Bern
Praktikant/-in Restauration,,CH 3008 Bern,Intern / -in restoration,N,Bern
Agile Consultant (m/w),,CH 3011 Bern,Agile Consultant (m / w),N,Bern
Business Development Manager (m/w) 80-100%,Energie Wasser Bern,CH 3011 Bern,Business Development Manager (m / w) 80-100%,N,Bern
Fachspezialistin Prozessmanagement (m/w) 80%,Energie Wasser Bern,CH 3011 Bern,Skilled specialist process management (m / w) 80%,N,Bern
GASTGEBER (M/W) EASY LUNCH (TAGESSCHICHT),,CH 3011 Bern,HOST (M / W) EASY lunch (day shift),N,Bern
Juniorkader F&B /100% / befristet (w/m),,CH 3011 Bern,Junior squad R & B / 100% / temporary (w / m),N,Bern
"Kaderpraktikum Event Service (w/m), 100%",,CH 3011 Bern,"Executive Internship Event Service (w / m), 100%",N,Bern
Lehrstelle als Restaurationsfachmann/-frau (EBA oder EFZ),,CH 3011 Bern,Apprenticeship as restoration / -frau (EBA or EFZ),N,Bern
Lehrstelle Restaurationsfachmann/-frau EFZ,,CH 3011 Bern,Apprenticeship restoration / -frau EFZ,N,Bern
Mitarbeiter/in Reisebüro im Stundenlohn (inkl. Unterstützung als Customer Service Agent),,CH 3011 Bern,Employees / in travel agency in hourly wages (incl. Support as a Customer Service Agent),N,Bern
"Praktikantin strategischer Einkauf (m/w) 60-100%, befristet auf 6 Monate",Energie Wasser Bern,CH 3011 Bern,"Intern strategic sourcing (m / w) 60-100%, to 6 months Are",N,Bern
Projektleiter/in 60-100% Web-Entwickler/in 60-100%,,CH 3011 Bern,Project Manager / in 60-100% web developer / in 60-100%,N,Bern
RESTAURANT MANAGER (M/W) CASUAL DINING,,CH 3011 Bern,RESTAURANT MANAGER (M / W) CASUAL DINING,N,Bern
Restaurationsfachfrau/-mann 100%,,CH 3011 Bern,Restoration / -mann 100%,N,Bern
SAP RE-FX Consultant (60-100%),,CH 3011 Bern,SAP RE-FX Consultant (60-100%),N,Bern
Stellv. Restaurantleiter/-in 100%,,CH 3011 Bern,Deputy. Restaurant Manager / -in 100%,N,Bern
Direktionsassistenz 80% - 80% | unbefristet,Universität Bern,CH 3012 Bern,Assistance of 80% - 80% | permanent,N,Bern
Executive Director 80% - 100% | befristet,Universität Bern,CH 3012 Bern,Executive Director 80% - 100% | limited,N,Bern
Platform Leader - Lifestyle and Behaviour (80-100%) 80% - 100% | befristet,Universität Bern,CH 3012 Bern,Platform Leader - Lifestyle and Behavior (80-100%) 80% - 100% | limited,N,Bern
Sachbearbeiter /in und Berater /in 50% - 50% | unbefristet,Universität Bern,CH 3012 Bern,Clerk / in and consultant / in 50% - 50% | permanent,N,Bern
Senior Key Account Manager / Consultant (m/w),Bedag Informatik AG,CH 3012 Bern,Senior Key Account Manager / Consultant (m / w),N,Bern
Assistent Produkt-management (m/w/d) 60%,Identitas AG,CH 3014 Bern,Assistant product management (m / f / d) 60%,N,Bern
Auftragsverantwortliche/r Sicherungsanlagen Region Mitte 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Order charge / r security systems middle region 100%,N,Bern
Ausbildung Disponent / Disponentin SBB Cargo International 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Training planner / booker SBB Cargo International 100%,N,Bern
Bereichsleiter/in Logistik Region Mitte 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Director / Logistics in Central Region 100%,N,Bern
Disponent/in Leerwagen 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Booker / in empty cars 100%,N,Bern
Disponent/in Produktion 50%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Booker / production 50%,N,Bern
Eine/n erfahrene/n Disponentin/en 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,A / n experienced / n Disponentin / s 100%,N,Bern
Fachspezialist/in Cross Channel Management 80 - 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Specialist / Cross Channel Management 80-100%,N,Bern
Fachspezialist/in HR-IT Service Management 80 - 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Specialist / HR in IT Service Management 80-100%,N,Bern
Hochschulpraktikant/in Human Resources 100% (befristet zwischen 9-12 Monate) 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Higher Intern / in Human Resources 100% (limited between 9-12 months) 100%,N,Bern
Leiter/in Geschäftseinheit Mobilitätshubs & Facility Management 80 - 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Director / Business Unit in Mobilitätshubs & Facilities Management 80-100%,N,Bern
Pikett PW-Kuriere für Nacht-+ Wochenend-Einsätze,,CH 3014 Bern,PW-call-couriers for night + Weekend inserts,N,Bern
Responsable de mandats 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,mandates Manager 100%,N,Bern
Responsable de mandats Ligne de Contact 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,Responsible for mandates Line Contact 100%,N,Bern
Restaurationsfachfrau (m/w) 100%,Sportgastro AG,CH 3014 Bern,Restoration specialist (m / w) 100%,N,Bern
Restaurationsfachfrau/-mann 80-100% ELEVEN,,CH 3014 Bern,Restoration / -mann 80-100% ELEVEN,N,Bern
SAP Senior HCM PT Consultant,TeamWork Schweiz AG,CH 3014 Bern,Senior SAP HCM Consultant PT,N,Bern
smartrail 4.0 - Process Owner/in Document & Information Management 80 - 100%,Schweizerische Bundesbahnen SBB,CH 3014 Bern,smart rail 4.0 - Process Owner / & in Document Information Management 80-100%,N,Bern
Stewards,,CH 3014 Bern,stewards,N,Bern
Windows 10 Client Engineer/Consultant (m/w),go4mobile ag,CH 3014 Bern,Windows 10 Client Engineer / Consultant (m / w),N,Bern
Eventmanager mit Fokus Tagesgeschäft und Verkauf (Neu),,CH 3018 Bern,Event Manager with focus daily business and sale (New),N,Bern
Eventmanager mit Fokus Verkauf & Marketing,,CH 3018 Bern,Event Manager with Focus Sales & Marketing,N,Bern
Junior Kader Praktikum (nach Vereinbarung),,CH 3018 Bern,Junior Executive Internship (by appointment),N,Bern
"Online Marketing Trainee-Programm, (100%)",,CH 3018 Bern,"Online Marketing Trainee Program, (100%)",N,Bern
Führungs-Unterstützung (m) zweisprachig F/D,,CH 3052 Zollikofen,Guide support (m) bilingual F / D,N,Bern
Spezialist in HR Administration 60%,Xovis AG,CH 3052 Zollikofen,Specialist in HR Administration 60%,N,Bern
Management Trainee als operative Betriebsleitung,,CH 3054 Schüpfen,Management trainee as operational management,N,Bern
QlikView und Qlik Sense Berater (m/w) mit Erfahrung,Business & Decision AG,CH 3063 Ittigen,QlikView and QlikView Sense (m / w) with experience,N,Bern
"Sales & Marketing Mitarbeiter in, 80%",,CH 3063 Ittigen,"Sales & Marketing employees, 80%",N,Bern
Restaurationsfachfrau/mann EFZ 40-80%,,CH 3066 Stettlen,Restoration expert / man EFZ 40-80%,N,Bern
ICT Projektmanager (w/m) und Consultant - Professional (80 - 100%),mabuco GmbH,CH 3072 Ostermundigen,ICT Project Manager (w / m) and Consultant - Professional (80 - 100%),N,Bern
Security Engineer - Consultant (m/w),,CH 3072 Ostermundigen,Security Engineer - Consultant (m / w),N,Bern
Avaloq Developer and Consultant,Future IT GmbH,CH 3073 Gümligen,Avaloq Developer and Consultant,N,Bern
IT-Projektleiter/-in / IT Consultant,foresite AG,CH 3073 Gümligen,IT Project Manager / -in / IT Consultant,N,Bern
Produktmanager m/w (Strategische Softwareplattform),Haag-Streit AG,CH 3098 Köniz,Product Manager m / w (Strategic software platform),N,Bern
Strategischer Einkäufer m/w 80 - 100 %,Haag-Streit AG,CH 3098 Köniz,Strategic Purchaser m / w 80-100%,N,Bern
Marketingfachperson (m/w) 40 - 60%,Insys Industriesysteme AG,CH 3110 Münsingen,Marketing specialist (m / w) 40 - 60%,N,Bern
Restaurationsfachfrau/mann 100%,,CH 3122 Kehrsatz,Restoration expert / man 100%,N,Bern
Bike Guides - auf Stundenbasis,Thömus AG,CH 3145 Niederscherli,Bike guides - on an hourly basis,N,Bern
Produktemanager in 100%,Thömus AG,CH 3145 Niederscherli,Products Manager in 100%,N,Bern
strategischer und operativer einkäufer,Vifian Möbelwerkstätte AG,CH 3150 Schwarzenburg,strategic and operational purchase,N,Bern
Mitarbeiter/In Projektleitung Digital Signage (m/w/d),Westiform AG,CH 3172 Niederwangen bei Bern,Employees / In project management digital signage (m / w / d),N,Bern
Praktikant/in Marketing 100% befristet für 6-12 Monate - Thörishaus BE,Packimpex AG,CH 3174 Thörishaus,Intern / in Marketing 100% limited for 6-12 months - Thörishaus BE,N,Bern
Marketing- und Kommunikationsmanager/in 80-100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Marketing and Communications Manager / in 80-100%,N,Bern
Veranstaltungsfachmann / eine Veranstaltungsfachfrau.,Light-Design Eventtechnik AG,CH 3266 Wiler bei Seedorf,Event specialist / an event specialist.,N,Bern
Carchauffeur/Reiseleiter (m/w) 80-100%,Ernst Marti AG,CH 3283 Kallnach,Carchauffeur / guide (m / w) 80-100%,N,Bern
Reisespezialist/in 100%,Ernst Marti AG,CH 3283 Kallnach,Destination Specialists / in 100%,N,Bern
einen Leiter/eine Leiterin Fachbereich Natur-Mensch-Gesellschaft (80 - 100%),Suisselearn Media AG,CH 3360 Herzogenbuchsee,a conductor / director of a Department of Nature-Man-Society (80 - 100%),N,Bern
Lehrstelle als Restaurationsfachfrau | -mann EFZ,,CH 3380 Wangen an der Aare,Apprenticeship as a restoration specialist | househusband EFZ,N,Bern
Restaurationsfachfrau | -mann (80-100%),,CH 3380 Wangen an der Aare,Restoration expert | -mann (80-100%),N,Bern
E-Commerce Manager,,CH 3400 Burgdorf,E-Commerce Manager,N,Bern
Gebietsleiter Investitionsgüter 100% (w/m),,CH 3400 Burgdorf,Area Manager capital goods 100% (w / w),N,Bern
Gebietsleiter Investitionsgüter 100% (w/m),,CH 3400 Burgdorf,Area Manager capital goods 100% (w / w),N,Bern
Lehrstelle als Restaurationsfachfrau/ -mann (m/w) 2019 oder 2020,,CH 3400 Burgdorf,Apprenticeship as restoration / -mann (m / w) 2019 or 2020,N,Bern
Lehrstelle als Restaurationsfachfrau/ -mann (m/w) 2019 oder 2020,,CH 3400 Burgdorf,Apprenticeship as restoration / -mann (m / w) 2019 or 2020,N,Bern
"Responsable régional biens d'investissement (100%, h/f)",,CH 3400 Burgdorf,"regional manager investment property (100%, m / f)",N,Bern
Lehrlingsausbildner 80-100%,,CH 3535 Schüpbach,Apprentice trainer 80-100%,N,Bern
Mitarbeiter/in Einkauf und Materialbewirtschaftung (80-100%),,CH 3537 Eggiwil,Employees / in purchasing and materials management (80-100%),N,Bern
Gebietsleiter Verkauf Baumaschinen Zentralschweiz,KUHN Schweiz AG,CH 3627 Heimberg,Area Sales Manager Construction Central Switzerland,N,Bern
Kaderpraktikum F&B Management,,CH 3645 Gwatt (Thun),Executive Internship F & B Management,N,Bern
Kaderpraktikum HR & Marketing (ab Oktober 2020),,CH 3645 Gwatt (Thun),Executive Internship HR & Marketing (October 2020),N,Bern
Zügelmann mit Lastwagenausweis Kategorie C,,CH 3661 Uetendorf,Reins man with truck ID Category C,N,Bern
Stellvertretende/r Geschäftsführer/in,,CH 3700 Spiez,Deputy / r Manager / in,N,Bern
Hotel fachfrau / Hotel fachmann 80-100 %,,CH 3706 Leissigen,Hotel professional woman / Hotel professional 80-100%,N,Bern
Direktionsassistent/in in unbefristeter Anstellung ab Mai/Juni 2020 oder nach Vereinbarung,,CH 3715 Adelboden,Assistant Manager / in in permanent employment as of May / June 2020 or by appointment,N,Bern
Vizedirektor/in | 80 bis 100%,,CH 3715 Adelboden,Deputy Director / in | 80 to 100%,N,Bern
Indian Chef,Gstaad 3000 AG,CH 3780 Gstaad,Indian Chef,N,Bern
Leiter Gastronomie,Bergbahnen Destination Gstaad AG,CH 3780 Gstaad,Manager Catering,N,Bern
Aushilfe für Auf-/Abbau von Veranstaltungen (M/W),Congress Centre Kursaal Interlaken AG,CH 3800 Interlaken,Temporary help for installation / dismantling of events (M / F),N,Bern
Hotelfachangestellte 100%,,CH 3812 Wilderswil,Hotel Management staff 100%,N,Bern
Restaurationsfachangestellte/n,,CH 3812 Wilderswil,Restoration Fachangestellte / n,N,Bern
Lehre als Hotelfachfrau/mann ab Sommer 2018,,CH 3818 Grindelwald,Apprenticeship as a hotel manager / man from summer 2018,N,Bern
Lehre als Hotelfachfrau/mann ab Sommer 2019,,CH 3818 Grindelwald,Apprenticeship as a hotel manager / man from summer 2019,N,Bern
Lehre als Restaurationsfachfrau/mann ab Sommer 2018,,CH 3818 Grindelwald,Apprenticeship as a restoration expert / man from summer 2018,N,Bern
Lehre als Restaurationsfachfrau/mann ab Sommer 2019,,CH 3818 Grindelwald,Apprenticeship as a restoration expert / man from summer 2019,N,Bern
Praktikant Front Office / Rooms Division (m/w) / Praktikum als Direktionsassistent,,CH 3823 Wengen,Trainee Front Office / Rooms Division (m / w) / internship as a management assistant,N,Bern
Sachbearbeiter/in Personal,,CH 3862 Innertkirchen,Clerk / in staff,N,Bern
BERATER/VERKÄUFER/IN MICROSOFT DYNAMICS,Boss Info AG,CH 4539 Farnern,CONSULTANT / SELLER / IN MICROSOFT DYNAMICS,N,Bern
RESTAURANTFACHFRAU / RESTAURANTFACHMANN EFZ,,CH 4934 Madiswil,RESTAURANT PROFESSIONAL WOMAN / RESTAURANT SPECIALIST EFZ,N,Bern
Product Manager 100% (m/w),FLYER AG,CH 4950 Huttwil,Product Manager 100% (w / w),N,Bern
Sachbearbeiter Einkauf 100% (m/w),FLYER AG,CH 4950 Huttwil,Shopping clerk 100% (w / w),N,Bern
Gastgeber/in 100%,,CH 6086 Hasliberg Reuti,Host / in 100%,N,Bern
Hotel fachfrau/-mann EFZ 2021,,CH 6197 Schangnau,Hotel / -mann EFZ 2021,N,Bern
Restaurationsfachfrau/-mann EFZ 2021,,CH 6197 Schangnau,Restoration / -mann EFZ 2021,N,Bern
Service Operations Director (w/m/d),Schneider Electric (Schweiz) AG,"CH-Bern-Ittigen, CH-Waadt-Waadt-Renens, CH-Aargau-Aargau-Wettingen",Service Operations Director (w / m / d),N,Aargau
Chauffeur CE - Ausbildner/in,,CTM Burgdorf,Chauffeur CE - trainer / in,N,Bern
Kaufmännischer Mitarbeiter (m/w) Administration D/F/E 80 - 100 % discountfit.ch Headoffice,discountfit company ag,Düdingen,Commercial (m / w) Administration D / F / E 80-100% discountfit.ch Head Office,N,Fribourg
HR Consultant (m/w),Comet AG,Flamatt,HR Consultant (m / w),N,Fribourg
NPI Projekteinkäufer (w/m) 80%-100%,Comet AG,Flamatt,NPI Projekteinkäufer (w / m) 80% -100%,N,Fribourg
Student Marcom Assistent (m/w),Comet AG,Flamatt,Student Marcom Assistant (m / f),N,Fribourg
Supplier Quality Engineer (w/m),Comet AG,Flamatt,Supplier Quality Engineer (m / f),N,Fribourg
Manager Board Office m/w/d,Scout24 Schweiz AG,Flamatt oder Zürich,Manager Board Office m / f / d,N,Zurich
Assistentin Region Central m/w 50-60%,SPIE Schweiz AG,Freiburgstrasse 251,Assistant Central region m / w 50-60%,N,Aargau
"HR-Mitarbeiter/-in, 80-100%",Servicefamille management Sàrl,Fribourg,HR staff / -in 80-100%,N,Fribourg
Logistiker/in,Wandfluh AG,Frutigen,Logisticians / in,N,Bern
Tennislehrer/in,TC Frutigen,Frutigen,Tennis trainer /,N,Bern
Leiter Event & Rezeption 100 %,SV (Schweiz) AG,Gerzensee,Head of Event & Reception 100%,N,Bern
Mitarbeiter/in Adventure Team (80-100%),Jungfraubahnen Management AG,Grindelwald,Employees / in Adventure Team (80-100%),N,Bern
"Fachspezialist operativer Einkauf, w/m",Logjob AG - For Supply Chain Experts,Grossraum Bern,"Operative Procurement Specialist, w / m",N,Bern
"Leitender Einkaufs-Profi, w/m",Logjob AG - For Supply Chain Experts,Grossraum Bern,"Senior procurement professional, w / m",N,Bern
Payroll Sachbearbeiter (m/w/d) 100%,Work Selection,Grossraum Bern,Payroll agent (f / m / d) 100%,N,Bern
Sachbearbeiter Einkauf (m/w),Personal WIN Inversini,Grossraum Bern,Agent (m / w),N,Bern
Supply Chain Manager (m/w),Personal WIN Inversini,Grossraum Bern,Supply Chain Manager (m / w),N,Bern
HR Assistentin 40% (m/w),Impirio AG,Grossraum Biel,HR assistant 40% (w / w),N,Bern
Empfangsmitarbeiter (m/w),The Alpina Gstaad,Gstaad,Receptionists (m / w),N,Bern
"HR Generalist (m/w, 100%)",Carbagas AG,Gümligen,"HR generalist (m / w, 100%)",N,Bern
Lehrstelle als Kauffrau / Kaufmann EFZ (Profil E oder M),Carbagas AG,Gümligen,Apprenticeship as a clerk / Kaufmann EFZ (profile E or M),N,Bern
Leiter Product-Management,Haco AG,Gümligen,Head of Product Management,N,Bern
Mitarbeiter Qualitätsmanagement,Haco AG,Gümligen,Employees Quality Management,N,Bern
Mitarbeiterin Aussendienst/Rekrutierung,Predige SA,Gümligen,Associate Salespersons / Recruiting,N,Bern
Sachbearbeiter Lohnadministration (m/w) 50-70%,VOLLTREFFER Personal Känel AG im Auftrag der Haco AG,Gümligen (unmittelbar beim Bahnhof),Agent wage administration (m / m) 50-70%,N,Bern
Praktikant/in Marketing und Kommunikation (m/w) 80 – 100% (befristet auf 9 Monate),,Gunten,Intern / in Marketing and Communication (m / w) 80-100% (limited to 9 months),N,Zurich
Transportleiter Industrieumzüge m/w (100%),Emil Egger AG,Hasle BE,Transport conductor industrial facilities m / w (100%),N,Bern
Logistiker EFZ,Meister & Cie AG,Hasle-Rüegsau,logisticians EFZ,N,Bern
"Sachbearbeiter/in, Fachperson Logistik/Einkauf (60-80%)",Industrielle Betriebe Interlaken,Interlaken,"Agent / in, expert logistics / Shopping (60-80%)",N,Bern
Kaufmännisches Praktikum - Lernendenbetreuung (WMS),Interdiscount,Jegenstorf,Commercial internship - Learning Services (WMS),N,Bern
"Leiter Reisezentrum Vollzeit, Teilzeit möglich",BLS AG,Kandersteg,"Head Travel Center full time, part time possible",N,Bern
Mitarbeiter/in Gästeinformation Tourist Center Kandersteg 60-100%,TALK (Tourismus Adelboden-Lenk-Kandersteg) AG,Kandersteg,Employees / guests in Information Tourist Center Kandersteg 60-100%,N,Bern
Disponent,OK JOB SA,Kanton Bern,Booker,N,Bern
Multimedia Supporter / Disponent (m/w) in Kehrsatz,Kilchenmann AG,Kehrsatz,Multimedia Supporter / dispatcher (m / w) in Kehrsatz,N,Bern
Mitarbeiter/in Administration (100%),Jungfraubahnen Management AG,Kleine Scheidegg,Mitarbeiter / in Administration (100%),N,Bern
Sachbearbeiter/in HR 80%,Honegger AG,Köniz,Agent / in HR 80%,N,Bern
Strategischer Einkäufer m/w 80 - 100 %,Haag-Streit AG,Köniz,Strategic Purchaser m / w 80-100%,N,Bern
HR Fachfrau/-mann mit Schwerpunkt Personaladministration 70-100 %,,Langenthal,HR / -mann focusing Personnel Administration 70-100%,N,Bern
Marketingleiter/-in 70-100%,,Langenthal,Marketing Manager / -in 70-100%,N,Bern
Online Marketing Assistent (m/w/d) 80-100%,Frama AG,Lauperswil,Online Marketing Assistant (m / w / d) 80-100%,N,Bern
MITARBEITER/IN GÄSTEBERATUNG / FERIENWOHNUNGEN (60-80%),Lenk-Simmental Tourismus AG,Lenk im Simmental,EMPLOYEES / IN BED SUPPORT / accommodations (60-80%),N,Bern
Dispatcher (h/f) centre d'exploitation,BKW Energie AG,Mühleberg,Dispatcher (h / f) operations center,N,Bern
Dispatcher (m/w) Zentrale Leitstelle,BKW Energie AG,Mühleberg,Dispatcher (m / w) Central control center,N,Bern
"Leiter Marketing, Verkauf & Events (Vollzeit 100 %, Arbeitsort Mülenen im Kandertal)",NIESENBAHN AG,Mülenen,"Head of Marketing, Sales & Events (full-time 100% of work Mülenen in the Kander Valley)",N,Bern
Marketing - Fachperson (m/w) 40 - 60%,Insys Industriesysteme AG,Münsingen,Marketing - specialist (m / f) 40 - 60%,N,Bern
HR-Generalist / HR-Generalistin,Careerplus AG,Muttenz,HR Generalist / HR Generalist,N,Basel
HR-Generalist / HR-Generalistin,Careerplus AG,Muttenz,HR Generalist / HR Generalist,N,Basel
Junior Product Manager (m/w) 100%,Heiniger Unternehmensberatung AG,Niederbipp,Junior Product Manager (m / w) 100%,N,Bern
Head Human Resources 100% (m/w),Karriere Boutique GmbH,Niederwangen,Head Human Resources 100% (w / w),N,Aargau
RADIATION SAFETY ASSISTANT 80% - 100% (W/M),MB-Microtec AG,Niederwangen,Radiation Safety ASSISTANT 80% - 100% (W / M),N,Aargau
Berater /in Abacus Lohn,OBT AG,Oberwangen BE,Consultant / Abacus in wage,N,Bern
Berater /in Abacus Projektverwaltung / Auftragsbearbeitung,OBT AG,Oberwangen BE,Consultant / Abacus Project Management / Order Processing,N,Bern
Centerleitung,Kestenholz Automobil AG,Oberwil,Center line,N,Basel
Bereichsleitung Kommunikation & Services 80-100% als Mitglied der Geschäftsleitung,Berner Bauern Verband,Ostermundigen,Head of Communications & Services 80-100% as a member of the Executive Board,N,Bern
Service Operation Manager/in im Bereich Operation Management Center,SBB AG,Ostermundigen,Service Operation Manager / in in the area of ​​Operations Management Center,N,Bern
Stellvertretender Gebietsleiter Mittelland Nord (m/w),BKW Energie AG,Ostermundigen,Deputy Area Manager Central North (m / f),N,Bern
"ReiseberaterIn Rapperswil, 80% - 100%",Globetrotter Travel Service AG,Rapperswil,"Travel Consultant Rapperswil, 80% - 100%",N,Sankt Gallen
Sales und Partner Manager (m/w) im Aussendienst,bexio AG,Rapperswil,Sales and Partner Manager (m / f) in the field service,N,Sankt Gallen
Einkaufsfachmann/-fachfrau (m/w/d),OK JOB AG,Raum Bern,Shopping skilled / -fachfrau (m / w / d),N,Bern
Sachbearbeiter/in Saläradministration 80-100%,Ultimativo Consulting GmbH,Raum Bern,Clerk / in salary administration 80-100%,N,Bern
Fachspezialistin Payroll und Sozialversicherungen 80-100% (m/w),Impirio AG,Region Bern,Payroll skilled specialist and social 80-100% (w / w),N,Bern
Geschäftsführer (m/w) 100%,search-group.ch ag,Region Bern,Managing (m / w) 100%,N,Bern
HR-Generalist (m/w) 60 - 100%,Impirio AG,Region Bern,HR-generalist (m / w) 60-100%,N,Bern
IT-Sales - jung und ambitioniert (w/m) 100%,p3b AG,Region Bern,IT Sales - young and ambitious (w / m) 100%,N,Bern
Regionalpersonalverantwortliche/r 100% (Region Bern),Emil Frey AG,Region Bern,Regional recruiter / r 100% (Area Bern),N,Bern
Strategischer Einkäufer m/w,Gatcom,Region Bern,Strategic Buyer m / w,N,Bern
Personalfachperson 80-100% (m/w),Impirio AG,Region Biel,Personnel skilled person 80-100% (w / w),N,Bern
"Leiter Qualitätsmanagement / Head QA (80%-100%, m,w)",P-CONNECT - Executive Search,Region Mittelland,"Head of Quality Management / QA Head (80% -100%, m, w)",N,Bern
Alleinbuchhalter - ihr nächster Karriereschritt 80-100% (m/w),yellowshark AG,Ringgenberg BE,Only accountants - her next career move 80-100% (w / w),N,Bern
Sachbearbeiter/in HR 60-80%,BETRADI AG,Rubigen,Clerk / HR in 60-80%,N,Bern
Chauffeur Kat. C/CE (w/m) auf Anhängerzug 70% bis 100%,Alfred Flückiger AG,Rüegsau,Driver Cat. C / CE (w / m) on trailer 70% to 100%,N,Bern
"Restaurantleitung, 100%",Schweizer Jugendherbergen,Schloss Burgdorf mit Jugendherberge,"Restaurant Manager, 100%",N,Bern
Teamleiter Technical Training and Support (w/m),Gilgen Door Systems AG,Schwarzenburg,Team leader Technical Training and Support (f / m),N,Bern
Teamleiter/in HR Service Center 80-100% (m/w),Impirio AG,Seeland,Team Leader / HR Service Center in 80-100% (w / w),N,Multiple
"Kauf Mitarbeiter/-in 60 - 100%, für Back Office und Verkaufsunterstützung",Hamberger Swiss Pyrotechnics AG,Spiez,"Purchasing staff / -in 60-100%, for back office and sales support",N,Bern
Leiter Human Resources,H2O Wasser erleben AG,Spiez,Head of Human Resources,N,Bern
Leiter Human Resources,H2O Wasser erleben AG,Spiez,Head of Human Resources,N,Bern
Geschäftsführer/in 100%,Gidor SA,St. Gallen - Oberer Graben,Manager / in 100%,N,Sankt Gallen
Bahnsteward / Bahnstewardess 80% Bern (m/w),"OPUS Personal AG, Bern",Stadt Bern,Steward track / train attendant Bern 80% (m / m),N,Bern
Marketingfachfrau 20%,IVP Ivan Vaccari Personalberatung,Stadt Bern,Marketing specialist 20%,N,Bern
Mitarbeiterin Administration (60-80%),ProPers Vermittlungen AG,Stadt Bern,Associate Administration (60-80%),N,Bern
Zeitungsverträger,Presto AG,Stadt Bern und Umgebung,newspaper Verträger,N,Bern
Assistentin CEO (m/w),Fritz Studer AG,Steffisburg,Assistant CEO (m / f),N,Bern
Regionalserviceleiter (m/w),Fritz Studer AG,Steffisburg,Regional Service (m / w),N,Bern
Sachbearbeiter Disposition/Planung 70-100 %,ALBIRO AG,Sumiswald,Officer scheduling / planning 70-100%,N,Bern
Praktikant/in Marketing 100% befristet für 6-12 Monate,Packimpex Ltd.,Thörishaus,Intern / in Marketing 100% limited for 6-12 months,N,Bern
Assistent/in der Geschäftsleitung (100%),Enotrac AG,Thun,Assistant / in management (100%),N,Bern
Guest Experience Leader Thun,,Thun,Guest Experience Leader Thun,N,Bern
Leiter Auftragsplanung (Nachfolgeregelung) m/w,RUAG,Thun,Head order planning (succession) m / w,N,Bern
Portfolio Manager Systems & Solutions,RUAG,Thun,Portfolio Manager Systems & Solutions,N,Bern
"ReiseberaterIn Thun, 100%",Globetrotter Travel Service AG,Thun,"Travel Consultant Thun, 100%",N,Bern
Teamleiter Einkauf m/w,RUAG,Thun,Team Purchasing Manager m / w,N,Bern
Teamleiter Quality Management,RUAG,Thun,Team Leader Quality Management,N,Bern
Marketingplaner (m/w) 100%,Schweizerische Elektro-Einkaufs-Vereinigung,Urtenen-Schönbühl,Marketing planner (m / w) 100%,N,Bern
Markenbotschafter im Bereich Offline Growth 20-80% (f/m/d - temporär für 2 - 6 Monate),MIACAR AG,"Urtenen-Schönbühl, BE",Brand ambassador in the range 20-80% Offline Growth (f / m / d - temporarily for 2 - 6 months),N,Bern
HR Lead (w/m/d) - 100%,INNOArchitects AG,Wabern bei Bern,HR Lead (w / m / d) - 100%,N,Bern
Praktikant Moderne Lernmethodik (E-Learning),,Wangen bei Dübendorf,Intern Modern learning methods (e-learning),N,Zurich
Praktikant/in 100% Human Resources & Employer Branding (befristet für 12 Monate),,Wangen bei Dübendorf,Intern / in 100% Human Resources & employer branding (limited for 12 months),N,Zurich
Product Manager,,Wangen bei Dübendorf,Product Manager,N,Zurich
Praktikant/in Marketing und Kommunikation 60-100%,PB Swiss Tools AG,Wasen,Intern / in marketing and communication 60-100%,N,Bern
Praktikant/in Marketing und Kommunikation 60-100%,PB Swiss Tools AG,Wasen,Intern / in marketing and communication 60-100%,N,Bern
Praktikant/in Marketing und Kommunikation 60-100%,PB Swiss Tools AG,Wasen,Intern / in marketing and communication 60-100%,N,Bern
Sachbearbeiterin Personal / Kauffrau 80-100% (m/w),Mopac Wasen AG,Wasen im Emmental,Clerk staff / clerk 80-100% (w / w),N,Bern
Fahrdienstleiter/in (Zugverkehrsleiter/in),,Wilderswil,Dispatcher / in (train traffic manager / in),N,Bern
Fachspezialist Payroll 80 - 100% (m/w),Securitas AG,Zollikofen,Specialist Payroll 80-100% (w / w),N,Bern
HR-Berater 80 % befristet (m/w),Securitas AG,Zollikofen,HR consultant temporary 80% (w / w),N,Bern
