Description,Employer,Location,Translation,Multiple,State
Branch Manager 100% Bern,Sixt rent-a-car AG/SA,Basel,Branch Manager 100% Bern,N,Basel
Business Development Manager,,Basel,Business Development Manager,N,Basel
Change Manager,CBRE GWS GmbH,Basel,Change Manager,N,Basel
"Consultant (m/w/d) Strategie & Kundenerlebnis , Basel (CH)",Investors Marketing GmbH,Basel,"Consultant (m / w / d) Strategy & customer experience, Basel (CH)",N,Basel
Consultant Premium Travel Services (all genders),Swiss International Air Lines AG,Basel,Consultant Premium Travel Services (all genders),N,Basel
Continuous Airworthiness Coordinator,AMAC Aerospace Switzerland,Basel,Continuous Airworthiness Coordinator,N,Basel
Digital Product Owner,MCH Group AG,Basel,Digital Product Owner,N,Basel
Event Manager 100% (m/w),DAS ZELT AG,Basel,Event Manager 100% (w / w),N,Basel
Executive Assistant (m/w),ISS Schweiz AG,Basel,Executive Assistant (m / f),N,Basel
Expert Consultant Life Sciences,,Basel,Expert Consultant Life Sciences,N,Basel
Export sachbearbeiter Russland / GUS Verkehre (w/m) 60-80%,Rhenus Alpina AG,Basel,Export clerk Russia / CIS transports (w / m) 60-80%,N,Basel
Fachspezialist Personal- und Führungsentwicklung 80% (m/w),IWB Industrielle Werke Basel,Basel,Specialist personnel and management development 80% (w / w),N,Basel
Flexibler Empfangsmitarbeiter (m/w),ISS Schweiz AG,Basel,Flexible receptionist (m / f),N,Basel
Geschäftsführer w/m 100%,Cucaracha,Basel,Managing w / m 100%,N,Basel
Geschäftsführer w/m 100%,Remimag Gastronomie AG,Basel,Managing w / m 100%,N,Basel
Guest Relation / Direktionsassistenz (m/w) 100%,,Basel,Guest Relation / Direktionsassistenz (m / w) 100%,N,Basel
"Head of Sales & Marketing (100%, m/w)",Basel Tattoo Productions GmbH,Basel,"Head of Sales & Marketing (100%, m / w)",N,Basel
Hochschulpraktikum Recruiting & Digital Marketing (80-100%),Batterman Consulting Basel AG,Basel,University Laboratory Recruiting & Digital Marketing (80-100%),N,Basel
Hostessen für Zutrittskontrolle (weiblich),EXPRESS PERSONAL AG,Basel,Hostesses for access control (female),N,Basel
Hotelfachfrau/ -mann EFZ,,Basel,Hotel / -mann EFZ,N,Basel
Hotelfachfrau/ -mann EFZ,,Basel,Hotel / -mann EFZ,N,Basel
HR Generalist / HR Generalistin mit Führungserfahrung 80-100%,Careerplus AG,Basel,HR Generalist / HR generalist with leadership experience from 80 to 100%,N,Basel
HR Operations Specialist (m/w/d),Jet Aviation AG,Basel,HR Operations Specialist (m / w / d),N,Basel
HR-Assistentin (m/w/d) 60 – 70%,EDP Personalberatung GmbH,Basel,HR assistant (m / f / d) 60-70%,N,Basel
HR-Fachperson 100% (w/m/d),Vinci Personal AG,Basel,HR-skilled person 100% (w / m / d),N,Basel
HR-Generalist inkl. Payroll (m/w) 100%,Berest AG,Basel,HR Generalist incl. Payroll (m / w) 100%,N,Basel
HR-Generalist inkl. Payroll (m/w) 100%,Berest AG,Basel,HR Generalist incl. Payroll (m / w) 100%,N,Basel
Internship Experimental Growth Unit,Studiotools.io,Basel,Internship Experimental Unit Growth,N,Basel
IT Performance Consultant,Altersis Performance AG,Basel,IT Performance Consultant,N,Basel
Kaufmännisch Angestellte/r Frontoffice (100%),BAUTECH PERSONAL AG,Basel,Commercial Employee / r Front Office (100%),N,Basel
Leitung HR Administration 80 - 100%,,Basel,Line HR Administration 80-100%,N,Basel
LIMS Master Data Consultant,wega Informatik AG,Basel,LIMS Master Data Consultant,N,Basel
Lohn- und Personalsachbearbeiter/ In (m/w) 80 - 100%,Airport Casino Basel AG,Basel,Wage and Personalsachbearbeiter / In (m / w) 80-100%,N,Basel
Luftfracht Speditions-Kauffrau/-mann 100%,Lamprecht Pharma Logistics AG,Basel,Air freight forwarding clerk / househusband 100%,N,Basel
Manager Digital Governance & Channel Engagement,Harvey Nash AG,Basel,Manager Digital Governance & Channel Commitment,N,Basel
Manager Strategic Projects and Market Intelligence,MCH Group AG,Basel,Manager Strategic Projects and Market Intelligence,N,Basel
Manager Strategic Projects and Market Intelligence,MCH Group AG,Basel,Manager Strategic Projects and Market Intelligence,N,Basel
Personalentwickler/-in,MCH Group AG,Basel,Staff developer / -in,N,Basel
Personalentwickler/-in,MCH Group AG,Basel,Staff developer / -in,N,Basel
Personalentwickler/-in,MCH Group AG,Basel,Staff developer / -in,N,Basel
Personalsachbearbeiter/in ca. 60%,Christ & Gantenbein,Basel,HR Administrator / in about 60%,N,Basel
Praktikum als Personalassistent/in 100%,worknet ag,Basel,Placement as a personal assistant / in 100%,N,Basel
Produktmanager Digitale Energiedienstleistungen (m/w),IWB Industrielle Werke Basel,Basel,Product Manager Digital energy services (m / w),N,Basel
Produktmanager Elektro- / Gebäudetechnik (m/w/d),W. Gaberdann Managementberatung,Basel,Product Manager electric / building (m / w / d),N,Basel
Produktmanager Elektro- / Gebäudetechnik (m/w/d),W. Gaberdann Managementberatung,Basel,Product Manager electric / building (m / w / d),N,Basel
Project - Program Manager Life Sciences,,Basel,Project - Program Manager Life Sciences,N,Basel
ProjektleiterIn Events und Print-Publikationen (80-100%),Minergie Schweiz,Basel,Project Manager events and print publications (80-100%),N,Basel
Prozessfachmann AVOR / PPS (w/m),jobboxx ag,Basel,Process skilled AVOR / PPS (w / m),N,Basel
QA/RA Med Tech - New MDR,,Basel,QA / RA Med Tech - New MDR,N,Basel
QHSE Manager/in für die Alpine Region (m/w) 100%,Valorec Services AG,Basel,QHSE Manager / in the Alpine region (m / w) 100%,N,Basel
Quality Expert for Medical Devices,,Basel,Quality Expert for Medical Devices,N,Basel
Quality Manager Med Tech,,Basel,Quality Manager Med Tech,N,Basel
Restaurant Manager (w/m) 100 %,SV (Schweiz) AG,Basel,Restaurant Manager (m / f) 100%,N,Basel
Restaurantfachfrau/ -mann EFZ,,Basel,Restaurant / -mann EFZ,N,Basel
Restaurantfachfrau/-mann EFZ,,Basel,Restaurant / -mann EFZ,N,Basel
"Restaurationsfachfrau/ Restaurationsfachmann, Basel Teilzeit 80%",Elvetino AG,Basel,"Restaurationsfachfrau Ms / restoration skilled in the art, Basel part time 80%",N,Basel
Rezeptionist (m/w),BâleHotels,Basel,Receptionist (m / f),N,Basel
Rezeptionist (m/w),BâleHotels,Basel,Receptionist (m / f),N,Basel
Senior BeraterIn,Grass & Partner AG,Basel,Senior Consultant,N,Basel
Senior Digital Consultant,ELCA Informatik AG,Basel,Senior Digital Consultant,N,Basel
Speditions kaufmann 100%,Bonatrans AG,Basel,Freight forwarding merchant 100%,N,Basel
"Speditionssachbearbeiter/-in Seefracht Import/Export/Crosstrade (m/w), 100%, Basel",,Basel,"Forwarding agent / -in sea import / export / Crosstrade (m / w), 100%, Basel",N,Basel
stellvertretende Leiterin / stellvertretenden Leiter (80 bis 100 %),Eskamed AG,Basel,Deputy Director / deputy head (80 to 100%),N,Basel
Teamleiter Purchasing & Procurement (strategischer und operativer Einkauf ICT),a & u Kaderberatung AG,Basel,Team Leader Purchasing & Procurement (strategic and operative purchasing ICT),N,Basel
Teamleiter Purchasing & Procurement (strategischer und operativer Einkauf ICT),a & u Kaderberatung AG,Basel,Team Leader Purchasing & Procurement (strategic and operative purchasing ICT),N,Basel
Teamleiter Purchasing & Procurement (strategischer und operativer Einkauf ICT),a & u Kaderberatung AG,Basel,Team Leader Purchasing & Procurement (strategic and operative purchasing ICT),N,Basel
Teamleitung Tourist Information 100%,Basel Tourismus,Basel,Team management Tourist Information 100%,N,Basel
TRAINER (M/W/D) Vollzeit,,Basel,COACH (M / W / D) Full Time,N,Basel
Weiterbildungsmanager/-in 50 - 70 %,Bürgerspital Basel,Basel,50 training Manager / -in - 70%,N,Basel
Creative,Apple,"Basel , Basel-Stadt , Switzerland",Creative,N,Basel
(Digital) Content Marketing Manager 50% (m/w/d),Delica AG,Birsfelden,(Digital) Content Marketing Manager 50% (w / w / d),N,Basel
Einkäufer/-In 100%,Le Patron – Orior Menu AG,Böckten,Buyer / -In 100%,N,Basel
Executive Junior Project Manager (m/w/d) to the CEO,Von Roll Schweiz AG,Breitenbach,Executive Junior Project Manager (m / w / d) to the CEO,N,Solothurn
Dispatcher Fernwärme im Schichtbetrieb (m/w),,CH 4002 Basel,Dispatcher district heating in shifts (m / w),N,Basel
Fachspezialist Personal- und Führungsentwicklung 80% (m/w),,CH 4002 Basel,Specialist personnel and management development 80% (w / w),N,Basel
Produktmanager Digitale Energiedienstleistungen (m/w),,CH 4002 Basel,Product Manager Digital energy services (m / w),N,Basel
Berater/in Werbung (100%),,CH 4051 Basel,Consultant / in Advertising (100%),N,Basel
Customer Solutions Director/ Senior Director,,CH 4051 Basel,Customer Solutions Director / Senior Director,N,Basel
HR Spezialist/in Administration und Payroll,Theatergenossenschaft Basel,CH 4051 Basel,HR Specialist / in Administration and Payroll,N,Basel
​Junior Digital Marketing BeraterIn 70% - 100%,Your Sidekicks AG,CH 4051 Basel,Junior Digital Marketing Consultant 70% - 100%,N,Basel
Lead Data Integrity Consultant,wega Informatik AG,CH 4051 Basel,Lead Data Integrity Consultant,N,Basel
Leitung Gastronomie (m/w) 100%,,CH 4051 Basel,Line gastronomy (m / w) 100%,N,Basel
Praktikum Gästebetreuung 2020,Basel Tourismus,CH 4051 Basel,Internship guest services in 2020,N,Basel
Praktikum Marketing / Assistenz 100%,act entertainment ag,CH 4051 Basel,Internship Marketing / Assistance 100%,N,Basel
Projektleiter Web Solutions (m/w) 100%,cab services ag,CH 4051 Basel,Project Web Solutions (m / w) 100%,N,Basel
Site & Patient Networks Director,,CH 4051 Basel,Site & Patient Networks Director,N,Basel
Start-up Grants of the Doctoral Program in Literary Studies,Universität Basel,CH 4051 Basel,Start-up Grants of the Doctoral Program in Literary Studies,N,Basel
Trainer und Berater,,CH 4051 Basel,Trainer and consultant,N,Basel
Trainer und Berater,,CH 4051 Basel,Trainer and consultant,N,Basel
Vertrieb Managed Training Services auf freier Basis,,CH 4051 Basel,Sales Managed Training Services on free basis,N,Basel
(Junior) Product Specialist,Jacando AG,CH 4052 Basel,(Junior) Product Specialist,N,Basel
(Online-) Marketing Manager,Jacando AG,CH 4052 Basel,(Online) marketing manager,N,Basel
Ausbildung,,CH 4052 Basel,education,N,Basel
Disponent/in,,CH 4052 Basel,Booker / in,N,Basel
Intern to the CEO and Founder (6-12 Monate),Jacando AG,CH 4052 Basel,Internally to the CEO and Founder (6-12 months),N,Basel
Junior Projektmanager - Junior Berater (60-80%) (m/w),CROME AG,CH 4052 Basel,Junior Project Manager - Associate Consultant (60-80%) (m / f),N,Basel
Management Consultant Organisation und Prozesse (w/m/d) CH,SynSpace AG,CH 4052 Basel,Management Consultant Organization and Processes (m / f / d) CH,N,Basel
Praktikum Product Management (6-12 Monate),Jacando AG,CH 4052 Basel,Internship Product Management (6-12 months),N,Basel
Product Owner Cloud-Software,Jacando AG,CH 4052 Basel,Product Owner cloud software,N,Basel
Spezialist Online Marketing (80-100%) mit Schwerpunkt Suchmaschinenwerbung,CROME AG,CH 4052 Basel,Specialist online marketing (80-100%) with a focus on search engine advertising,N,Basel
Start-up-Praktikum Marketing (6-12 Monate) (100%),Jacando AG,CH 4052 Basel,Start-up Internship Marketing (6-12 months) (100%),N,Basel
Accommodation Purchasing Coordinator (100%),,CH 4053 Basel,Accommodation Purchasing Coordinator (100%),N,Basel
Gebietskoordinator in für Zusteller innen 70% Stadt Zürich,Direct Mail Company AG,CH 4053 Basel,Field coordinator in% for delivery inside 70 City of Zurich,N,Basel
Gebietskoordinator in für Zusteller innen Raum Biel (Stadt/Agglo),Direct Mail Company AG,CH 4053 Basel,Field coordinator in tool inside space Biel (City / Agglo),N,Basel
Mitarbeiter/-in Kontinent Auftragsabwicklung Import Europaverkehre,,CH 4053 Basel,Employees / -in Continent order processing import Europaverkehre,N,Basel
operative Restaurantleiter innen (80-100%),,CH 4053 Basel,operative restaurant manager inside (80-100%),N,Basel
Product Manager (80-100%),,CH 4053 Basel,Product Manager (80-100%),N,Basel
Produkt Entwickler (m/w/d),,CH 4053 Basel,Product Developer (m / w / d),N,Basel
Sales Engineer / Consultant,Safe Swiss Cloud AG,CH 4053 Basel,Sales Engineer / Consultant,N,Basel
"Business Development / Strategie Praktikum (f/m/d) (60-100%, 4-6 Monate, ab sofort oder nach Vereinbarung)",,CH 4054 Basel,"Business Development / Strategy Internship (f / m / d) (60-100%, 4-6 months from now or by arrangement)",N,Basel
"Community Management Praktikum (f/m/d) (60-100%, 4-6 Monate, ab sofort oder nach Vereinbarung)",,CH 4054 Basel,"Community Management Internship (f / m / d) (60-100%, 4-6 months from now or by arrangement)",N,Basel
"Marketing / Social Media Praktikum (f/m/d) (60-100%, 4-6 Monate, ab sofort oder nach Vereinbarung)",,CH 4054 Basel,"Marketing / Social Media Internship (f / m / d) (60-100%, 4-6 months from now or by arrangement)",N,Basel
Umzugsmitarbeiter für Tageseinsätze,,CH 4054 Basel,Moving employees for daily operations,N,Basel
Umzugsmitarbeiter mit Chauffeurfunktion,,CH 4054 Basel,Moving employees with driver function,N,Basel
Junior Food&Beverage Leiter 100%,,CH 4055 Basel,Junior Food & Beverage Director 100%,N,Basel
Lohn- & Personalsachbearbeiter/in,Airport Casino Basel AG,CH 4056 Basel,Wage & HR Administrator / in,N,Basel
"MitarbeiterIn Hotellerie/Reinigung, 70%",Pflegehotel St. Johann,CH 4056 Basel,"Employee hotel industry / cleaning, 70%",N,Basel
BASEL OFFICE - Director Purchasing Operations & Logistics,,CH 4057 Basel,BASEL OFFICE - Director Purchasing & Logistics Operations,N,Basel
BASEL OFFICE - Port Operations Assistant,,CH 4057 Basel,BASEL OFFICE - Port Operations Assistant,N,Basel
Interviewer/innen,Lp Marktforschung AG,CH 4106 Therwil,Interviewer / inside,N,Basel
Mystery Shopper,Lp Marktforschung AG,CH 4106 Therwil,Mystery Shopper,N,Basel
E-Learning Designer,,CH 4123 Allschwil,E-Learning Designer,N,Basel
Eventmanager / in,,CH 4123 Allschwil,Event Manager / in,N,Basel
Business Manager (Vente) (H/F) 100%,Auto-Interleasing AG,CH 4132 Muttenz,Business manager (Vente) (H / F) 100%,N,Basel
Grundausbildung Veranstaltungsfachfrau/-mann EFZ,AudioRent Clair AG,CH 4147 Aesch,Basic training event / -mann EFZ,N,Basel
Projektleiter/in Events (80 - 100%),AudioRent Clair AG,CH 4147 Aesch,Project Manager / in Events (80 - 100%),N,Basel
Veranstaltungsfachmann (60 - 100%) - Schwerpunkt Audio,AudioRent Clair AG,CH 4147 Aesch,Event specialist (60 - 100%) - Focus Audio,N,Basel
Veranstaltungsfachmann (60 - 100%) - Schwerpunkt Licht,AudioRent Clair AG,CH 4147 Aesch,Event skilled in the art (60 - 100%) - focus light,N,Basel
Business Development Manager IIoT (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Business Development Manager IIoT (m / f),N,Basel
Global Quality / EHS Manager (m/w/d),AMETEK CTS GmbH,CH 4153 Reinach BL,Global Quality / EHS Manager (m / w / d),N,Basel
Praktikant (m/w) HR Projektmanagement,Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Intern (m / w) HR project management,N,Basel
Praktikum im Lean-Management,AMETEK CTS GmbH,CH 4153 Reinach BL,Internship in lean management,N,Basel
Product Owner (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Product Owner (m / f),N,Basel
Prozessspezialist Schweissen (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Process Specialist Welding (m / f),N,Basel
BETRIEBSFACHMANN/ -FRAU WÄRMEANLAGEN (100%),EBL (Genossenschaft Elektra Baselland),CH 4410 Liestal,OPERATION / -frau thermal equipment (100%),N,Basel
FACHMANN FAHRZEUGUNTERHALT UND TRANSPORTE (100%),EBL (Genossenschaft Elektra Baselland),CH 4410 Liestal,PROFESSIONAL VEHICLE MAINTENANCE AND TRANSPORT (100%),N,Basel
Senior Projektleiter / Consultant 80-100% w/m,Inside Solutions AG,CH 4410 Liestal,Senior Project Manager / Consultant 80-100% w / m,N,Basel
STRATEGISCHER EINKÄUFER (80-100%),EBL (Genossenschaft Elektra Baselland),CH 4410 Liestal,Strategic Purchaser (80-100%),N,Basel
Disponent Technik-Kundendienst per Ende 2020,Tiba AG,CH 4416 Bubendorf,Booker technology customer service by the end of 2020,N,Basel
Disponent Technik-Kundendienst per Mai 2020,Tiba AG,CH 4416 Bubendorf,Booker technology customer service by May 2020,N,Basel
1 Ausbildungsplatz offen als Restaurantfachfrau EFZ,,CH 4455 Zunzgen,1 training place open as restaurant specialist EFZ,N,Basel
Interim Hr Business Partner,Careerplus AG,Grossraum Basel,Interim Hr Business Partner,N,Basel
Tankwagen-Chauffeur Kat. C/E (m/w),TRAVECO Transporte AG,Kaiseraugst,Tank truck driver Cat. C / E (m / w),N,Aargau
Zoll deklarant für Koblenz/ Waldshut | Spedition,punkt personal AG,Koblenz AG,Customs deklarant for Koblenz / Waldshut | carrier,N,Aargau
Trainee Product Marketing (12-18 Monate),Laufen Bathrooms AG,Laufen,Trainee Product Marketing (12-18 months),N,Basel
technischen Assistenten 50% (m/w),ZZ Wancor AG,Laufen BL,technical assistant 50% (w / w),N,Basel
Speditions kaufmann Disponent/in LKW Verkehre,Frigo-Trans Schweiz GmbH,Lausen,Freight forwarding merchant dispatcher / in truck traffic,N,Basel
Personalassistent/in (80 - 100%),acasa spitex suisse ag,Lenzburg,A personal assistant / in (80 - 100%),N,Aargau
STRATEGISCHER EINKÄUFER (80-100%),EBL (Genossenschaft Elektra Baselland),Liestal,Strategic Purchaser (80-100%),N,Basel
Supply Chain Planner (Operativer Einkauf / Produktionsplanung),Ewellix Switzerland AG,Liestal,Supply Chain Planner (Operational procurement / production planning),N,Basel
Technischer Einkäufer im Maschinenbau,jobboxx ag,Liestal,Technical buyers in mechanical engineering,N,Basel
VR-Assistent/in inkl. Buchhaltung (80%),ADEV Energiegenossenschaft,Liestal,VR assistant / in incl. Accounting (80%),N,Basel
Zoll deklarant Export (80-100%),Kühne + Nagel AG,Möhlin,Customs deklarant Export (80-100%),N,Aargau
Junior Supply Chain Planner (m/w),yellowshark AG,Muttenz,Junior Supply Chain Planner (m / f),N,Basel
Produktionsleiter Abfüllbetriebe (m/w),Roman Derungs Management Consulting,Muttenz,Production bottling plants (m / w),N,Basel
"M&A IT Infrastructure - Program Manager (Muttenz, Prince 2, M&A experience, O365, English)",,"Muttenz, Basel-Landschaft","M & A IT Infrastructure - Program Manager (Muttenz, Prince 2, M & A experience, O365, English)",N,Basel
Senior Projektleiter/in Live Communication 70-100% (m/w),2communicate ag,Neuendorf,Senior Project Manager / in Live Communication 70-100% (w / w),N,Solothurn
Hotelfachfrau/ -mann EFZ,,"Nomad, Basel",Hotel / -mann EFZ,N,Basel
Restaurantfachfrau/ -mann EFZ,,"Nomad, Basel",Restaurant / -mann EFZ,N,Basel
HR-BUSINESS PARTNER/IN (80 – 100 %),Medici & Sprecher AG,Nordwestschweiz,HR-BUSINESSPARTNER / IN (80 - 100%),N,Basel
Centerleitung,Kestenholz Automobil AG,Oberwil,Center line,N,Basel
Betriebsassistent (m/w),Gastrag AG,"Papa Joe's, Basel",Operation assistant (m / w),N,Basel
Disponent in National / Nahverkehr Pratteln,Gebrüder Weiss AG,Pratteln,Dispatcher in National / transport Pratteln,N,Basel
Disposition / Logistiker EFZ (m/w),Ziegler (Schweiz) AG,Pratteln,Disposition / logistics company EFZ (m / w),N,Basel
EXPORT CUSTOMER SERVICE COORDINATOR m/w/d,"Ocean Network Express (Europe) Ltd., Switzerland Branch",Pratteln,EXPORT CUSTOMER SERVICE COORDINATOR m / w / d,N,Basel
Guides Besucherführungen (m/w) (10-20%),Schweizer Salinen AG,Pratteln,Guides visitor guides (m / w) (10-20%),N,Basel
Leiter Finanzen / Human Resources,PKS Personal- & Kaderselektion AG,Pratteln,Head of Finance / Human Resources,N,Basel
MES Consultant / MBR Designer (m/w/d),,Pratteln,MES Consultant / MBR Designer (m / w / d),N,Basel
Mitarbeiter/in 100% für Projekte und Support der Filiale im nationalen Transport,Planzer Transport AG,Pratteln,Employees / in 100% for projects and support the branch in the national transport,N,Basel
Mitarbeiter/in 100% für Projekte und Support der Filiale im nationalen Transport,,Pratteln,Employees / in 100% for projects and support the branch in the national transport,N,Basel
"Speditionssachbearbeiter/-in Seefracht Import/Export/Crosstrade' (m/w), 100%, Basel",DHL Logistics (Schweiz) AG,Pratteln,"Forwarding agent / -in sea import / export / Crosstrade '(m / w), 100%, Basel",N,Basel
Speditions kaufmann,Interfracht Speditions AG,Pratteln,Freight forwarding merchant,N,Basel
HR Generalist und GL-Assistenz (m/w) 100%,Ziegler (Schweiz) AG,"Pratteln,CH",HR generalist and GL-assistant (m / w) 100%,N,Basel
HR Assistent (m/w),"Universal-Job AG, Basel",Raum Basel,HR Assistant (m / f),N,Basel
"Produktionsplaner (m/w/d), 100%",EDP Personalberatung GmbH,Raum Muttenz,"Production planner (m / w / d), 100%",N,Basel
Director Entrepreneurship (50-60%),BaselArea.swiss,Region Basel,Director Entrepreneurship (50-60%),N,Basel
Head of International Markets & Business Affairs 80-100%,BaselArea.swiss,Region Basel,Head of International Markets & Business Affairs 80-100%,N,Basel
Import / Export Europa Sachbearbeiter/in,"Universal-Job AG, Basel",Region Basel,Import / Export Europe clerk / in,N,Basel
Junger dynamischer Mitarbeiter Marketing,worknet ag,Region Basel,Young dynamic employees Marketing,N,Basel
"Sachbearbeiterin Administration, Marketing & Verkauf Innendienst 100 %",Regio Personal AG,Region Basel,"Clerk Administration, Marketing & Sales Office 100%",N,Basel
Speditions kaufmann als Assistenz im Marketing & Verkauf,"Universal-Job AG, Basel",Region Basel,Freight forwarding merchant as an assistant in the Marketing & Sales,N,Basel
Junior Zolldeklarant /-in | IMPORT (ZE),Pervivo AG,"Region Basel, Baselland",Junior Zolldeklarant / -in | IMPORT (ZE),N,Basel
Speditionskaufmann | EUROPA-Transporte (m/w/d),Pervivo AG,"Region Basel, Baselland",Forwarding agent | EUROPA transports (m / w / d),N,Basel
Junior Transportdisponent /-in | Stückgut National,Pervivo AG,"Region Baselland, Basel",Junior Transport dispatcher / -in | National general cargo,N,Basel
Lohn Manager mit ausgeprägtem Zahlenflair,worknet ag,Region Basel-Stadt,Rewarding managers with distinct Zahlenflair,N,Basel
"Multimedia & Marketing Manager 60-100%, befristet bis Sommer 2021",Zeisch GmbH,Reinach,"Multimedia & Marketing Manager 60-100%, valid until summer 2021",N,Basel
Quality und Complaint Manager (m/w),Endress+Hauser Flowtec AG,Reinach,Quality and Complaint Manager (m / f),N,Basel
Product Owner (m/w),Endress+Hauser Process Solutions AG,Reinach / BL,Product Owner (m / f),N,Basel
Mitarbeiter Lohn- und Personaladministration (m/w) 100%,nemensis ag,Reinach BL,Employee payroll and personnel administration (m / w) 100%,N,Basel
Teamleiter Entwicklung m/w,"oprandi & partner ag, bern",Schweiz und international,Team Leader Development m / w,N,Multiple
Channel Manager Professional (m/w/d),Akzo Nobel Sevice GmbH,Sempach,Channel Manager Professional (m / w / d),N,Luzern
HR Administrator 60-80 % (m/w),Ovivo Switzerland AG,Witterswil,HR Administrator 60-80% (w / w),N,Solothurn
Cloud Consultant (m/w),adesso Schweiz AG,"Basel, Bern, Lausanne, Zürich",Cloud Consultant (m / w),Y,Bern
(Senior) Consultant Life Sciences (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",(Senior) Consultant Life Sciences (m / f),Y,Bern
Business Consultant - Digital Workplace,isolutions AG,"Basel, Bern, Zürich",Business Consultant - Digital Workplace,Y,Bern
Business Development Manager -Workplace as a Service (WaaS),isolutions AG,"Basel, Bern, Zürich",Business Development Manager -Workplace as a Service (waaS),Y,Bern
Consultant Digital & Innovation (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Consultant Digital & Innovation (m / f),Y,Bern
Digital Transformation Coach,isolutions AG,"Basel, Bern, Zürich",Digital Transformation Coach,Y,Bern
Digital Workplace Padawan - Office 365 Consultant Traineeship,isolutions AG,"Basel, Bern, Zürich",Digital Workplace Padawan - Office 365 Consultant Traineeship,Y,Bern
Head of Telecom-Consulting (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Head of Telecom Consulting (m / f),Y,Bern
Senior Business Developer (m/w) Salesforce,adesso Schweiz AG,"Basel, Bern, Zürich",Senior Business Developer (m / f) Sales Force,Y,Bern
Senior Digital Business Consultant Versicherungen (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Senior Digital Business Consultant Insurance (m / f),Y,Bern
Consultant DDI (m/w),,Bern oder Zürich,Consultant DDI (m / w),Y,Bern
Consultant ITSM (m/w),,Bern oder Zürich,Consultant ITSM (m / w),Y,Bern
Senior Product Manager Cloud 80% bis 100%,Swisscom (Schweiz) AG,Bern oder Zürich,Senior Product Manager Cloud 80% to 100%,Y,Bern
Ausbildner/in und Kursleiter/in Hubarbeitsbühnen 80 - 100%,Maltech AG,Bern und/oder Härkingen,Trainers / instructors in and / in aerial work platforms from 80 to 100%,Y,Bern
"Inspektor / Berater für Elektroinstallationen (m/w, 100%)",,"Bern, Freiburg, Solothurn","Inspector / consultant for electrical installations (m / w, 100%)",Y,Bern
Leitung Supply Chain & Logistics Consulting Practice (w/m/d),itelligence AG,"Bern, Regensdorf",Line Supply Chain & Logistics Consulting Practice (w / m / d),Y,Bern
Management Berater / Solution Architekt SAP (w/m),itelligence AG,"Bern, Regensdorf",Management Consultant / Solution Architect SAP (m / f),Y,Bern
Senior Berater Produktionsprozesse in der Life Science und Prozess Industrie (w/m/d),itelligence AG,"Bern, Regensdorf",Senior Advisor production processes in life science and process industries (w / m / d),Y,Bern
Senior SAP VIM Berater (w/m),itelligence AG,"Bern, Regensdorf",Senior SAP VIM Consultants (w / m),Y,Bern
Principal Consultant Enterprise Architect,ERNI Schweiz AG,Bern/ Zürich,Principal Consultant Enterprise Architect,Y,Bern
Product Owner,ERNI Schweiz AG,Bern/ Zürich,Product Owner,Y,Bern
Service Operations Director (w/m/d),Schneider Electric (Schweiz) AG,"Wettingen (bei Baden), Ittigen (bei Bern) oder Ren",Service Operations Director (w / m / d),Y,Bern
Service Operations Director (w/m/d),Schneider Electric (Schweiz) AG,"Wettingen (bei Baden), Ittigen (bei Bern) oder Ren",Service Operations Director (w / m / d),Y,Bern
Senior Cloud Consultant,Netcloud AG,"Winterthur, Bern oder Basel",Senior Consultant Cloud,Y,Bern
Berater/in für Abacus Projekte (mit Fokus Lohn / HR),Customize AG,"Winterthur, Zürich, Bern und St.Gallen",Consultant / in for Abacus Projects (focusing wage / HR),Y,Bern
Spezialist*in HR Administration 60%,Xovis AG,Zollikofen/Bern,* Specialist in HR Administration 60%,Y,Bern
Spezialist*in HR Administration 60%,Xovis AG,Zollikofen/Bern,* Specialist in HR Administration 60%,Y,Bern
Spezialist*in HR Administration 60%,Xovis AG,Zollikofen/Bern,* Specialist in HR Administration 60%,Y,Bern
Principal Consultant Enterprise Architect,ERNI Schweiz AG,Zürich / Bern,Principal Consultant Enterprise Architect,Y,Bern
DevOps Consultant 80-100%,Zühlke Engineering AG,Zurich Bern,DevOps Consultant 80-100%,Y,Bern
Content Manager / Copywriter,Carvolution AG,Zürich oder Bannwil (BE),Content Manager / Copywriter,Y,Bern
Marketing Manager B2B 80% bis 100%,Swisscom (Schweiz) AG,Zürich oder Bern,Marketing Manager B2B 80% to 100%,Y,Bern
Product Manager B2B Internet Services 80% bis 100%,Swisscom (Schweiz) AG,Zürich oder Bern,Product Manager B2B Internet services 80% to 100%,Y,Bern
Senior Consultant im Polizeiumfeld mit Verkaufsflair (m/w/d),AWK Group AG,"Zürich, Bern, Basel, Lausanne",Senior Consultant in the police environment sale Flair (m / w / d),Y,Bern
