Description,Employer,Location,Translation,Multiple,State
Assistentin Personalberaterin (m/w),Personal Sigma Sursee AG,Sursee,Assistant Personnel Consultant (m / w),N,Luzern
Mitarbeiter Einkauf 80 % (m/w),Brugg Drahtseil AG,Birr,Employees Shopping 80% (w / w),N,Aargau
Produktionslogistiker/AVOR Mitarbeiter m/w (Festanstellung),City Personal AG,Raum Wildegg,Production logistician / AVOR employees m / w (permanent),N,Aargau
Fachspezialistin Payroll und Sozialversicherungen 80-100% (m/w),Impirio AG,Region Bern,Payroll skilled specialist and social 80-100% (w / w),N,Bern
HR-Generalist (m/w) 60 - 100%,Impirio AG,Region Bern,HR-generalist (m / w) 60-100%,N,Bern
"Inspektor / Berater für Elektroinstallationen (m/w, 100%)",,Region Zürich / Glarnerland,"Inspector / consultant for electrical installations (m / w, 100%)",N,Multiple
Intiativer Sachbearbeiter Einkauf und Logistik w/m 100%,"Universal-Job AG, Solothurn",Biel,Intiativer agent Procurement and Logistics w / m 100%,N,Bern
Intiativer Sachbearbeiter Einkauf und Logistik w/m 100%,"Universal-Job AG, Solothurn",Biel,Intiativer agent Procurement and Logistics w / m 100%,N,Bern
Leiter m/w Inkasso Firmenkunden 100%,mediserv AG,Biel,Head m / w collection corporate clients 100%,N,Bern
Partner Manager,Quickline AG,Biel,partner Manager,N,Bern
Sachbearbeiter Verkauf und Export (w/m),"Joker Personal AG, Wohlen",Region Wohlen,Clerk Sales and Export (m / f),N,Aargau
Personalfachperson 80-100% (m/w),Impirio AG,Region Biel,Personnel skilled person 80-100% (w / w),N,Bern
Senior Projektleiter/in Live Communication 70-100% (m/w),2communicate ag,Neuendorf,Senior Project Manager / in Live Communication 70-100% (w / w),N,Solothurn
Betriebsleiter/in 100%,Activ Fitness AG,Buchs,Superintendent /% in 100,N,Sankt Gallen
Junior Solutions Manager Pharmacy Automation,Swisslog,Buchs,Junior Solutions Manager Pharmacy Automation,N,Sankt Gallen
Praktikum / Aushilfe Marketing - Kommunikation (Headquarter),Swisslog,Buchs,Internship / temporary jobs Marketing - Communications (Headquarter),N,Sankt Gallen
Assistenz der Geschäftsleitung (m/w),Personal Sigma Aarau AG,Region Lenzburg,Executive Support (m / w),N,Aargau
Consultant Haufe umantis (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Consultant Haufe umantis (w / m / d),N,Multiple
Consultant Time Management (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Consultant Time Management (w / m / d),N,Multiple
HR People - die Community für externe HR Profis,HR Campus AG,Region Zürich / Schaffhausen,HR People - the community for external HR professionals,N,Multiple
HR People - die Community für externe Payroll Profis,HR Campus AG,Region Zürich / Schaffhausen,HR People - the community for external Payroll Professionals,N,Multiple
Senior Consultant SuccessFactors (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Senior Consultant Success Factor (w / m / d),N,Multiple
Lernende/r Systemgastronomiefachfrau/-mann EFZ (Beginn 2020),,Kappel,Learning / r Systemgastronomie / -mann EFZ (start 2020),N,Solothurn
Logistikberater 100 % m/w,Kohlberg & Partner GmbH,Mittelland,Logistics consultant 100% w / w,N,Multiple
Marketingfachmann/frau 100%,Job&Jobs,Mittelland,Marketing specialist / woman 100%,N,Multiple
Projektleiter / in 100%,Job&Jobs,Mittelland,Project Manager / in 100%,N,Multiple
Projektleiter/in Produktentwicklung 100%,Job&Jobs,Mittelland,Project / product development 100%,N,Multiple
Supervisor Logistics 100%,Workmanagement AG,Pfäffikon SZ,Supervisor Logistics 100%,N,Schwyz
Fachspezialist Exportabwicklung (m/w) 100%,yellowshark AG,Spreitenbach,Specialist export processing (w / w) 100%,N,Schwyz
Kauf Mitarbeiter Verkehre in Europe (w/m) 100%,Rhenus Alpina AG,Spreitenbach,Purchase employee traffic in Europe (w / m) 100%,N,Schwyz
Umzugsmitarbeiter (teilzeit),,Spreitenbach,Moving employees (full-time),N,Schwyz
Disponent / Logistiker EFZ (w/m) in Dornach/CH,Ziegler (Schweiz) AG,Dornach,MRP / logistics company EFZ (w / w) in Dornach / CH,N,Solothurn
Disponent/in 100%,Sieber Transport AG,4562 Biberist,Booker / in 100%,N,Solothurn
Fachspezialistin/en Payroll & Administration,SBB AG,4600 Olten,Specialist specialist / s Payroll & Administration,N,Solothurn
Marketing Manager (m/w),Schenker Storen AG,5012 Schönenwerd,Marketing Manager (m / f),N,Solothurn
Strategischer Einkäufer (m/w),Schenker Storen AG,5012 Schönenwerd,Strategic Purchaser (m / f),N,Solothurn
Disponent/in 100%,Sieber Transport AG,Biberist,Booker / in 100%,N,Solothurn
Employee Logistic & Eventsupport 100% (w/m),Adcom Switzerland AG,Biberist,Employee & Logistic Support Event 100% (w / w),N,Solothurn
Anlagenwart / Stv. Leiter Anlagen Gas + Wasser (m/w) 100 %,SWG,CH 2540 Grenchen,Conditioning waiting / Deputy Chief Investment gas + water (m / w). 100%,N,Solothurn
Leiterin Marketing (m/w) 100 %,SWG,CH 2540 Grenchen,Head of Marketing (m / w) 100%,N,Solothurn
Stv. Leiter Netz Gas + Wasser / Rohrnetzmonteur (m/w) 100 %,SWG,CH 2540 Grenchen,Subst. Wire system gas + water / pipe network fitter (m / w) 100%,N,Solothurn
Enterprise Architecture Management Consultant 60-100% (Per sofort oder nach Vereinbarung),XIMIQ AG,CH 4500 Solothurn,Enterprise Architecture Management Consultant 60-100% (immediately or by appointment),N,Solothurn
Junior Enterprise Architecture Management Consultant (w/m) 60-100% (Per sofort oder nach Vereinbarung),XIMIQ AG,CH 4500 Solothurn,Junior Enterprise Architecture Management Consultant (m / w) 60-100% (immediately or by appointment),N,Solothurn
Praktikant/in Marketing | Events 100%,,CH 4500 Solothurn,Intern / in Marketing | Events 100%,N,Solothurn
Ausbildung zum/zur Fahrdienstleiter/in,,CH 4501 Solothurn,Training to / for Dispatcher / in,N,Solothurn
Fahrdienstleiter/in Betriebsleitzentrale Worblaufen 80 - 100 %,,CH 4501 Solothurn,Dispatchers / control center in Worblaufen 80-100%,N,Solothurn
"Bankett- und Eventmanager/in (m/f, 100 %)",,CH 4515 Oberdorf SO,"Banquet and Event Manager / in (m / f, 100%)",N,Solothurn
"Gastgeber/in Service (m/f, 100 %)",,CH 4515 Oberdorf SO,"Host / in Service (m / f, 100%)",N,Solothurn
Lehrstelle als Restaurantfachfrau/Restaurantfachmann EFZ,,CH 4532 Feldbrunnen,Apprenticeship as a restaurant specialist / restaurant specialist EFZ,N,Solothurn
Lehrstelle Systemgastronomie,,CH 4573 Lohn-Ammannsegg,Apprenticeship system catering,N,Solothurn
Business Developer / Project Manager,elblox AG,CH 4600 Olten,Business Developer / Project Manager,N,Solothurn
Consultant (w/m/d) für wasserwirtschaftliche Informationssysteme,,CH 4600 Olten,Consultant (w / m / d) for water management information systems,N,Solothurn
Praxisorientierte Ausbildung Corporate FilmproduztIN (100%),,CH 4600 Olten,Practical training Corporate FilmproduztIN (100%),N,Solothurn
Chief Operation Officer,2communicate ag,CH 4623 Neuendorf,Chief Operation Officer,N,Solothurn
Creative Director,2communicate ag,CH 4623 Neuendorf,Creative Director,N,Solothurn
Assistent/in Verkauf & Marketing (m/w),,CH 4624 Härkingen,Wizard / in Sales & Marketing (m / w),N,Solothurn
Sachbearbeiter Personal (m/w),,CH 4624 Härkingen,Clerk staff (m / f),N,Solothurn
selbstständigen Physiotherapeut,,CH 4658 Däniken,independent Physiotherapist,N,Solothurn
Quality Manager (w/m/d) 100%,HAVI Logistics GmbH,CH 4702 Oensingen,Quality Manager (m / w / d) 100%,N,Solothurn
Specialist Procurement (w/m/d) 100%,HAVI Logistics GmbH,CH 4702 Oensingen,Specialist Procurement (w / m / d) 100%,N,Solothurn
(Junior) Sales Consultant (m/w/d) Schwerpunkt Vertrieb von Softwarelösungen in der Schweiz,,CH 4703 Kestenholz,(Junior) Sales Consultant (m / w / d) focus on sales of software solutions in Switzerland,N,Solothurn
Ausbildung im Gastgewerbe,,CH 4703 Kestenholz,Training in the hospitality industry,N,Solothurn
Lernende/r Systemgastronomiefachfrau/-mann EFZ (Beginn 2020),,Deitingen,Learning / r Systemgastronomie / -mann EFZ (start 2020),N,Solothurn
Logistician EFZ oder Logistik fachmann (m/f) (100%),Megasol Energie AG,Deitingen,Logistician EFZ or logistics professional (m / f) (100%),N,Solothurn
Generalistin Human Resources (m/w) 40 - 50%,IHI Ionbond AG,Dulliken,Generalist Human Resources (m / w) 40 - 50%,N,Solothurn
JUNIOR QUALITÄTS- & SICHERHEITSBEAUFTRAGTER 100% (M/W),7Days Media Services GmbH,Egerkingen,QUALITY & JUNIOR security officer 100% (M / W),N,Solothurn
Logistiker EFZ / EBA,"Global Personal Partner AG, Filiale Egerkingen",Egerkingen,Logisticians EFZ / EBA,N,Solothurn
Continuous Improvement Leader,Stahl Gerlafingen AG,Gerlafingen,Continuous Improvement Leader,N,Solothurn
Mitarbeiter Bahnlogistik,Stahl Gerlafingen AG,Gerlafingen,Employees rail logistics,N,Solothurn
Strategischer Einkäufer,Stahl Gerlafingen AG,Gerlafingen,Strategic Purchaser,N,Solothurn
Leiterin Marketing (w/m) 100%,SWG,Grenchen,Head of Marketing (w / m) 100%,N,Solothurn
Stv. Qualitätsmanager/-in 100 %,etampa ag,Grenchen,Deputy. Quality Manager / -in 100%,N,Solothurn
Betriebsleiter 100% (m/w) - Grenchen SO,Compass Group (Schweiz) AG,Grenchen SO,Manager 100% (w / w) - Grenchen SO,N,Solothurn
Betriebsleiter 100% (m/w) - Grenchen SO,,Grenchen SO,Manager 100% (w / w) - Grenchen SO,N,Solothurn
"Tankwagen-Chauffeur ADR, Kat. C/E",TRAVECO Transporte AG,Hägendorf,"Tank truck driver ADR, Cat. C / E",N,Solothurn
Disponent/in für die Geräte/Staplerdisposition 100%,Planzer Transport AG,Härkingen,Booker / in for the devices / stacker Disposition 100%,N,Solothurn
Disponent/in für die Geräte/Staplerdisposition 100%,,Härkingen,Booker / in for the devices / stacker Disposition 100%,N,Solothurn
Mitarbeiter/in im Fuhrpark 100%,,Härkingen,Staff / in the fleet 100%,N,Solothurn
Senior Quality Engineer (m/w),RONAL AG,Härkingen,Senior Quality Engineer (m / f),N,Solothurn
Service Manager/-in,Die Schweizerische Post,Härkingen,Service Manager / -in,N,Solothurn
Service Manager/-in,Die Schweizerische Post,Härkingen,Service Manager / -in,N,Solothurn
Spezialisten Verkauf Ersatzteile Automotive (m/w) für die Marke OPEL,,Härkingen,Specialists Sales Parts Automotive (m / w) for the brand OPEL,N,Solothurn
HR Business Partner (m/f/d),Hays (Schweiz) AG,Luterbach,HR Business Partner (m / f / d),N,Solothurn
HR Business Partner (m/f/d),Hays (Schweiz) AG,Luterbach,HR Business Partner (m / f / d),N,Solothurn
Anlagemitarbeiter/in 30%,Migros-Verteilbetrieb Neuendorf AG,Neuendorf SO,Plant employees / 30%,N,Solothurn
Prozessingenieur (m/w/d),Model AG,Niedergösgen,Process Engineer (m / f / d),N,Solothurn
Bereichsleiter Beschaffung und Logistik (m/w),lanz oensingen ag,Oensingen,Head of Procurement and Logistics (m / f),N,Solothurn
CSB Consultant (m/w),Bell Schweiz AG,Oensingen,CSB Consultant (m / w),N,Solothurn
Geschäftsführer Gastronomie m/w (Mitglied der Geschäftsleitung),VEBO Genossenschaft,Oensingen,Managing Gastronomy m / f (Member of the Executive Board),N,Solothurn
Mitarbeiter Qualitätsmanagement 100% (m/w),SCHELLING AG,Oensingen,Employees Quality Management 100% (w / w),N,Solothurn
Praktikant/in Personalberatung 80 - 100%,Excellent Personaldienstleistungen Oensingen AG,Oensingen,Intern / in HR consulting 80-100%,N,Solothurn
acheteur/euse de projets en génie civil 50 - 100%,Schweizerische Bundesbahnen SBB,Olten,buyer / honest civil engineering projects in 50 - 100%,N,Solothurn
Ausbildung Disponent / Disponentin SBB Cargo International 100%,SBB Cargo International AG,Olten,Training planner / booker SBB Cargo International 100%,N,Solothurn
Business Developer Digital Energy Services Switzerland,Alpiq AG,Olten,Business Developer Digital Energy Services Switzerland,N,Solothurn
Daten- und Qualitätsmanager/in 80 - 100%,Schweizerische Bundesbahnen SBB,Olten,Data and Quality Manager / in 80-100%,N,Solothurn
Eine/n erfahrene/n Disponenten/in 100%,SBB Cargo International AG,Olten,A / n experienced / n dispatchers / in 100%,N,Solothurn
HR-GeneralistIn 80%,Syna - die Gewerkschaft,Olten,HR Generalist 80%,N,Solothurn
LEITER HUMAN RESOURCES 50 – 60% (M/W),IHI Bernex AG,Olten,HUMAN RESOURCES HEAD 50 - 60% (W / W),N,Solothurn
Leiter Warenannahme & Spedition (m/w),EAO AG,Olten,Conductor goods receiving & forwarding (m / w),N,Solothurn
Projekteinkäufer/in im Tiefbau 50 - 100%,Schweizerische Bundesbahnen SBB,Olten,Project Buyer / in civil engineering from 50 to 100%,N,Solothurn
Recruiter,Careerplus AG,Olten,Recruiter,N,Solothurn
Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,Senior Consultant Business Analyst ERP,N,Solothurn
Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,Senior Consultant Business Analyst ERP,N,Solothurn
Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,Senior Consultant Business Analyst ERP,N,Solothurn
Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,Senior Consultant Business Analyst ERP,N,Solothurn
Projektleiter/in Digital Marketing & Automation 60-100%,Art of Work Personalberatung AG,Raum Olten,Project Manager / in Digital Marketing & Automation 60-100%,N,Solothurn
Executive Assistent / Assistentin 60%,Careerplus AG,Region Solothurn,Executive Assistant / Assistant 60%,N,Solothurn
Leiter / Leiterin Personalwesen 100%,Manpower SA,Region Solothurn,Director / Head of Human Resources 100%,N,Solothurn
Junior Business Development Manager (m/w/d),,Schönenwerd,Junior business development manager (m / w / d),N,Solothurn
Kaufmännische/r Sachbearbeiter/in 80%-100%,Rotel AG,Schönenwerd,Commercial / r clerk / in 80% -100%,N,Solothurn
Direktions-Ehepaar (Miete oder Kauf),InSearch AG,Solothurn,Principals couple (rent or purchase),N,Solothurn
GASTRONOMISCHE/R GIPFELSTÜRMER/IN,search-group.ch ag,Solothurn,FOOD / R SUMMIT STÜRMER / IN,N,Solothurn
Kaufmännischer Mitarbeiter 60% - 80 % (w/m),BDO AG,Solothurn,Commercial staff 60% - 80% (w / w),N,Solothurn
Leiter Logistik (m/w),Glutz AG,Solothurn,Logistics Manager (m / f),N,Solothurn
Logistiker(m/w) EFZ (temporär),Kelly Services Solothurn,Solothurn,Logisticians (m / f) EFZ (temporary),N,Solothurn
Meeting & Event Coordinator(m/w/d),,Solothurn,Meeting & Event Coordinator (m / w / d),N,Solothurn
Restaurantleiter/in Manora 100%,Manor AG,Solothurn,Restaurant Manager / in Manora 100%,N,Solothurn
Sachbearbeiter/in Human Resources 100%,Stampfli AG,Subingen,Agent / in Human Resources 100%,N,Solothurn
Sachbearbeiterin Personaladministration 80% - 100%,Stucortec AG,Winznau,Clerk Personnel Administration 80% - 100%,N,Solothurn
HR Administrator 60-80 % (m/w),Ovivo Switzerland AG,Witterswil,HR Administrator 60-80% (w / w),N,Solothurn
Ausbildung - Spezialist Bewegungs- und Gesundheitsförderung (SAFS) (m/w/d) Vollzeit,,Zuchwil,Training - specialist motion and Health Promotion (SAFS) (m / h / d) Full Time,N,Solothurn
TRAINER (M/W/D) Vollzeit,,Zuchwil,COACH (M / W / D) Full Time,N,Solothurn
"Sachbearbeiter/in Einkauf, 80-100%",Forbo International SA,Wallbach,"Clerk / purchasing, 80-100%",N,Aargau
Technischer Kaufmann im Einkauf gesucht w/m,"Universal-Job AG, Solothurn",Bienne,sought technical merchant in the shopping w / m,N,Bern
Teamleiter/in HR Service Center 80-100% (m/w),Impirio AG,Seeland,Team Leader / HR Service Center in 80-100% (w / w),N,Multiple
Personalberater / (Senior) Recruitment Consultant 100% (m/w),Freestar- People AG,Hünenberg,Lean / (Senior) Recruitment Consultant 100% (w / w),N,Zug
Supply Chain Coordinator (80-100%),Josef Müller Gemüse AG,Hünenberg,Supply Chain Coordinator (80-100%),N,Zug
Transport-Disponent 100 % (m/w),Sulser Logistik AG,Brunegg,Transport dispatcher 100% (w / w),N,Zurich
BUSINESS DEVELOPMENT MANAGER (W/M) CISCO,Bechtle Schweiz AG,Regensdorf,BUSINESS DEVELOPMENT MANAGER (W / M) CISCO,N,Zurich
Praktikant Moderne Lernmethodik (E-Learning),,Wangen bei Dübendorf,Intern Modern learning methods (e-learning),N,Zurich
Praktikant/in 100% Human Resources & Employer Branding (befristet für 12 Monate),,Wangen bei Dübendorf,Intern / in 100% Human Resources & employer branding (limited for 12 months),N,Zurich
Product Manager,,Wangen bei Dübendorf,Product Manager,N,Zurich
SACHBEARBEITER PERSONAL & FINANZEN 100%,Solarville AG,Winterthur,EXECUTIVE PERSONNEL & FINANCE 100%,N,Zurich
HR Partner (w/m/d),Gemalto AG,Zürich,HR Partner (w / m / d),N,Zurich
Qualitätsmanager (w/m),CISTEC AG,Zürich,Quality Manager (w / m),N,Zurich
