Description,Employer,Location,Translation,Multiple,State
Speditions kaufmann als Assistenz im Marketing & Verkauf,"Universal-Job AG, Basel",Region Basel,Freight forwarding merchant as an assistant in the Marketing & Sales,N,Basel
Junior Zolldeklarant /-in | IMPORT (ZE),Pervivo AG,"Region Basel, Baselland",Junior Zolldeklarant / -in | IMPORT (ZE),N,Basel
Speditionskaufmann | EUROPA-Transporte (m/w/d),Pervivo AG,"Region Basel, Baselland",Forwarding agent | EUROPA transports (m / w / d),N,Basel
Junior Transportdisponent /-in | Stückgut National,Pervivo AG,"Region Baselland, Basel",Junior Transport dispatcher / -in | National general cargo,N,Basel
Lohn Manager mit ausgeprägtem Zahlenflair,worknet ag,Region Basel-Stadt,Rewarding managers with distinct Zahlenflair,N,Basel
"Multimedia & Marketing Manager 60-100%, befristet bis Sommer 2021",Zeisch GmbH,Reinach,"Multimedia & Marketing Manager 60-100%, valid until summer 2021",N,Basel
Quality und Complaint Manager (m/w),Endress+Hauser Flowtec AG,Reinach,Quality and Complaint Manager (m / f),N,Basel
Product Owner (m/w),Endress+Hauser Process Solutions AG,Reinach / BL,Product Owner (m / f),N,Basel
Mitarbeiter Lohn- und Personaladministration (m/w) 100%,nemensis ag,Reinach BL,Employee payroll and personnel administration (m / w) 100%,N,Basel
Teamleiter Entwicklung m/w,"oprandi & partner ag, bern",Schweiz und international,Team Leader Development m / w,N,Multiple
Channel Manager Professional (m/w/d),Akzo Nobel Sevice GmbH,Sempach,Channel Manager Professional (m / w / d),N,Luzern
HR Administrator 60-80 % (m/w),Ovivo Switzerland AG,Witterswil,HR Administrator 60-80% (w / w),N,Solothurn
