Description,Employer,Location,Translation,Multiple,State
Quality Assurance Engineer,Numbrs Personal Finance AG,CH 8045 Zürich,Quality Assurance Engineer,N,Zurich
"Sales Manager Social Media Solutions (w/m), 80 - 100%",,CH 8045 Zürich,"Sales Manager Social Media Solutions (w / m), 80-100%",N,Zurich
Senior Consultant für Identity & Access Management (m/w/d),,CH 8045 Zürich,Senior Consultant for Identity & Access Management (m / w / d),N,Zurich
Senior HR Business Partner,Open Systems AG,CH 8045 Zürich,Senior HR Business Partner,N,Zurich
"Verkaufsberater/in ZVV-Contact, Bahnbetriebsdisponent/in Teilzeit",Sihltal Zürich Uetliberg Bahn SZU AG,CH 8045 Zürich,"Sales Consultant / in ZVV-Contact, train operation dispatcher / part time",N,Zurich
Consultant 80-100%,,CH 8047 Zürich,Consultant 80-100%,N,Zurich
E-Bike-Berater,,CH 8047 Zürich,E-Bike consultant,N,Zurich
Product Line Manager (d/f/m),Albis Technologies AG,CH 8047 Zürich,Product Line Manager (g / f / m),N,Zurich
Product Manager (d/f/m),Albis Technologies AG,CH 8047 Zürich,Product Manager (d / f / m),N,Zurich
"Product Owner / Requirements Engineer, 80-100 %",,CH 8047 Zürich,"Product Owner / Requirements Engineer, 80-100%",N,Zurich
"Product Owner, 80-100 %",,CH 8047 Zürich,"Product Owner, 80-100%",N,Zurich
Studio Manager in,,CH 8047 Zürich,Studio Manager,N,Zurich
Chef de Brigade (h/f),Ospena Group AG,CH 8048 Zürich,Chief of Brigade (m / f),N,Zurich
Digital Marketing Manager (m/w) 100%,Iway AG,CH 8048 Zürich,Digital Marketing Manager (m / w) 100%,N,Zurich
Fachspezialist/-in Innovation & Digitalisierung Pensum 80 - 100% befristet für 1 Jahr,,CH 8048 Zürich,Specialist / -in Innovation & digitization stint 80-100% limited for one year,N,Zurich
Geschäftsführerin (m/w) von 100%,,CH 8048 Zürich,Managing (m / w) of 100%,N,Zurich
Leiter Qualitätsmanagement Technik Pensum 80-100 %,,CH 8048 Zürich,Head of Quality Management Technology stint 80-100%,N,Zurich
Leiter Zentralwerkstatt Kompetenzcenter Pensum 80 - 100 %,,CH 8048 Zürich,Head of the Central Workshop competence center workload from 80 to 100%,N,Zurich
"Menükurier (w/m), Teilzeit (mittags/abends), Zürich, Bern, Zug, Winterthur",Restaurant Kurier GmbH,CH 8048 Zürich,"Menu courier (w / m), a part-time (at noon / evening), Zurich, Bern, train, Winterthur",N,Zurich
"People & Culture Internship (60-100%) 6-12 Months Zurich, Switzerland",3AP AG,CH 8048 Zürich,"People & Culture Internship (60-100%) 6-12 Months Zurich, Switzerland",N,Zurich
Programmleitung AMM BINplus 80-100%,Förderverein cocomo,CH 8048 Zürich,Program management AMM BINplus 80-100%,N,Zurich
Reiseexperte/in mit Leidenschaft für Mittel- und Südamerika (100% - m/w),,CH 8048 Zürich,Travel Expert / in with a passion for Central and South America (100% - m / w),N,Zurich
Restaurantfachfrau/-mann,Best Western Hotel Spirgarten,CH 8048 Zürich,Restaurant / -mann,N,Zurich
Senior BI / Reporting Consultant (m/w),,CH 8048 Zürich,Senior BI / Reporting Consultant (m / w),N,Zurich
Team Einkauf,Neuco AG,CH 8048 Zürich,team Shopping,N,Zurich
Lernende Hotelfachperson EFZ (m/w) per August 2020,,CH 8048 Zürich-Altstetten,Learners hotel specialist EFZ (m / f) by August 2020,N,Zurich
Lernende Restaurationsfachperson EFZ (m/w) per August 2020,,CH 8048 Zürich-Altstetten,Learners restoration expert EFZ (m / f) by August 2020,N,Zurich
Event Manager,,CH 8049 Zürich,event Manager,N,Zurich
Business Consultant Banking (m/w/d),,CH 8050 Zürich,Business Consultant Banking (m / w / d),N,Zurich
Business Consultant für Customer Experience (CX) (m/w/d),,CH 8050 Zürich,Business Consultant for Customer Experience (CX) (m / w / d),N,Zurich
Business Consultant Human Capital Management (HCM) (m/w/d),,CH 8050 Zürich,Business Consultant Human Capital Management (HCM) (m / w / d),N,Zurich
Event Assistant (m/w/d),,CH 8050 Zürich,Event Assistant (m / w / d),N,Zurich
Konzepter Live Kommunikation,,CH 8050 Zürich,Konzepter Live Communication,N,Zurich
Marketing-Assistent/in / Specialist,René Faigle AG,CH 8050 Zürich,Marketing Assistant / in / Specialist,N,Zurich
Oracle Business Consultant für Customer Experience (CX) (m/w/d),,CH 8050 Zürich,Oracle Business Consultant for Customer Experience (CX) (m / w / d),N,Zurich
Oracle Business Consultant für Digitalisierte Geschäftsprozesse (m/w/d),,CH 8050 Zürich,Oracle Business Consultant for Digitized business processes (m / w / d),N,Zurich
Oracle Business Consultant für Supply Chain Management (SCM) (m/w/d),,CH 8050 Zürich,Oracle Business Consultant for Supply Chain Management (SCM) (m / w / d),N,Zurich
Oracle Business Consultant Human Capital Management (HCM) (m/w/d),,CH 8050 Zürich,Oracle Business Consultant Human Capital Management (HCM) (m / w / d),N,Zurich
Praktikum Online Marketing / Sales (6 Monate),zehnplus GmbH,CH 8050 Zürich,Internship Online Marketing / Sales (6 months),N,Zurich
"Product Manager (Zurich, CH)",Daedalean AG,CH 8050 Zürich,"Product Manager (Zurich, CH)",N,Zurich
Programmatic Senior Consultant (m/w) 80-100%,Omnicom Media Group Schweiz AG,CH 8050 Zürich,Programmatic Senior Consultant (m / w) 80-100%,N,Zurich
Project Manager Digital Advertising Fokus SEA,Dept Digital Marketing AG,CH 8050 Zürich,Project Manager Digital Advertising Focus SEA,N,Zurich
Senior Consultant in Avaloq Banking Solutions (m/w/d),,CH 8050 Zürich,Senior Consultant in Avaloq Banking Solutions (f / m / d),N,Zurich
Senior Project Manager Digital Advertising,Dept Digital Marketing AG,CH 8050 Zürich,Senior Project Manager Digital Advertising,N,Zurich
Junior Business Developer / Sales eBusiness,,CH 8052 Zürich,Junior Business Developer / Sales eBusiness,N,Zurich
"Product Owner / Growth Hacker (m,w,100%)",,CH 8052 Zürich,"Product Owner / Growth Hacker (m, w, 100%)",N,Zurich
"Projektmanager eBusiness / Growth Hacker (m,w)",,CH 8052 Zürich,"Project Manager eBusiness / Growth Hacker (m, f)",N,Zurich
Befrager für Umfragen am Flughafen Zürich (m/w) (auf Abruf),Flughafen Zürich AG,CH 8058 Zürich,Interviewer for surveys at Zurich Airport (m / f) (on call),N,Zurich
Head of Pricing and Business Performance [Urgent need job],,CH 8058 Zürich,Head of Pricing and Business Performance [Urgent need job],N,Zurich
Manager Business Finance,,CH 8058 Zürich,Manager Business Finance,N,Zurich
Praktikantin Training & Kampagnen 60 -100% (m/w),Flughafen Zürich AG,CH 8058 Zürich,Intern Training & campaigns 60 -100% (w / w),N,Zurich
Senior Manager Business Finance,,CH 8058 Zürich,Senior Manager Business Finance,N,Zurich
Supervisor (m/w/d) Gate Bars am Flughafen Zürich,Select Service Partner (Schweiz) AG,CH 8058 Zürich-Flughafen,Supervisor (m / f / d) gate bars at Zurich Airport,N,Zurich
Business Development,,CH 8092 Zürich ETH-Zentrum,Business Development,N,Zurich
Business Development - Intern,,CH 8092 Zürich ETH-Zentrum,Business Development - Intern,N,Zurich
Organisations berater m/w/d,,CH 8105 Regensdorf,Organizations consultant m / w / d,N,Zurich
Projektleiter / Berater m/w/d,,CH 8105 Regensdorf,Project Manager / Consultant m / f / d,N,Zurich
Senior SAP S/4HANA Finanz Berater/in,AGILITA AG,CH 8105 Regensdorf,Senior SAP S / 4hana financial adviser / in,N,Zurich
Tontechniker 100%,Flashlight Event- und Mediatechnik AG,CH 8105 Regensdorf,Sound engineer 100%,N,Zurich
Umzugsleiter (fix oder auf Stundenbasis),Günstiger Umzug GmbH,CH 8105 Regensdorf,Moving conductor (fixed or on an hourly basis),N,Zurich
Umzugsmitarbeiter (auf Stundenbasis),Günstiger Umzug GmbH,CH 8105 Regensdorf,Moving employees (by the hour),N,Zurich
Umzugsmitarbeiter (m/w) mit Führerausweis Kat. C/CE,W. Wiedmer AG,CH 8117 Fällanden,Moving (m / w) with a driving license cat. C / CE,N,Zurich
Program Manager (m/w/d) SAP S/4HANA,,CH 8132 Egg bei Zürich,Program Manager (m / w / d) SAP S / 4hana,N,Zurich
"consultant (w/m, 100 %)",,CH 8134 Adliswil,"consultant (w / m, 100%)",N,Zurich
Digital Marketing Manager/-in,Schweizer Berghilfe,CH 8134 Adliswil,Digital Marketing Manager / -in,N,Zurich
Internships in marketing or software development,,CH 8134 Adliswil,Internships in marketing or software development,N,Zurich
Marketing Koordinator/-in,Schweizer Berghilfe,CH 8134 Adliswil,Marketing Coordinator / -in,N,Zurich
"Praktikant (w/m) in Marketing, Sales und Community Building",Crossiety AG,CH 8136 Gattikon,"Intern (m / f) in marketing, sales and Community Building",N,Zurich
Process and Product Reliability Engineer,FLISOM AG,CH 8155 Niederhasli,Process and Product Reliability Engineer,N,Zurich
Process Engineer - CIGS,FLISOM AG,CH 8155 Niederhasli,Process Engineer - CIGS,N,Zurich
Procurement Executive,FLISOM AG,CH 8155 Niederhasli,Procurement Executive,N,Zurich
Pächterin/Pächter,,CH 8158 Regensberg,Lessee / tenant,N,Zurich
Product Manager Precision Farming (m / w),,CH 8166 Niederweningen,Product Manager Precision Farming (m / f),N,Zurich
Product Manager Precision Farming (m/w/d),,CH 8166 Niederweningen,Product Manager Precision Farming (m / w / d),N,Zurich
Produktmanager (m / w) Kuhn Center Schweiz,,CH 8166 Niederweningen,Product Manager (m / f) Kuhn Center Switzerland,N,Zurich
Produktmanager Kuhn Center Schweiz (m/w/d),,CH 8166 Niederweningen,Product Manager Kuhn Center Switzerland (m / w / d),N,Zurich
Sachbearbeiter Qualitätssicherung (m/w/d),,CH 8166 Niederweningen,Agent quality assurance (m / w / d),N,Zurich
Praktikum als Eventmanager (w/m) - 100%,Urban Agency Events AG,CH 8181 Höri,Placement as Event Manager (w / m) - 100%,N,Zurich
Business Consultant / Berater Transport & Logistik,CAPcargo AG,CH 8302 Kloten,Business Consultant / Consultant Transport & Logistics,N,Zurich
Digital Program Leader,SR Technics Switzerland AG,CH 8302 Kloten,Digital Program Leader,N,Zurich
Fachmann Qualitätssicherung,SR Technics Switzerland AG,CH 8302 Kloten,Professional quality assurance,N,Zurich
Fachmann Qualitätssicherung (Airfoil),SR Technics Switzerland AG,CH 8302 Kloten,Those skilled in quality assurance (Airfoil),N,Zurich
HR Business Partner,SR Technics Switzerland AG,CH 8302 Kloten,HR Business Partner,N,Zurich
NDT Specialist für PT/Fachmann Qualitätssicherung,SR Technics Switzerland AG,CH 8302 Kloten,NDT Specialist for PT / professional quality assurance,N,Zurich
Performance Engineer,SR Technics Switzerland AG,CH 8302 Kloten,performance Engineer,N,Zurich
Product Manager,SR Technics Switzerland AG,CH 8302 Kloten,Product Manager,N,Zurich
Quick Turn Line - Supervisor,SR Technics Switzerland AG,CH 8302 Kloten,Quick Turn Line - Supervisor,N,Zurich
Senior Strategic Procurement Manager (Senior Specialist),SR Technics Switzerland AG,CH 8302 Kloten,Senior Strategic Procurement Manager (Senior Specialist),N,Zurich
Strategic Procurement Manager (Specialist),SR Technics Switzerland AG,CH 8302 Kloten,Strategic Procurement Manager (Specialist),N,Zurich
Supervisor HPC Cell (M32/33),SR Technics Switzerland AG,CH 8302 Kloten,Supervisor HPC Cell (M32 / 33),N,Zurich
Supervisor Stator Cell (LPC),SR Technics Switzerland AG,CH 8302 Kloten,Supervisor stator Cell (LPC),N,Zurich
Cisco- und Highend-Netzwerk-Trainer,Fast Lane Institute for Knowledge Transfer (Switzerland) AG,CH 8304 Wallisellen,Cisco and high-end network-coach,N,Zurich
Consultant - Datacenter Transformation (m/w),Insight Technology Solutions AG,CH 8304 Wallisellen,Consultant - Data Center Transformation (m / f),N,Zurich
Consultant (w/m),Advellence Solutions AG,CH 8304 Wallisellen,Consultant (w / m),N,Zurich
Consultant (w/m/d) - Data and Analytics - Zürich,pmOne Schweiz GmbH,CH 8304 Wallisellen,Consultant (w / m / d) - Data and Analytics - Zurich,N,Zurich
"Core, Utilities and Language QA Engineer",LzLabs GmbH,CH 8304 Wallisellen,"Core, utilities and Language QA Engineer",N,Zurich
"Geschäftsführer/-in City Messenger 20-40%, St.Gallen/Wallisellen",,CH 8304 Wallisellen,"Manager / -in City Messenger 20 to 40%, St.Gallen / Wallisellen",N,Zurich
ICS Consultant Hybrid Cloud (m/w),Insight Technology Solutions AG,CH 8304 Wallisellen,ICS Consultant Hybrid Cloud (m / f),N,Zurich
Java QA Engineer,LzLabs GmbH,CH 8304 Wallisellen,Java QA Engineer,N,Zurich
Mitarbeiter Inside Sales Consultant im telefonischen Vertrieb (m/w),Advellence Solutions AG,CH 8304 Wallisellen,Employees Inside Sales Consultant in telephone sales (m / f),N,Zurich
Partner Manager (EMEA),LzLabs GmbH,CH 8304 Wallisellen,Partner Manager (EMEA),N,Zurich
Performance QA Engineer,LzLabs GmbH,CH 8304 Wallisellen,Performance QA Engineer,N,Zurich
Produktmanager 100% (m/w),Health Info Net AG,CH 8304 Wallisellen,Product Manager 100% (w / w),N,Zurich
Projektleiter Marketing & Kommunikation 100% (m/w),Health Info Net AG,CH 8304 Wallisellen,Project Manager Marketing & Communications 100% (w / w),N,Zurich
Senior Consultant CPM (w/m/d) - Zürich,pmOne Schweiz GmbH,CH 8304 Wallisellen,Senior Consultant CPM (w / m / d) - Zurich,N,Zurich
(Junior) Service Management Consultant 100% (m/w),Ontrex AG,CH 8306 Brüttisellen,(Junior) Service Management Consultant 100% (w / w),N,Zurich
Auftragsabwicklung (m/w),,CH 8306 Brüttisellen,Order Processing (m / w),N,Zurich
Business Development Manager (m/w/d),Arrow ECS Internet Security AG,CH 8306 Brüttisellen,Business Development Manager (m / w / d),N,Zurich
SAP C/4 Salescloud Berater (M/W/D),,CH 8307 Effretikon,SAP C / 4 Sales Cloud advisor (M / W / D),N,Zurich
SAP CRM Berater / Consultant (M/W/D),,CH 8307 Effretikon,SAP CRM Consultant / Consultant (M / W / D),N,Zurich
Praktikan/In 50-100% im Bereich Video/Marketing,,CH 8320 Fehraltorf,Praktikan / In 50-100% in video / Marketing,N,Zurich
Solution Advisor / Key Account Manager (m/w),,CH 8320 Fehraltorf,Solution Advisor / Key Account Manager (m / f),N,Zurich
Trainer-/Trainerin für Junioren G-D,,CH 8330 Hermatswil,Coach / trainer for junior G-D,N,Zurich
Berater / Consultant (m/w/d) für ERP-Software im Segment Gesundheitsmarkt,,CH 8600 Dübendorf,Consultant / Consultant (m / w / d) for ERP software in the health segment market,N,Zurich
Business Consultant - Digital Strategy & Transformation,,CH 8600 Dübendorf,Business Consultant - Digital Strategy & Transformation,N,Zurich
Erfolgsorientierte Persönlichkeit im Bereich Verkauf / Marketing / Beratung (Teilzeit),,CH 8600 Dübendorf,Performance-related personality in sales / marketing / consulting (part time),N,Zurich
Senior Consultant - Digital Strategy & Transformation,,CH 8600 Dübendorf,Senior Consultant - Digital Strategy & Transformation,N,Zurich
Senior Consultant Agile Leader (W/M),,CH 8600 Dübendorf,Senior Consultant Agile Leader (W / M),N,Zurich
Betriebswirtschafter/in / Organisatior/in (Finanzen / Personal / Prozesse / Beratung ) 80-100% (m/w),Delta Office AG,CH 8604 Volketswil,Business Administrator / in / Organisatior / in (Finance / Personnel / processes / Consulting) 80-100% (w / w),N,Zurich
IT-Applikations-Support und der Beratung,macos software ag,CH 8604 Volketswil,IT application support and consulting,N,Zurich
"Leitung Restauration (m/w), 100%",Binz Gastro AG,CH 8604 Volketswil,"Line restoration (m / w), 100%",N,Zurich
Sportfachperson Ausbildung Schwimmen,PLUSPORT Behindertensport Schweiz,CH 8604 Volketswil,Sports expert training swimming,N,Zurich
VERKAUFSLEITER ALS MITGLIED DER GESCHÄFTSLEITUNG 100% (W/M),,CH 8604 Volketswil,SALES MANAGER member of the Management 100% (W / M),N,Zurich
Online Marketing Manager (m/w) 80%,Ecomedia AG,CH 8606 Nänikon,Online Marketing Manager (m / f) 80%,N,Zurich
Sachbearbeiter Einkauf (m/w) 100% (April - September 2020),Ecomedia AG,CH 8606 Nänikon,Clerk (m / w) 100% (April-September 2020),N,Zurich
einkäufer,Auto Discount Uster AG,CH 8610 Uster,buyers,N,Zurich
PRAKTIKANT ONLINEMARKETING (M/W),,CH 8610 Uster,PRAKTIKANT ONLINEMARKETING (M / W),N,Zurich
Product Manager Power Supply 100% (m/w),Elma Electronic AG,CH 8620 Wetzikon,Product Manager Power Supply 100% (w / w),N,Zurich
Umzugsmitarbeiter,,CH 8620 Wetzikon ZH,Moving employees,N,Zurich
Junior Web-Projektleiter/in 100%,,CH 8630 Rüti ZH,Junior Web Project Manager / in 100%,N,Zurich
SAP HCM/SF Consultant 100%,,CH 8630 Rüti ZH,SAP HCM / SF Consultant 100%,N,Zurich
Umzugsmänner / Zügelmänner,,CH 8632 Tann,Moving Men / Men reins,N,Zurich
Junior Software Consultant (m/w),FROX AG,CH 8634 Hombrechtikon,Junior Software Consultant (m / w),N,Zurich
ServiceNow Consultant (m/w),FROX AG,CH 8634 Hombrechtikon,ServiceNow Consultant (m / w),N,Zurich
Consultant,BaXian AG,CH 8700 Küsnacht ZH,Consultant,N,Zurich
Consulting Praktikum,BaXian AG,CH 8700 Küsnacht ZH,Consulting Internship,N,Zurich
Data Product Manager - Digital Advertising Services (w/m) 80-100%,Goldbach Group AG,CH 8700 Küsnacht ZH,Data Product Manager - Digital Advertising Services (w / m) 80-100%,N,Zurich
Eventmitarbeiter Foodcatering (auf Stundenbasis) (m/w),KAMAFU GmbH,CH 8700 Küsnacht ZH,Event employee food catering (hourly) (m / w),N,Zurich
HR & Administration,BaXian AG,CH 8700 Küsnacht ZH,HR & Administration,N,Zurich
Human Resources Praktikum,BaXian AG,CH 8700 Küsnacht ZH,Human Resources Internship,N,Zurich
Junior Marketing Manager,,CH 8700 Küsnacht ZH,Junior Marketing Manager,N,Zurich
M&A Praktikum,BaXian AG,CH 8700 Küsnacht ZH,M & A Placement,N,Zurich
Marketing & Sales Praktikum,BaXian AG,CH 8700 Küsnacht ZH,Marketing & Sales Internship,N,Zurich
Media Consultant (w/m) 100%,Goldbach Group AG,CH 8700 Küsnacht ZH,Media Consultant (w / m) 100%,N,Zurich
Mediaplanning Manager TV (100%),Goldbach Group AG,CH 8700 Küsnacht ZH,Media Planning Manager TV (100%),N,Zurich
Position Agency Manager Planning & Media Services (w/m) 100%,Goldbach Group AG,CH 8700 Küsnacht ZH,Position Agency Manager Planning & Media Services (w / m) 100%,N,Zurich
Product Manager - Digital Advertising Services (w/m) 80-100%,Goldbach Group AG,CH 8700 Küsnacht ZH,Product Manager - Digital Advertising Services (w / m) 80-100%,N,Zurich
Senior Consultant,BaXian AG,CH 8700 Küsnacht ZH,Senior Consultant,N,Zurich
Senior Event Manager/in 100%,Goldbach Group AG,CH 8700 Küsnacht ZH,Senior Event Manager / in 100%,N,Zurich
Ausbildung / Praktikum,,CH 8703 Erlenbach ZH,Training / Intern,N,Zurich
Senior Consultant (M/W),,CH 8703 Erlenbach ZH,Senior Consultant (M / W),N,Zurich
"Intern, Product Management, Humidity & Temperature Sensors",Sensirion AG,CH 8712 Stäfa,"Internally, Product Management, Humidity & Temperature Sensors",N,Zurich
Operativer Einkäufer (m/w),Sensirion AG,CH 8712 Stäfa,Operational Buyer (m / f),N,Zurich
Praktikant (m/w) Product Management Feuchte- & Temperatursensoren,Sensirion AG,CH 8712 Stäfa,Intern (m / f) Product Management humidity & temperature sensors,N,Zurich
Product Manager Humidity & Temperature Sensors,Sensirion AG,CH 8712 Stäfa,Product Manager Humidity & Temperature Sensors,N,Zurich
Produktmanager (m/w) Relative Feuchte- und Temperatursensoren,Sensirion AG,CH 8712 Stäfa,Product Manager (m / w) Relative humidity and temperature sensors,N,Zurich
Business Development Manager,JevoTrust Management AG,CH 8800 Thalwil,Business Development Manager,N,Zurich
Experienced HR Administration Manager,u-blox AG,CH 8800 Thalwil,Experienced HR Administration Manager,N,Zurich
Global Head of Application Marketing - Market Segment Automotive or Industrial,u-blox AG,CH 8800 Thalwil,Global Head of Application Marketing - Market Segment Automotive or Industrial,N,Zurich
Product Line Manager - Standard Precision GNSS,u-blox AG,CH 8800 Thalwil,Product Line Manager - Standard Precision GNSS,N,Zurich
Senior Consultant Enterprise Mobility Management,JevoTrust Management AG,CH 8800 Thalwil,Senior Consultant Enterprise Mobility Management,N,Zurich
Junior XENTIS Consultant 100% (w/m),,CH 8902 Urdorf,Junior XENTIS Consultant 100% (w / w),N,Zurich
Praktikum im Human Resources (HR) 80-100% 80% - 100%,,CH 8903 Birmensdorf ZH,Placement in the Human Resources (HR) 80-100% 80% - 100%,N,Zurich
Scientific employee (or Postdoc) acoustic bedload transport measurements 100%,,CH 8903 Birmensdorf ZH,Scientific employee (or post-doc) acoustic bedload transport measurements 100%,N,Zurich
Produktmanager/in Landmaschinen,,CH 8934 Knonau,Product Manager / in Agriculture,N,Zurich
Business Developer,,CH 8952 Schlieren,Business Developer,N,Zurich
Digital Marketing Manager 100% (m/w),,CH 8952 Schlieren,Digital Marketing Manager 100% (w / w),N,Zurich
HR Fachfrau/Fachmann 100%,Hemmersbach Switzerland AG,CH 8952 Schlieren,HR specialist / specialist 100%,N,Zurich
HR-Generalist 100%,,CH 8952 Schlieren,HR Generalist 100%,N,Zurich
IT Field Service Disponent/-in,Hemmersbach Switzerland AG,CH 8952 Schlieren,IT Field Service Dispatcher / -in,N,Zurich
Moderatorin für GameTV gesucht,STAR TV,CH 8952 Schlieren,Presenter for GameTV sought,N,Zurich
"Praktikum „Beratung und Verkauf""",STAR TV,CH 8952 Schlieren,"Internship ""consultation and sales""",N,Zurich
"Praktikum Grafik & Social Media 100%, (w/m)",STAR TV,CH 8952 Schlieren,Internship Graphics & social media 100% (w / w),N,Zurich
Praktikum Product Management 100%,Mercedes-Benz Schweiz AG,CH 8952 Schlieren,Internship Product Management 100%,N,Zurich
Umzugsberater mit Erfahrung (Teilzeit),,CH 8952 Schlieren,Relocation consultant (part time) experience,N,Zurich
Umzugsmitarbeiter mit Erfahrung (Teilzeit),,CH 8952 Schlieren,Moving personnel with experience (part time),N,Zurich
West Coast Business Development Director (100%),,CH 8952 Schlieren,West Coast Business Development Director (100%),N,Zurich
Lehrling als Restaurationsfachmann/-frau ab 2020,,CH 8953 Dietikon,Apprentice as restoration / -frau from 2020,N,Zurich
Projektleiter/in / Consultant SW-Entwicklung 80 - 100%,WebGate Consulting AG,CH 8953 Dietikon,Project Manager / in / Consultant software development from 80 to 100%,N,Zurich
Senior Digital Campaigner,AZ Direct AG,Cham,Senior Digital Campaigner,N,Zug
"Trainee «Digital Consulting & Coaching», mind. 60 - 100%, mit Möglichkeit für (Teilzeit-)Anstellung",iTrust AG,Cham,"Trainee ""Digital Consulting & Coaching"", min. 60 - 100%, with the possibility of (part-time) job",N,Zug
"Business Development Manager - Training, German Speaking",,CH-Zurich,"Business Development Manager - Training, German Speaking",N,Zurich
GSI Partner Account Manager - Switzerland,,CH-Zurich,GSI Partner Account Manager - Switzerland,N,Zurich
ISV Business Development Manager - Alps,,CH-Zurich,ISV Business Development Manager - Alps,N,Zurich
HR Business Partner/in,Kärcher AG,Dällikon,HR Business Partner / in,N,Zurich
Speditions kaufmann (m/w) Kunst transporte 100%,Welti-Furrer AG,Dielsdorf,Freight forwarding merchant (m / w) Art transports 100%,N,Zurich
Coach/Betreuer (w/m) für Kundenevents im E-Sports (Simulationsracing),IMAG J. Mächler AG,Dietikon,Coach / Manager (m / f) for customer events in e-Sports (Simulation Racing),N,Zurich
Dispatcher/in 100%,,Dietikon,Dispatcher / in 100%,N,Zurich
Einkaufsassistentin DOB,Chicorée Mode AG,Dietikon,Shopping Assistant DOB,N,Zurich
Group Controller (100%),duagon AG,Dietikon,Group Controller (100%),N,Zurich
Junior Koordinator / Service & Solutions (w/m/d),Media Markt Management AG,Dietikon,Junior coordinator / Service & Solutions (w / m / d),N,Zurich
Niederlassungsleiter Dietikon,WILHELM AG,Dietikon,Branch Manager Dietikon,N,Zurich
Assistent/in CEO und HR 60% (m/w),LINDE MATERIAL HANDLING SCHWEIZ AG,Dietlikon,Assistant / in CEO and HR 60% (w / w),N,Zurich
Assistent/in CEO und HR 60% (m/w),Linde Material Handling Schweiz AG,Dietlikon,Assistant / in CEO and HR 60% (w / w),N,Zurich
Ausbildung - Spezialist Bewegungs- und Gesundheitsförderung (SAFS) (m/w/d) Vollzeit,,Dietlikon,Training - specialist motion and Health Promotion (SAFS) (m / h / d) Full Time,N,Zurich
Sales Spezialist im Produkt Asien (m/w) 100%,FTI Touristik AG,Dietlikon,Sales specialist in product Asia (m / w) 100%,N,Zurich
Technischer Sachbearbeiter Ersatzteile / Angebotswesen / Ersatzteilverkäufer (m/w),LINDE MATERIAL HANDLING SCHWEIZ AG,Dietlikon,Technical clerk parts / quotations / spare part seller (m / w),N,Zurich
TRAINER (M/W/D) Vollzeit,,Dietlikon,COACH (M / W / D) Full Time,N,Zurich
Abteilungsassistent/in mit Zahlenflair 50% 40% - 60%,,Dübendorf,Division assistant / in with Zahlenflair 50% 40% - 60%,N,Zurich
Ausbildungsplatz Hotel fachfrau mann EFZ,Genossenschaft ZFV-Unternehmungen,Dübendorf,Apprenticeship hotel specialist woman man EFZ,N,Zurich
Ausbildungsplatz Restaurant fachfrau mann EFZ,Genossenschaft ZFV-Unternehmungen,Dübendorf,Training Course Restaurant times woman man EFZ,N,Zurich
Fachspezialist Zeitwirtschaft E3 und Payroll (w/m) 100 %,SV (Schweiz) AG,Dübendorf,Specialist time management and payroll E3 (w / m) 100%,N,Zurich
Hotelière / Hotelier,Sorell Hotels,Dübendorf,Hotelier / hotel owner,N,Zurich
Hotelière / Hotelier,Genossenschaft ZFV-Unternehmungen,Dübendorf,Hotelier / hotel owner,N,Zurich
LEAD BUSINESS DEVELOPMENT (M/W) CORA,,Dübendorf,LEAD BUSINESS DEVELOPMENT (M / W) CORA,N,Zurich
Manager HR Controlling (w/m) 100 %,SV (Schweiz) AG,Dübendorf,Manager HR Controlling (w / m) 100%,N,Zurich
Marketing & Communication Manager B2B (M/W),PIDAS AG,Dübendorf,Marketing & Communication Manager B2B (M / F),N,Zurich
Marketing & Communication Manager B2B (M/W),,Dübendorf,Marketing & Communication Manager B2B (M / F),N,Zurich
MARKETING PROJECT MANAGER (W/M) 100%,Jean-Pierre Rosselet Cosmetics AG,Dübendorf,MARKETING MANAGER PROJECT (W / M) 100%,N,Zurich
SAP Managing Consultant (f/m/d),,Duebendorf,SAP Managing Consultant (f / m / d),N,Zurich
SACHBEARBEITER/IN EXPORT 80 - 100%,ECO PHYSICS AG,Dürnten,EXECUTIVE / IN EXPORT 80-100%,N,Zurich
Spartenleiter/in Tief- und Strassenbau (80-100%),ewp AG,Effretikon,Division / in civil engineering and road (80-100%),N,Zurich
Workforce Planner (w/m) 80 -100%,Expomobilia,Effretikon,Work Force Planner (w / m) 80 -100%,N,Zurich
"Assistenten, Sachbearbeiter (m/w) 80 - 100%",Schenker Schweiz AG,Eiken,Assistant Agent (m / w) 80-100%,N,Aargau
Importsachbearbeiter (w/m) 100%,Rhenus Alpina AG,Embrach,Import Agent (w / m) 100%,N,Zurich
Leiter Business Unit EMV,,Fehraltorf,Head of Business Unit EMC,N,Zurich
Sachbearbeiter/in Materialwirtschaft (50%-70%),Commend AG,Fehraltorf,Agent / in Materials Management (50% -70%),N,Zurich
Technischer Einkäufer w/m,Limec Solution GmbH,Feusiberg,Technical buyers w / m,N,Bern
Technischer Einkäufer w/m,Limec Solution GmbH,Feusiberg,Technical buyers w / m,N,Bern
Technischer Einkäufer w/m,Limec Solution GmbH,Feusiberg,Technical buyers w / m,N,Bern
"Praktikant Safety Office 80-100%, m/w",Flughafen Zürich AG,Flughafen Zürich Kloten,"Intern Safety Office 80-100%, m / w",N,Zurich
