Category,Description,Employer,Location,Multiple,State,Translation
ECON,APU Manager,NoData,Genève,N,Geneva,APU Manager
ECON,Collaboratrice Commerciale Trilingue Fr-All-Eng,Kelly Services,Genève,N,Geneva,Collaborator Commercial Trilingual Fr-All-Eng
ECON,Consultant DevOPs,NoData,Genève,N,Geneva,Consultant DevOps
ECON,Consultant MDM Data,NoData,Genève,N,Geneva,Consultant MDM Data
ECON,Consultant RPA (H/F),Serial SA,Genève,N,Geneva,Consultant RPA (H / F)
ECON,Consultant TALEND,NoData,Genève,N,Geneva,consultant TALEND
ECON,Coursier - livraison de repas,EAT.ch GmbH,Genève,N,Geneva,Courier - meal delivery
ECON,Déménageur - Emballeur,OK JOB SA,Genève,N,Geneva,Mover - Packer
ECON,Product Manager - AI/ ML,NoData,Genève,N,Geneva,Product Manager - AI / ML
ECON,Responsable de restaurant à 100% à Genève,ONA POKÉ,Genève,N,Geneva,Head restaurant in Geneva 100%
ECON,Responsable des Ressources Humaines (H/F),Move UP SA,Genève,N,Geneva,Human Resources Manager (m / f)
ECON,Strategic marketing analyst - Bilingual French & German,LaFourchette,Genève,N,Geneva,Strategic marketing analyst - Bilingual French & German
ECON,Application&Quality Manager (durée déterminée,Touring Club Suisse (TCS),Genf,N,Geneva,Application & Quality Manager (fixed term
ECON,Purchaser,Jet Aviation AG,Genf,N,Geneva,purchaser
ECON,Gestionnaire RH - domaine administratif 50%,TPG - Transports publics genevois,Grand-Lancy,N,Geneva,HR Manager - Administrative area 50%
ECON,Gestionnaire RH - Qualité de vie au travail à 50 %,TPG - Transports publics genevois,Grand-Lancy,N,Geneva,HR Manager - Quality of life at work 50%
ECON,"Spécialiste Management de Produits, chargé-e du portefeuille produits et services B2B",TPG - Transports publics genevois,Grand-Lancy,N,Geneva,"Specialist Product Management, responsible e-portfolio of products and services B2B"
ECON,Ordonnanceur Cadran,Helvetica Partners,Jura,N,Jura,Dial scheduler
ECON,Assistant de direction 60-70 % (H/F) bilingue français - allemand,OK JOB SA,La Chaux-de-Fonds,N,Neuchâtel,Assistant to 60-70% (M / F) bilingual French - German
ECON,Candidat contrôleur aérien,ARESA SA AEROPORT DES EPLATURES,LA CHAUX-DE-FONDS,N,Neuchâtel,Candidate air traffic controller
ECON,Coordinateur Marketing 80% (H/F),NoData,La Chaux-de-Fonds,N,Neuchâtel,Marketing coordinator 80% (M / F)
ECON,Directeur(trice) de projet,Aridan Executive Search Sàrl,La Chaux-de-Fonds,N,Neuchâtel,Director (trice) project
ECON,Product Manager (H/F),TAG Heuer,La Chaux-de-fonds,N,Neuchâtel,Product Manager (H / F)
ECON,Senior Product Designer (H/F),TAG Heuer,La Chaux-de-fonds,N,Neuchâtel,Senior Product Designer (H / F)
ECON,HR Business Partner GVA,Swissport International AG,Le Grand Saconnex,N,Geneva,HR Business Partner GVA
ECON,Business Partner RH (Suisse romande) 80-100%,NoData,Le Lignon,N,Geneva,HR Business Partner (Western Switzerland) 80-100%
ECON,Apprenti Logisticien/ne CFC,Tissot,Le Locle,N,Neuchâtel,Trainee Logistician / EFZ
ECON,Consultant Azure,NoData,Les Acacias,N,Geneva,Consultant Azure
ECON,Data gouvernance consultant,NoData,Les Acacias,N,Geneva,Data governance consultant
ECON,Supplier Development Engineer,ETEL S.A.,Môtiers NE,N,Neuchâtel,Supplier Development Engineer
ECON,Généraliste RH,Careerplus AG,Neuchâtel,N,Neuchâtel,HR generalist
ECON,Gestionnaire salaires et administration du personnel,NoData,Neuchâtel,N,Neuchâtel,Manager salary and personnel administration
ECON,Ingénieur support achats stratégiques (H/F),EVEREST RH SA,Neuchâtel,N,Neuchâtel,Support Engineer strategic purchases (M / F)
ECON,Responsable événements et séminaires (H/F),Beau-Rivage Hotel,Neuchâtel,N,Neuchâtel,Responsible events and seminars (M / F)
ECON,Senior Product Manager (electronics),NoData,Neuchâtel,N,Neuchâtel,Senior Product Manager (electronics)
ECON,Supplier development engineer (H/F),EVEREST RH SA,Neuchâtel,N,Neuchâtel,Supplier development engineer (H / F)
ECON,HR Administrator,LEM Switzerland SA,Plan-les-Ouates,N,Geneva,HR administrator
ECON,Responsable qualité 100%,EgoKiefer AG,Satigny GE,N,Geneva,Quality Manager 100%
ECON,Business Developer,NoData,Vernier,N,Geneva,Business Developer
ECON,GruppenreisenspezialistIn (100 %),railtour suisse sa,Vernier,N,Geneva,Group travel specialist (100%)
ECON,GruppenreisenspezialistIn (100 %),railtour suisse sa,Vernier,N,Geneva,Group travel specialist (100%)
ECON,Product Manager - Code Quality,SonarSource SA,Vernier,N,Geneva,Product Manager - Code Quality
ECON,"Project Manager, Conformity Assessment and Consumer Matters",ISO - Organisation Internationale de Normalisation,Vernier,N,Geneva,"Project Manager, Conformity Assessment and Consumer Matters"
ECON,Operations Manager Systemgastronomie,ONA POKÉ,Zürich,N,Zurich,Operations Manager Systemgastronomie
ECON,Senior Consultant Insurance (Geneva),Synpulse Schweiz AG,Zürich,N,Zurich,Senior Consultant Insurance (Geneva)
ECON,"Manager - Advisory Performance Improvement - Supply Chain & Operations - Manufacturing in Zurich, Ba",EY,"Zurich, CH-ZH",N,Zurich,"Manager - Advisory Performance Improvement - Supply Chain & Operations - Manufacturing in Zurich, Ba"
ECON,Senior Human Resources Manager 100% (f/m),Aduno Gruppe,Bedano,N,Ticino,Senior Human Resources Manager 100% (f / m)
ECON,Regionalleiter/in Digital Field Force Süd 80 - 100%,Schweizerische Bundesbahnen SBB,Biasca,N,Ticino,Regional Manager / in Digital Field Force South 80-100%
ECON,Head of Planning Reporting and Cost Base Control,NoData,CH 6830 Chiasso,N,Ticino,Head of Planning Reporting and Cost Base Control
ECON,Infosecurity Specialist and Product Owner,NoData,CH 6830 Chiasso,N,Ticino,Information Security Specialist and Product Owner
ECON,Product Marketing Manager,NoData,CH 6830 Chiasso,N,Ticino,Product Marketing Manager
ECON,Avaloq Senior Consultants (International Projects),NoData,CH 6900 Lugano,N,Ticino,Avaloq Senior Consultants (International Projects)
ECON,Catering Supervisor / Camp Boss,NoData,CH 6917 Barbengo,N,Ticino,Catering Supervisor / Camp Boss
ECON,Restaurantfachfrau-mann,NoData,CH 7000 Chur,N,Graubünden,Restaurantfachfrau-man
ECON,Restaurationsfachfrau/mann EFZ 60-80%,NoData,CH 7001 Chur,N,Graubünden,Restoration expert / man EFZ 60-80%
ECON,Alleinsekretärin / Assistentin der GL 100%,NoData,CH 7018 Flims Waldhaus,N,Graubünden,Alone secretary / assistant to the GL 100%
ECON,Allrounder/in Gastro,Sportbahnen Hochwang AG,CH 7028 St. Peter,N,Graubünden,Allrounder / in Gastro
ECON,Produktmanager / in Rhein 80%,NoData,CH 7130 Ilanz,N,Graubünden,Product Manager / in Rhein 80%
ECON,Lehrstelle als Hotelfachfrau,NoData,CH 7134 Obersaxen,N,Graubünden,Apprenticeship as Hotelfachfrau
ECON,Lehrstelle als Restaurationsfachfrau,NoData,CH 7134 Obersaxen,N,Graubünden,Apprenticeship as a restoration expert
ECON,Technischer Einkäufer,NoData,CH 7205 Zizers,N,Graubünden,Technical Purchaser
ECON,Restaurantfachmann- /frau,NoData,CH 7260 Davos,N,Graubünden,Restaurantfachmann- / woman
ECON,Eine Lehrtochter Hotelfachassistentin,NoData,CH 7270 Davos Platz,N,Graubünden,An apprentice Hotel Management Assistant
ECON,"Disponent/in mit sehr guten Italienisch-, Französisch- und Deutsch-Kenntnissen",NoData,CH 7302 Landquart,N,Graubünden,"Booker / in with very good Italian, French and German skills"
ECON,Sachbearbeiter Export (m/w),Landqart AG,CH 7302 Landquart,N,Graubünden,Export Agent (m / m)
ECON,Lohn Praktikum,NoData,CH 7421 Summaprada,N,Graubünden,rewarding internship
ECON,Floor Supervisor,NoData,CH 7500 St. Moritz,N,Graubünden,Floor Supervisor
ECON,Gästeberater Celerina,NoData,CH 7500 St. Moritz,N,Graubünden,Guests consultant Celerina
ECON,Betriebsassistenten / Betriebsassistentin für eine 100% Stelle ab sofort oder nach Vereinbahrung,NoData,CH 7550 Scuol,N,Graubünden,Operating assistant / administrative assistant for a 100% place immediately or by appointment
ECON,Trainee HR (m/w),AMAG Group,Cham,N,Zug,HR trainee (m / f)
ECON,ReiseberaterIn mit Stellvertretungsfunktion Chur (80 - 100% - m/w),DER Touristik Suisse,Chur,N,Graubünden,Travel agent with substitution function Chur (80 - 100% - m / w)
ECON,"Stv. FilialleiterIn Chur, 100%",Globetrotter Travel Service AG,Chur,N,Graubünden,"Deputy. Branch Manager Chur, 100%"
ECON,Assistant F&B Manager (m/w/d),NoData,Graubunden Davos Dorf.,N,Graubünden,Assistant R & B (m / h / d)
ECON,F&B Service Trainee (m/w/d) Sommersaison 2020,NoData,Graubunden Davos Dorf.,N,Graubünden,F & B Service trainee (m / f / d) summer season 2020
ECON,Floor Supervisor (m/w/d) Sommersaison 2020,NoData,Graubunden Davos Dorf.,N,Graubünden,Floor Supervisor (m / f / d) summer season 2020
ECON,Guest Relation Manager (m/w/d),NoData,Graubunden Davos Dorf.,N,Graubünden,Guest Relation Manager (m / w / d)
ECON,Outlet Manager / Restaurant Manager (m/w/d),NoData,Graubunden Davos Dorf.,N,Graubünden,Outlet Manager / Restaurant Manager (m / w / d)
ECON,Restaurant Supervisor (m/w/d),NoData,Graubunden Davos Dorf.,N,Graubünden,Restaurant Supervisor (m / w / d)
ECON,Steward (m/w/d) Sommersaison 2020,NoData,Graubunden Davos Dorf.,N,Graubünden,Steward (m / h / d) summer season 2020
ECON,Chief Steward (m/w/d),NoData,Graubünden Davos Dorf.,N,Graubünden,Chief Steward (m / h / d)
ECON,"Gastronom (m/w) oder Gastro-Paar als Pächter, für drei Betriebe in Klosters / Parsenn",swisselect ag,Klosters,N,Graubünden,Restaurateur (m / w) or gastro-pair as a tenant for three plants in Klosters / Parsenn
ECON,Disponent/in (80-100%),NoData,Landquart,N,Graubünden,MRP / in (80-100%)
ECON,Fahrdienstleiter/in (80-100%),NoData,Landquart,N,Graubünden,Dispatcher / in (80-100%)
ECON,Stv. Leiter/in Thermische Fahrzeuge (80-100%),NoData,Landquart,N,Graubünden,Deputy. / In Thermal vehicles (80-100%)
ECON,Lernende/r Systemgastronomiefachfrau/-mann EFZ (Beginn 2020),NoData,Maienfeld,N,Graubünden,Learning / r Systemgastronomie / -mann EFZ (start 2020)
ECON,Stellvertretender Leiter Réception (m/w),NoData,Maienfeld,N,Graubünden,Deputy Director Reception (m / w)
ECON,Apprendista Impiegato/Impiegata di gastronomia standardizzata AFC (Inizio 2020),NoData,Monte Carasso,N,Ticino,Apprentice Clerk / Clerk AFC standardized food (Early 2020)
ECON,HR Business Partner 50% (W/M),Bouygues Energies & Services InTec Svizzera SA,Rivera,N,Ticino,HR Business Partner 50% (W / M)
ECON,"HR Business Partner, 80-100%",ORIOR Gruppe,Schiers,N,Graubünden,"HR Business Partner, 80-100%"
ECON,Food & Beverage Trainee - (in English),NoData,St. Moritz,N,Graubünden,Food & Beverage Trainee - (in English)
ECON,Food & Beverage Trainee - (in German),NoData,St. Moritz,N,Graubünden,Food & Beverage Trainee - (in German)
ECON,HR Assistant (m/w) in Jahresanstellung,"AG GRAND HOTELS ENGADINERKULM, Kulm Hotel",St. Moritz,N,Graubünden,HR Assistant (m / w) in years appointing
ECON,Economy betriebs als ERP Projektleiter (m/w/d),NoData,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Valais,Economy operation as the ERP project (m / w / d)
ECON,Senior Consultant Business Analyst ERP (m/w/d),NoData,"Zürich, Basel, Brig, Heidelberg, München oder Linz",Y,Valais,Senior Consultant Business Analyst ERP (m / w / d)
ECON,6-12 Monate Praktikum als HR Trainee,Salt Mobile SA,Biel,N,Bern,6-12 month internship as a HR trainee
ECON,Animateur/ -in Schweizer Ski- und Snowboardschule,Touristische Unternehmung Grächen AG,CH 3925 Grächen,N,Valais,Animator / -in Swiss Ski and Snowboard School
ECON,Animateur/in,NoData,CH 3925 Grächen,N,Valais,Moderator / in
ECON,"Betriebsleiter/-in, 100%",Schweizer Jugendherbergen,Crans-Montana,N,Valais,Plant Manager / -in 100%
ECON,CEO Touristische Unternehmung Grächen AG,Touristische Unternehmung Grächen AG,Grächen,N,Valais,CEO Tourist company Grächen AG
ECON,CEO Touristische Unternehmung Grächen AG (TUG),Touristische Unternehmung Grächen AG,CH 3925 Grächen,N,Valais,CEO Tourist company Grächen AG (TUG)
ECON,Content & Social Media Manager,NoData,Brig,N,Valais,Content & Social Media Manager
ECON,Content & Social Media Manager 60-100%,My Leukerbad AG,CH 3954 Leukerbad,N,Valais,Content & Social Media Manager 60-100%
ECON,DIREKTOR / DIREKTORIN,NoData,CH 3960 Sierre,N,Valais,DIRECTOR / DIRECTOR
ECON,Geschäftsführer/in Bergbahnen,Bergbahnen Hohsaas AG,Saas-Grund,N,Valais,Manager / in cable cars
ECON,"motivierten, aufgestellten und lernwilligen Lehrling (Hotelfachmann/frau oder Servicefachmann/frau)",NoData,CH 3935 Bürchen,N,Valais,"motivated, prepared and willing to learn Apprentice (Hotel / frau or service specialist / woman)"
ECON,Organisations-/Unternehmensberater/in,NoData,3904 Naters,N,Valais,Organizational / management consultant / in
ECON,Partner Manager_in 80-100 %,Quickline AG,Biel,N,Bern,Partner Manager_in 80-100%
ECON,Praktikum Marketing (Kommunikation),NoData,Brig,N,Valais,Internship Marketing (Communications)
ECON,Praktikum Marketing (Produktmanagement),Matterhorn Gotthard Bahn,Brig,N,Valais,Internship Marketing (Product Management)
ECON,Praktikum Marketing (Produktmanagement),NoData,Brig,N,Valais,Internship Marketing (Product Management)
ECON,"Inspektor / Berater für Elektroinstallationen (m/w, 100%)",NoData,Region Zürich / Glarnerland,Y,Glarus,"Inspector / consultant for electrical installations (m / w, 100%)"
ECON,Consultant Haufe umantis (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Y,Schaffhausen,Consultant Haufe umantis (w / m / d)
ECON,Consultant Time Management (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Y,Schaffhausen,Consultant Time Management (w / m / d)
ECON,HR People - die Community für externe HR Profis,HR Campus AG,Region Zürich / Schaffhausen,Y,Schaffhausen,HR People - the community for external HR professionals
ECON,HR People - die Community für externe Payroll Profis,HR Campus AG,Region Zürich / Schaffhausen,Y,Schaffhausen,HR People - the community for external Payroll Professionals
ECON,Senior Consultant SuccessFactors (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Y,Schaffhausen,Senior Consultant Success Factor (w / m / d)
ECON,Lehrstelle Strassentransportfachfrau / -mann EFZ,Sieber Transport AG,9442 Berneck,N,Sankt Gallen,Apprenticeship Road Transport / -mann EFZ
ECON,Betriebsleiter/in 100%,Activ Fitness AG,Buchs,N,Sankt Gallen,Superintendent /% in 100
ECON,Lehrstelle 2020 als Kauffrau-/mann in Buchs SG - Branche Reisebüro,DER Touristik Suisse,Buchs,N,Sankt Gallen,Apprenticeship in 2020 as Kauffrau- / man in Buchs SG - industry travel agency
ECON,HR Business Partner 80-90%,Universal-Job,Buchs SG,N,Sankt Gallen,HR Business Partner 80-90%
ECON,Einkäufer (m/w),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,Purchaser (m / w)
ECON,Global Business Developer OEM (m/f),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,Global Business Developer OEM (m / f)
ECON,IT Product Owner of Multichannel Data Platform (m/w),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,IT Product Owner of Multichannel Data Platform (m / f)
ECON,Projektleiter Produkte (m/w),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,Project Products (m / f)
ECON,Qualitäts planer Elektro/Elektronik (m/w),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,Quality planner electrical / electronics (m / f)
ECON,Qualitäts planer Mechanik (m/w),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,Quality planner mechanics (m / f)
ECON,Sachbearbeiter Import / Export (m/w) (befristet bis 30.11.2020),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,Agent Import / Export (m / w) (limited until 11.30.2020)
ECON,Training and Education Manager (m/w),Geberit AG,CH - Rapperswil/Jona,N,Sankt Gallen,Training and Education Manager (m / f)
ECON,Lehrstelle als Hotelfachfrau/Hotelfachmann,Grand Resort Bad Ragaz AG,CH 7310 Bad Ragaz,N,Sankt Gallen,Apprenticeship as a hotel manager / Hotelfachmann
ECON,Lehrstelle als Restaurantfachfrau/mann,Grand Resort Bad Ragaz AG,CH 7310 Bad Ragaz,N,Sankt Gallen,Apprenticeship as a restaurant specialist / man
ECON,Disponent Sondertransporte & Kranarbeiten (w/m),NoData,CH 7320 Sargans,N,Sankt Gallen,Booker special transport and crane work (w / m)
ECON,Produktmanager Finanz- und Rechnungswesen 100% (w/m),PROFFIX Software AG,CH 7323 Wangs,N,Sankt Gallen,Product Manager finance and accounting 100% (w / w)
ECON,PROFFIX Consultant im Bereich Finanz- und Rechnungswesen 80-100% (w/m),PROFFIX Software AG,CH 7323 Wangs,N,Sankt Gallen,PROFFIX consultant in finance and accounting from 80 to 100% (w / w)
ECON,Alpencross-Tourguide,NoData,CH 8638 Goldingen,N,Sankt Gallen,Alpencross Tour Guide
ECON,Vielseitiges Praktikum im Online Marketing,GRYPS Offertenportal AG,CH 8640 Rapperswil SG,N,Sankt Gallen,Versatile internship in online marketing
ECON,Marketing- und Sales Assistenz,Keyon AG,CH 8645 Jona,N,Zurich,Marketing and Sales Assistant
ECON,Microsoft Engineer / Consultant im Bereich O365 / IAM / EMS,Keyon AG,CH 8645 Jona,N,Zurich,Microsoft Engineer / Consultant for O365 / IAM / EMS
ECON,Gastgeber/-in gesucht!,NoData,CH 8784 Braunwald,N,Glarus,Host / -in wanted!
ECON,Gastgeber/-in gesucht!,NoData,CH 8784 Braunwald,N,Glarus,Host / -in wanted!
ECON,Leiter/Leiterin Gastronomie,NoData,CH 8784 Braunwald,N,Glarus,Director / Head of Gastronomy
ECON,Leiter/Leiterin Gastronomie,NoData,CH 8784 Braunwald,N,Glarus,Director / Head of Gastronomy
ECON,Hotelfachfrau mit Fachausweis,NoData,CH 8872 Weesen,N,Sankt Gallen,Hotel management program with certificate
ECON,"Restaurationsfachfrau (m/w, 80-100 %)",Marina Walensee AG,CH 8882 Unterterzen,N,Sankt Gallen,"Restoration specialist (m / w, 80-100%)"
ECON,ONLINE MARKETING MANAGER (m/w),NoData,CH 9424 Rheineck,N,Sankt Gallen,ONLINEMARKETING AGENT (m / w)
ECON,"Bereit für eine neue Herausforderung? Dann freuen wir uns auf Ihre Bewerbung - für eine unserer offenen Stellen oder initiativ. Wir freuen uns darauf, Sie kennen zu lernen! Per sofort suchen wir einen Se nior PLM Consultant (m/w)",NoData,CH 9442 Berneck,N,Sankt Gallen,"Ready for a new challenge? We look forward to receiving your application - for one of our vacancies or unsolicited. We are looking forward to meet you! By now, we are looking for a Se nior PLM Consultant (m / w)"
ECON,Juni or PLM Consultant (m/w),NoData,CH 9442 Berneck,N,Sankt Gallen,June or PLM Consultant (m / w)
ECON,Social Media Performance Manager,digicube AG,CH 9470 Buchs,N,Sankt Gallen,Social Media Performance Manager
ECON,HR - Specialist (m / w) 100%,Workmanagement AG,Glarus,N,Glarus,HR - Specialist (m / w) 100%
ECON,Personalassistentin gesucht (m/w/d),"Universal-Job AG, Rapperswil",Glarus,N,Glarus,wanted Personal Assistant (m / w / d)
ECON,Teamleiter Disposition (m/w),Workmanagement AG,Glarus,N,Glarus,Team leader disposition (m / w)
ECON,EXPORTSACHBEARBEITER (M/W/D),Sulzer AG,Haag,N,Sankt Gallen,Exportsachbearbeiter (M / W / D)
ECON,Betriebsleiter/in 100%,Activ Fitness AG,Jona,N,Sankt Gallen,Superintendent /% in 100
ECON,Sachbearbeiterin Personal und Administration 70-100%,"Universal-Job AG, Frauenfeld",Kreuzlingen,N,Thurgau,Clerk Personnel and Administration 70-100%
ECON,Supplier Quality Engineer 100%,kopter group ag,Mollis,N,Glarus,Supplier Quality Engineer 100%
ECON,Lernende/r System gastronomie fachfrau/-mann EFZ (Beginn 2020),NoData,Niederurnen,N,Glarus,Learning / r Systemgastronomie / -mann EFZ (start 2020)
ECON,"ReiseberaterIn Rapperswil, 80% - 100%",Globetrotter Travel Service AG,Rapperswil,N,Sankt Gallen,"Travel Consultant Rapperswil, 80% - 100%"
ECON,Sales und Partner Manager (m/w) im Aussendienst,bexio AG,Rapperswil,N,Sankt Gallen,Sales and Partner Manager (m / f) in the field service
ECON,Leiter Verkauf und Marketing (w/m),Matthias Döll GmbH,Rapperswil-Jona,N,Sankt Gallen,Sales and Marketing Manager (m / f)
ECON,Leiter Qualität (IATF 16949),Feinstanz AG,Rapperswil-Jona,N,Sankt Gallen,Head of Quality (IATF 16949)
ECON,Berater/Projektleiter Informaticon Finanzsoftware (m/w/d),Informaticon AG,"Rapperswil-Jona, Schweiz",N,Sankt Gallen,Consultant / Project Informaticon financial software (m / w / d)
ECON,Betriebsleiter (m/w) 100%,NoData,Region Zürich,N,Zurich,Manager (m / w) 100%
ECON,Selbständiges Verkaufstalent Region Zürich,NoData,Region Zürich,N,Zurich,Independent sales talent Region Zurich
ECON,Recruiting Partner/ Recruiting Partnerin,Careerplus AG,Rheintal,N,Sankt Gallen,Recruiting Partner / Recruiting partner
ECON,Sachbearbeiter/in Qualitätssicherung,Menzi Muck AG,Rüthi,N,Sankt Gallen,Clerk / in quality assurance
ECON,Elektroinstallateur/in EFZ mit Kontrollberechtigung gemäss NIV oder in Ausbildung dazu (FA) 100%,Schweizerische Bundesbahnen SBB,Sargans,N,Sankt Gallen,Electrician / EFZ with control authority according NIV or in training to (FA) 100%
ECON,Mitarbeiter/In Marketing & Organisation,Wild & Küpfer AG,Schmerikon,N,Sankt Gallen,Employees / in Marketing & Organization
ECON,Praktikant HR (m/w/d),Kunststoff Schwanden AG,Schwanden,N,Glarus,Intern HR (f / m / d)
ECON,Programmmanager / Projektleiter Automotive (m/w/d),Kunststoff Schwanden AG,Schwanden,N,Glarus,Program Manager / Project Automotive (m / w / d)
ECON,HR Business Partner 70 - 90% (m/w),Autoneum Switzerland AG,Sevelen,N,Sankt Gallen,HR Business Partner 70 to 90% (w / w)
ECON,Strategischer Einkäufer / strategische Einkäuferin,Careerplus AG,St. Galler Rheintal,N,Sankt Gallen,Strategic Buyer / Strategic Buyer
ECON,Lernender Restaurantfachmann EFZ w/m,Remimag Gastronomie AG,Weesen,N,Sankt Gallen,Student restaurant specialist EFZ w / m
ECON,Trainer,Bionic Franchise GmbH,"Basel, Luzern, St. Gallen, Zug, Zürich",Y,Sankt Gallen,Trainer
ECON,Strategy & Innovation Manager (m/w) 80-100%.,MS Direct AG,Dübendorf / St. Gallen,Y,Sankt Gallen,Strategy & Innovation Manager (m / w) 80-100%.
ECON,Mitarbeiter/in Payroll- und Lohnadministration (80-100%) - Job ID 65337,Humentum AG,Ostschweiz (Wil / St. Gallen),Y,Multiple,Employees / in payroll and payroll administration (80-100%) - Job ID 65337
ECON,Online Marketing Manager 80-100% (m/w),MS Direct AG,St. Gallen / Dübendorf,Y,Sankt Gallen,Online Marketing Manager 80-100% (w / w)
ECON,Berater/in für Abacus Projekte (mit Fokus Lohn / HR),Customize AG,"Winterthur, Zürich, Bern und St.Gallen",Y,Sankt Gallen,Consultant / in for Abacus Projects (focusing wage / HR)
ECON,Consultant Digital Advertising,NoData,Aadorf,N,Thurgau,Consultant Digital Advertising
ECON,Consultant Digital Marketing,NoData,Aadorf,N,Thurgau,Consultant Digital Marketing
ECON,Consultant Digital Platforms,NoData,Aadorf,N,Thurgau,Consultant Digital Platforms
ECON,Leiter Product Management (m/w),Griesser AG,Aadorf,N,Thurgau,Head of Product Management (m / f)
ECON,Technischer Ausbildner (m/w),Griesser AG,Aadorf,N,Thurgau,Technical trainers (m / w)
ECON,Disponent in International,Gebrüder Weiss AG,Altenrhein,N,Sankt Gallen,Dispatcher in International
ECON,Sachbearbeiter Einkauf,Zimex Aviation AG,Altenrhein,N,Sankt Gallen,clerk Shopping
ECON,Buyer / Supply Planner (m/w) 100%,Naturex AG,Bischofszell,N,Thurgau,Buyer / Supply Planner (m / w) 100%
ECON,Product Manager (w/m),Bischofszell Nahrungsmittel AG,Bischofszell,N,Thurgau,Product Manager (m / f)
ECON,Product Manager (PM) - Memory Solutions (m/f/d),Swissbit AG,Bronschhofen,N,Sankt Gallen,Product Manager (PM) - Memory Solutions (m / f / d)
ECON,"Berater Berichtewerkstatt „Cloud"" (m/w)",NoData,CH 8274 Tägerwilen,N,Thurgau,"Consultant reports Workshop ""Cloud"" (m / f)"
ECON,Berater Berichtewerkstatt (m/w),NoData,CH 8274 Tägerwilen,N,Thurgau,Consultant reports Workshop (m / f)
ECON,Berater Datenwerkstatt (m/w),NoData,CH 8274 Tägerwilen,N,Thurgau,Consultant Data Workshop (m / f)
ECON,Seniorberater Berichtewerkstatt (m/w),NoData,CH 8274 Tägerwilen,N,Thurgau,Senior consultant reports Workshop (m / w)
ECON,Seniorberater Datenwerkstatt (m/w),NoData,CH 8274 Tägerwilen,N,Thurgau,Senior consultant data workshop (m / w)
ECON,Seniorberater Prognosewerkstatt (m/w),NoData,CH 8274 Tägerwilen,N,Thurgau,Senior consultant prognosis workshop (m / w)
ECON,Desalination Project Supervisor - Oman,AquaSwiss AG,CH 8500 Frauenfeld,N,Thurgau,Desalination Project Supervisor - Oman
ECON,Expert SAP Basis Consultant (m/w) - Schweiz,itesys AG,CH 8500 Frauenfeld,N,Thurgau,Expert SAP Basis Consultant (m / f) - Switzerland
ECON,Lernende/r Strassentransportfachfrau/-mann EFZ,NoData,CH 8500 Frauenfeld,N,Thurgau,Learners / r Road Transport / -mann EFZ
ECON,Lernende/r Strassentransportfachfrau/-mann EFZ,Hugelshofer Gruppe,CH 8500 Frauenfeld,N,Thurgau,Learners / r Road Transport / -mann EFZ
ECON,Director⁄in 80 - 100 %,Koch Kommunikation AG,CH 8501 Frauenfeld,N,Thurgau,Director/in 80-100%
ECON,Produkt-Manager Schiffsreisen (m/w),NoData,CH 8570 Weinfelden,N,Thurgau,Product Manager sailing trips (m / f)
ECON,PRAKTIKUM PRODUCTMANAGEMENT,NoData,CH 8580 Sommeri,N,Thurgau,INTERNSHIP PRODUCT MANAGEMENT
ECON,E-Commerce Entwickler/-in (80 - 100 %),NoData,CH 8590 Romanshorn,N,Thurgau,E-commerce developer / -in (80 - 100%)
ECON,Führungs-Support und Prozessadministration,Gasversorgung Romanshorn AG,CH 8590 Romanshorn,N,Thurgau,Leadership Support and Process Administration
ECON,"Mitarbeiter Beratung, Projektentwicklung & Verkauf",Gasversorgung Romanshorn AG,CH 8590 Romanshorn,N,Thurgau,"Employee Assistance Program, Project Development & Sales"
ECON,"Projektleiter-/in, Berater/in (80 - 100 %)",NoData,CH 8590 Romanshorn,N,Thurgau,"Project managers / in, consultant / in (80 - 100%)"
ECON,Berater/-in,NoData,CH 9000 St. Gallen,N,Sankt Gallen,Consultant / -in
ECON,Career Start in Business Development (FI),Frontify AG,CH 9000 St. Gallen,N,Sankt Gallen,Career Start in Business Development (FI)
ECON,Geschäftsführer/in Betriebsleiter/in Gastronomie / Restaurantleiter/in,NoData,CH 9000 St. Gallen,N,Sankt Gallen,Managing / operating / in catering / restaurant / in
ECON,Marketing Ops,Frontify AG,CH 9000 St. Gallen,N,Sankt Gallen,marketing Ops
ECON,Sous-Chef 100% (m/w) Restaurant Lokal,NoData,CH 9000 St. Gallen,N,Sankt Gallen,Deputy Head 100% (w / w) Restaurant Lokal
ECON,Sous-Chef 100% (m/w) Restaurant Marktplatz,NoData,CH 9000 St. Gallen,N,Sankt Gallen,Deputy Head 100% (w / w) Restaurant Marktplatz
