Description,Employer,Location,Translation,Multiple,State
Développeur Software (Machines),Petitpierre SA,Cortaillod,Software Developer (Machinery),N,Neuchâtel
Agile Softwareentwickler für die Industrie von morgen - C++ / C#,yellowshark AG,Dietikon,Agile software developers for the industry of tomorrow - C ++ / C #,N,Zurich
Datacenter Solution Sales,Huawei Technologies Switzerland AG,Dübendorf,Data Center Solution Sales,N,Zurich
Junior Network Engineer,Huawei Technologies Switzerland AG,Dübendorf,Junior Network Engineer,N,Zurich
"Network Engineer (m/w) Vollzeit, Festanstellung",,Dübendorf,"Network Engineer (m / f) full-time, permanent position",N,Zurich
"Consultant(e) ABACUS en gestion des temps et processus RH (F/H), 80-100%",Direction régionale Suisse Romande,Epalinges,"Consultant (e) ABACUS in time management and HR processes (F / O), 80-100%",N,Vaud
Intégrateur SIG,,Founex,SIG integrator,N,Vaud
Wir suchen eine/-n neue/-n IT-Leiter/in für den Standort Freiburg.,ER Consulting,Freiburg,We are looking for a / n new / -n IT Manager / in for the location Freiburg.,N,Fribourg
Data Quality Analyst - Private Markets Operations,LGT,Freienbach,Data Quality Analyst - Private Markets Operations,N,Schwyz
"Student Support - Data input and filing, Private Markets Financial Operations 60-80%",LGT,Freienbach,"Student Support - Data input and filing, Private Markets Financial Operations 60-80%",N,Schwyz
Agile Software Project Manager,Syslog Informatique SA,Fribourg,Agile Software Project Manager,N,Fribourg
Berufsfachschullehrer/in für den Informatikunterricht - Ausrichtung: Netzwerke und/oder Systeme (100,Etat de Fribourg,Fribourg,Vocational school teachers / in the computer science classes - Orientation: networks and / or systems (100,N,Fribourg
Business Analyst (80-100%),Etat de Fribourg,Fribourg,Business Analyst (80-100%),N,Fribourg
.Net full stack software engineer,Helvetica Partners Sàrl,Fribourg Canton,.Net full stack software engineer,N,Fribourg
AEM Technical Architect,Isobar,Geneva,AEM Technical Architect,N,Geneva
Change Management Consultant,,Geneva,Change Management Consultant,N,Geneva
Customer Success Engineer,Randstad (Schweiz) AG,Geneva,Customer Success Engineer,N,Geneva
Requirement and Test Engineer,Randstad (Schweiz) AG,Geneva,Requirement and Test Engineer,N,Geneva
Security Engineer (cloud) - Genève,Randstad (Schweiz) AG,Geneva,Security Engineer (cloud) - Genève,N,Geneva
Tibco Business works 6 Development Engineer,Randstad (Schweiz) AG,Geneva,Tibco business works 6 Development Engineer,N,Geneva
Analyste - Développeur,Proactive Partners SA,Genève,Analyst Developer,N,Geneva
Architecte Poste de travail,Randstad (Schweiz) AG,Genève,Architect Computer,N,Geneva
BI Consultant,ELCA Informatique SA,Genève,BI Consultant,N,Geneva
Business analyst bancaire,,Genève,Business banking analyst,N,Geneva
Chef de projet applicatif sénior,,Genève,Head senior application project,N,Geneva
CRM Specialist - Bilingual French & German,LaFourchette,Genève,CRM Specialist - Bilingual French & German,N,Geneva
Data Miner,WIT PARTNERS SA,Genève,Data Miner,N,Geneva
Delivery Manager,Randstad (Schweiz) AG,Genève,Delivery Manager,N,Geneva
Developpeur Java,ERNI Schweiz AG,Genève,Java Developer,N,Geneva
Développeur Java,AIM Services SA,Genève,Java developer,N,Geneva
Développeur Java,AIM Services SA,Genève,Java developer,N,Geneva
Développeur Java Backend (m/f) 100%,ITech Consult AG,Genève,Backend Java Developer (m / f) 100%,N,Geneva
Développeur Sharepoint & GED,Proactive Partners SA,Genève,Sharepoint Developer & GED,N,Geneva
Manager de programme / Leader en transformation agile,Bechtle Suisse SA,Genève,Manager program / Leader Agile transformation,N,Geneva
OSISOFT PI systems consultant,,Genève,OSIsoft PI system consultant,N,Geneva
Presales Engineer ( System and Network),Helvetica Partners HR Solutions,Genève,Presales Engineer (System and Network),N,Geneva
Release Train Engineer,skyguide,Genève,Release Train Engineer,N,Geneva
SAP Architect,Randstad (Schweiz) AG,Genève,SAP Architect,N,Geneva
Senior Java Developer,Randstad (Schweiz) AG,Genève,Senior Java Developer,N,Geneva
Senior Microsoft Workstation Architect,S-Gate,Genève,Senior Microsoft Architect Workstation,N,Geneva
Windows System Engineer - SCCM (H/F),WIT PARTNERS SA,Genève,Windows System Engineer - SCCM (H / F),N,Geneva
Application Analyst / Kubernetes Expert (m/f/d),Hays (Schweiz) AG,Genf,Application Analyst / Kubernetes Expert (m / f / d),N,Geneva
Développeur WinDev,,Genf,WinDev developer,N,Geneva
DevOps Automation Engineer (m/f/d),Hays (Schweiz) AG,Genf,DevOps Automation Engineer (m / f / d),N,Geneva
SAP Basis Technologie Spezialist (m/w) 80 - 100%,Somnitec AG,Gerlafingen,SAP Basis technology (m / w) 80-100%,N,Solothurn
Technology Engineer (Project Manager) f/m,cablex AG,Giubiasco,Technology Engineer (Project Manager) f / m,N,Ticino
Ingénieur(e) réseau,Infoteam Informatique Technique,Givisiez,Engineer (e) Network,N,Fribourg
Banking Applications PHP Developer,Swissquote Bank SA,Gland,Banking Applications PHP Developer,N,Vaud
C++ Software Engineer (80-100%),uniqFEED AG,Glattbrugg,C ++ Software Engineer (80-100%),N,Zurich
Customer Service Engineer / Techniker im Kundendienst,Interxion Schweiz AG,Glattbrugg,Customer Service Engineer / Technician in customer service,N,Zurich
ERP-Spezialist / ABACUS-Spezialist (w/m),Polymed Medical Center,Glattbrugg,ERP specialist / ABACUS specialist (w / m),N,Zurich
"Java Consultant (80-100%, m/w)",Trivadis AG,Glattbrugg,"Java Consultant (80-100%, m / f)",N,Zurich
Lead QT/C++ Software Engineer (80-100%),uniqFEED AG,Glattbrugg,Lead QT / C ++ Software Engineer (80-100%),N,Zurich
Linux System Administrator / Network Engineer (80-100%),uniqFEED AG,Glattbrugg,Linux System Administrator / Network Engineer (80-100%),N,Zurich
Linux System Administrator / Network Engineer (80-100%),uniqFEED AG,Glattbrugg,Linux System Administrator / Network Engineer (80-100%),N,Zurich
Linux System Administrator / Network Engineer (80-100%),uniqFEED AG,Glattbrugg,Linux System Administrator / Network Engineer (80-100%),N,Zurich
Senior Business Intelligence Consultant (m/w),Trivadis AG,Glattbrugg,Senior Business Intelligence Consultant (m / w),N,Zurich
Mitarbeiter Hotline und Qualitätssicherung (m/w),Imagic Bildverarbeitung AG,Glattbrugg / Kanton Zürich,Employee Hotline and Quality Assurance (m / f),N,Zurich
System techniker,Blumer Lehmann AG,Gossau,system technician,N,Sankt Gallen
Chef de projet informatique (spécialisé SAEIV),Move UP SA,Grand-Lancy,IT Project (specializing SAEIV),N,Geneva
Application Manager (w/m/d),Robert Half,Grossraum Zürich,Application Manager (m / f / d),N,Zurich
Database Specialist (m/w) - Projekteinsatz,yellowshark AG,Grossraum Zürich,Database Specialist (m / f) - project work,N,Zurich
Vertriebsberater ERP und Mobile Lösungen (m/w/d),DP Consulting AG,Grossraum Zürich,Sales consultant ERP and Mobile solutions (w / w / d),N,Zurich
Testmanager / Testengineer m/w 80 - 100 %,Valiant Bank AG,Gümligen,Test Manager / Test Engineer m / w 80-100%,N,Bern
ICT-Applikationsmanager/-in Sorting Systems,Die Schweizerische Post,Härkingen,ICT Application Manager / -in Sorting Systems,N,Solothurn
Service Manager/-in,Die Schweizerische Post,Härkingen,Service Manager / -in,N,Solothurn
Service Manager/-in,Die Schweizerische Post,Härkingen,Service Manager / -in,N,Solothurn
"Audio-/Video-Techniker (Multimedia-Elektroniker, Elektromonteur, Automatiker)",work-shop Personalmanagement GmbH,Heerbrugg,"Audio / video technician (multimedia electronics, electrician, automation engineers)",N,Sankt Gallen
SAP Berechtigungsspezialist (m/w),SFS services AG,Heerbrugg,SAP authorization (m / w),N,Sankt Gallen
C++ developer,IZELEN Sàrl,Homeoffice / Valais,C ++ developer,N,Valais
ERP-Supporter 100% (m/w),shiftR AG,Höri,ERP Supporter 100% (w / w),N,Zurich
Media Designer oder Grafiker (m/w/d) 100%,Littlebit Technology AG,Hünenberg,Media designer or graphic designer (m / w / d) 100%,N,Zug
Operations Engineer Database Monitoring,Swisscom (Schweiz) AG,Ittigen,Operations Engineer Database Monitoring,N,Bern
Java/Spring Software Developer (m/w) 80 - 100%,yellowshark AG,Jona,Java / Spring Software Developer (m / w) 80-100%,N,Sankt Gallen
Warehouse Management Business Team Lead (m/f),Datalynx AG,Kaiseraugst,Warehouse Management Business Team Lead (m / f),N,Aargau
SAP Application Operation Manager Finance,IQ PLUS AG,Kanton Bern,SAP Application Operation Manager Finance,N,Bern
C#/.Net Entwickler,IQ PLUS AG,Kanton Graubünden,C # /. Net Developer,N,Graubünden
Business Intelligence Consultant Kemptthal (w/m),Axept Business Software AG,"Kemptpark 12, 8310 Kemptthal",Business Intelligence Consultant Kemptthal (w / m),N,Zurich
Datenbank-Engineer (m/w),Reist Telecom GmbH,Kloten,Database Engineer (m / f),N,Zurich
Test Engineer/Manager mit beratenden Kompetenzen,Noser Engineering AG,Landquart,Test Engineer / Manager with consultative powers,N,Graubünden
Business Analyst Finance (h/f),Assura,Lausanne,Business Analyst Finance (h / f),N,Vaud
Consultant(e) en système d’information (Business Analyste) 100%,Vision 2 Action SA,Lausanne,Consultant (e) information system (Business Analyst) 100%,N,Vaud
Consultant(e) Hospitalier(ère),Opale Solutions SA,Lausanne,Consultant (e) Hospital (AD),N,Vaud
Customer Support Engineer,EdgeLab,Lausanne,Customer Support Engineer,N,Vaud
Développeur ABAP,Randstad (Schweiz) AG,Lausanne,ABAP developer,N,Vaud
Développeur C++ (H/F),Handylife,Lausanne,C ++ Developer (M / F),N,Vaud
Développeur Magento (H/F),Move UP SA,Lausanne,Magento Developer (M / F),N,Vaud
Développeur(se) logiciel passionné(e),MNC Mobile News Channel SA,Lausanne,Developer (is) software passionate (e),N,Vaud
Developpeurs x 4,Helvetica Partners HR Solutions,Lausanne,Developers x 4,N,Vaud
Embedded software Engineer,Swissels Engineering & Life Science Services,Lausanne,Embedded Software Engineer,N,Vaud
Embedded Software Engineer,Randstad (Schweiz) AG,Lausanne,Embedded Software Engineer,N,Vaud
Expert SAP ISU,Randstad (Schweiz) AG,Lausanne,Expert SAP ISU,N,Vaud
Gestionnaire - SuperUser SAP 100% (H/F) Français-Allemand ou Français-Anglais,,Lausanne,Manager - SAP SuperUser 100% (M / F) French-German or French-English,N,Vaud
Go/C++ Junior Developer,SR Compétences SA,Lausanne,Go / C ++ Junior Developer,N,Vaud
Go/C++ Senior Developer,SR Compétences SA,Lausanne,Go / C ++ Senior Developer,N,Vaud
Ingénieur développeur PHP Symfony H/F,iomedia communication sa,Lausanne,Symfony PHP Developer Engineer M / F,N,Vaud
Ingénieur système 100% H/F,Ordi-Conseil SA,Lausanne,system engineer 100% M / F,N,Vaud
Java / Spring Engineer 100%,mimacom ag,Lausanne,Java / Spring Engineer 100%,N,Vaud
Java / Spring Engineer 100%,mimacom ag,Lausanne,Java / Spring Engineer 100%,N,Vaud
Java / Spring Engineer 100%,mimacom ag,Lausanne,Java / Spring Engineer 100%,N,Vaud
Java J2EE Senior Software Engineer,ELCA Informatique SA,Lausanne,Java J2EE Senior Software Engineer,N,Vaud
Junior Software Developer (Python),FORS,Lausanne,Junior Software Developer (Python),N,Vaud
Security / Network Engineer,Randstad (Schweiz) AG,Lausanne,Security / Network Engineer,N,Vaud
Senior Engineer Sharepoint online / Office 365,ELCA Informatique SA,Lausanne,Senior Engineer SharePoint Online / Office 365,N,Vaud
Senior Tester,ELCA Informatique SA,Lausanne,Senior tester,N,Vaud
Senior Web Developer,SR Compétences SA,Lausanne,Senior Web Developer,N,Vaud
SW V&V Engineer,Randstad (Schweiz) AG,Lausanne,SW V & V Engineer,N,Vaud
Web developer (H/F),Move UP SA,Lausanne,Web developer (H / F),N,Vaud
Expert Business Intelligence,,Le Brassus,Expert Business Intelligence,N,Vaud
IT Business Analyst - Industrialisation,,Le Brassus,IT Business Analyst - Industrialization,N,Vaud
Specialist IT Infrastructures Support & Operations,,Le Brassus,Specialist IT Infrastructures Support & Operations,N,Vaud
SAP Developper,Tissot,Le Locle,SAP Developer,N,Neuchâtel
Consultant ERP (H/F),MCR solutions SA,Le Mont-sur-Lausanne,Consultant ERP (H / F),N,Vaud
Développeur Windev (H/F),MCR solutions SA,Le Mont-sur-Lausanne,Windev Developer (M / F),N,Vaud
Web & Media Coordinator,Alaïa SA,Lens,Web & Media Coordinator,N,Valais
Senior Developer / Software Architect m/f (100%),Inventsys (Schweiz) AG,Lenzburg,Senior Developer / software Architect m / f (100%),N,Aargau
Senior Developer / Software Architect m/f (100%),Inventsys (Schweiz) AG,Lenzburg,Senior Developer / software Architect m / f (100%),N,Aargau
Leiter Informationssicherheit (1.5 Line of Defense) (w/m) (80% - 100%),Berner Kantonalbank AG,Liebefeld,Head of Information Security (1.5 Line of Defense) (w / m) (80% - 100%),N,Bern
Professional Business Analyst (w/m) 80-100%,p4b ag,Liebefeld b.Bern,Professional Business Analyst (m / w) 80-100%,N,Bern
SAP Architect / Application-Manager (w/m) 80-100%,p3b AG,Liebefeld b.Bern,SAP Architect / Application Manager (m / w) 80-100%,N,Bern
Mediamatiker (m/w),Frama Suisse AG,Lupfig,Mediamatiker (m / w),N,Aargau
AXON Vibe Data Engineer | Lucerne,Axon Vibe AG,Luzern,AXON Vibe Data Engineer | Lucerne,N,Luzern
Data Analyst,getAbstract AG,Luzern,Data analyst,N,Luzern
IT Consultant / Business Analyst - Deutschsprachig,Experis Schweiz Zürich,Luzern,IT Consultant / Business Analyst - German Speaking,N,Luzern
IT Consultant / Business Analyst - Deutschsprachig,Experis Schweiz Zürich,Luzern,IT Consultant / Business Analyst - German Speaking,N,Luzern
IT Projektleiter ERP (m/w),yellowshark AG,Luzern,IT Project Manager ERP (m / w),N,Luzern
Junior ERP Consultant,PwC,Luzern,Junior ERP Consultant,N,Luzern
Koordinator IT-Services (m/w),Heineken Switzerland AG,Luzern,Coordinator IT Services (m / w),N,Luzern
SAP Functional Consultant (w/m) für FI/CO 80 – 100%,Heineken Switzerland AG,Luzern,SAP Functional Consultant (w / m) for FI / CO 80-100%,N,Luzern
Software Entwickler/Entwicklerin .NET,"Universal-Job AG, Luzern",Luzern,Software developer / developer .NET,N,Luzern
Software-Spezialist Applikationsbetrieb (w/m),Jörg Lienert AG,Luzern,Software specialist application operations (f / m),N,Luzern
Applikations manager with background in economy (w/m),Jörg Lienert AG,Luzern,Applikations manager with background in economy (w/m),N,Luzern
Senior .NET-Entwickler/Architekt (Industrie),,Luzern/Mittelland,Senior .NET Developer / Architect (industry),N,Bern
Senior .NET-Entwickler/Architekt (Industrie),,Luzern/Mittelland,Senior .NET Developer / Architect (industry),N,Bern
Senior .NET-Entwickler/Architekt (Industrie),,Luzern/Mittelland,Senior .NET Developer / Architect (industry),N,Bern
Backoffice Service Administration (m/w) 100%,Raptus AG,Lyss,Back Office Service Administration (m / w) 100%,N,Bern
DevOps Software Engineer,,Martigny,DevOps Software Engineer,N,Valais
Machine Learning Researcher (m/f),KeyLemon S.A. / ams,Martigny,Machine Learning Researcher (m / f),N,Valais
Software Entwickler C# m/w 80-100%,Securiton AG,Mels,Software Developer C # m / f 80-100%,N,Sankt Gallen
Software Entwickler C# m/w 80-100%,Securiton AG,Mels,Software Developer C # m / f 80-100%,N,Sankt Gallen
Software Entwickler C# m/w 80-100%,Securiton AG,Mels,Software Developer C # m / f 80-100%,N,Sankt Gallen
Group BPO Team Leader - SCM Outbound (SAP SD),BSA - Bobst Mex SA,Mex,Group BPO Team Leader - SCM Outbound (SAP SD),N,Vaud
Senior Frontend Developer (m/f/d),Hays (Schweiz) AG,Meyrin,Senior Frontend Developer (m / f / d),N,Geneva
Software Engineer,,Meyrin,software Engineer,N,Geneva
Java Developer,Utopix,Montreux,Java Developer,N,Vaud
Chef de project Technique,Abraxas Epsilon SA,Münchenstein,Head of Technical Project,N,Basel
Software Engineer / Developer (m/f) @ IBM CIC,IBM Client Innovation Center,Muri,Software Engineer / Developer (m / f) @ IBM CIC,N,Bern
Software/Application Engineer (m/w) Digitales Bauen (VDC/BIM-Methode) Wissenschaftliche/r Mitarbeit,Fachhochschule Nordwestschweiz FHNW,Muttenz,Software / Application Engineer (m / f) Digital Construction (VDC / BIM method) Scientific / r employees,N,Basel
System Engineer,Pharmatic AG,Neuenegg,system Engineer,N,Bern
System Engineer,Pharmatic AG,Neuenegg,system Engineer,N,Bern
System Engineer,Pharmatic AG,Neuenegg,system Engineer,N,Bern
System Engineer,Pharmatic AG,Neuenegg,system Engineer,N,Bern
Softwareingenieur/in .NET als Schnittstellenentwickler/in,Vitodata AG,Oberohringen,Software Engineer / .NET as an interface developer / in,N,Zurich
Informatiker (m/w) 80 - 100%,easylearn schweiz ag,Obfelden,(M / w) 80-100%,N,Zurich
Informatiker (m/w) 80 - 100%,easylearn schweiz ag,Obfelden,(M / w) 80-100%,N,Zurich
Linux System Engineer 80-100% (m/w),Medifilm AG,Oensingen,Linux System Engineer 80-100% (w / w),N,Solothurn
SAP-Berater / SAP Consultant Logistik (PP) (m/w),GIA Informatik AG,Oftringen,SAP Consultant / SAP Consultant Logistics (PP) (m / f),N,Aargau
Application Manager,Camptocamp SA,Olten,Application Manager,N,Solothurn
IT Generalist & Business Analyst (Contract-to-Hire),IQ PLUS AG,Olten,IT Generalist & Business Analyst (Contract-to-Hire),N,Solothurn
Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,Senior Consultant Business Analyst ERP,N,Solothurn
Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,Senior Consultant Business Analyst ERP,N,Solothurn
Cyber Defence Specialist 60-100% (w/m),UBS Card Center AG,Opfikon,Cyber ​​Defense Specialist 60-100% (w / m),N,Zurich
Cyber Defence Specialist 60-100% (w/m),UBS Card Center AG,Opfikon,Cyber ​​Defense Specialist 60-100% (w / m),N,Zurich
DevOps Engineer (f/m) 100%,Sunrise Communications AG,Opfikon,DevOps Engineer (f / m) 100%,N,Zurich
Robotics & Automation Developer 80-100% (w/m),UBS Card Center AG,Opfikon,Robotics & Automation Developer 80-100% (w / m),N,Zurich
SAP Analytiker/Entwickler / SAP Financials Consultant 100% (w/m),UBS Card Center AG,Opfikon,SAP analyst / developer / SAP Financials Consultant 100% (w / w),N,Zurich
Senior IP Engineer (f/m) 100%,Sunrise Communications AG,Opfikon,Senior Engineer IP (f / m) 100%,N,Zurich
Senior TV Manager (f/m) 100%,Sunrise Communications AG,Opfikon,Senior TV Manager (f / m) 100%,N,Zurich
Senior Windows Engineer & Team Head 100% (w/m),UBS Card Center AG,Opfikon,Senior Windows Engineer & Team Head 100% (w / w),N,Zurich
Technische/r Analyst/in Payment Systems 80-100%,UBS Card Center AG,Opfikon,Technical / r Analyst / in Payment Systems 80-100%,N,Zurich
Ingénieur(e) de développement Full-Stack Java Angular,Hortis GRC SA,Petit-Lancy,Engineer (e) Development of Full-Stack Java Angular,N,Geneva
Ingénieur(e) FrontEnd Senior,Hortis GRC SA,Petit-Lancy,Engineer (e) FrontEnd Senior,N,Geneva
Ingénieur d'exploitation Control-M,ilem Group,Plan-les-Ouates,Control-M Operating Engineer,N,Geneva
JUNIOR NETWORK ENGINEER,Bechtle Schweiz AG,Pratteln,JUNIOR NETWORK ENGINEER,N,Basel
"Python Software-Entwickler (m/w, 80 – 100%)",Hostpoint AG,Rapperswil-Jona,Python Software Developer (m / w 80 - 100%),N,Sankt Gallen
SAP Spezialist GRC,ITech Consult AG,Raum Bern,SAP GRC specialist,N,Bern
IT Supporter - Informatiker (m/w),OK JOB SA,Raum Biel  und Bern,IT Supporter - (m / w),N,Bern
Senior Software Engineer für Web- und Mobileapplikationen (m/w) 100%,JLS DIGITAL AG,Raum Olten,Senior Software Engineer for Web and mobile applications (m / w) 100%,N,Solothurn
Systemtechniker als Kundenbetreuer (Nr. 200),Trio Personal E. Stevanin GmbH,Raum Wil,System technician as customer service (no. 200),N,England
IT Netzwerk / Security Engineer (m/w),yellowshark AG,Raum Zürich,IT Network / Security Engineer (m / f),N,Zurich
Software Entwickler C# .NET mit WPFund WinForms Kenntnissen,"Universal-Job AG, Zürich-Technik-IT",Raum Zürich,Software Developer C # .NET WinForms knowledge with WPFund,N,Zurich
Consultant ERP (m/w/d) - Service und Quality Management,IFS Schweiz AG,Regensdorf,Consultant ERP (m / w / d) - Service and Quality Management,N,Zurich
ERP Berater - HR-Modul / HCM (m/w/d) - Schwerpunkt Personalwirtschaft,IFS Schweiz AG,Regensdorf,ERP Consultant - HR module / HCM (m / w / d) - Focus on Human Resources,N,Zurich
TEAMMANAGER CONSULTING SERVICES SWITZERLAND (M/W/D),IFS Schweiz AG,Regensdorf,TEAM SERVICES MANAGER CONSULTING SWITZERLAND (M / W / D),N,Zurich
IT-Lizenzspezialist (w/m),Bechtle Schweiz AG,Regensdorf / Zürich,IT License Specialist (f / m),N,Zurich
Exklusiv - SAP Inhouse Berater Logistik (w/m/d),BROMsolutions AG Binningen BL,Region Aarau,Exclusive - SAP Inhouse Consultant Logistik (w / m / d),N,Aargau
Senior System Engineer (Inhouse),Nordwand Group AG,Region Aarau,Senior System Engineer (in-house),N,Aargau
Data Analyst (w/m/d),BROMsolutions AG Binningen BL,Region Basel,Data Analyst (w / m / d),N,Basel
Product Owner / ProjektleiterIn 80-100%,IWF AG,Region Basel,Product Owner / Project Manager 80-100%,N,Basel
Senior Web Entwickler/in 80-100%,IWF AG,Region Basel,Senior Web Developer / in 80-100%,N,Basel
Berufseinstieg für Java Entwickler (m/w) 80-100%,Consult & Pepper AG,Region Bern,Career for Java Developer (m / w) 80-100%,N,Bern
Embedded C/C++ Entwickler (w/m),tcc - the career company,Region Bern,Embedded C / C ++ Developer (f / m),N,Bern
Professional / Senior Business Analyst (m/w) 80-100%,Consult & Pepper AG,Region Bern,Professional / Senior Business Analyst (m / w) 80-100%,N,Bern
SAP Stammdaten Spezialist (m/w) SAP,BROMsolutions AG Biel,Region Bern,SAP master data (m / w) SAP,N,Bern
Softwareentwickler Web/.NET/DB für Sporthandel,CBA Computer Brainware Advisors AG,Region Bern,Software Developer Web / .NET / DB for sports trading,N,Bern
Application Manager (w/m),Jörg Lienert AG,Region Luzern,Application Manager (m / f),N,Luzern
"System Engineer, Network & Security (w/m)",Jörg Lienert AG,Region Luzern,"System Engineer, Network & Security (w / m)",N,Luzern
Einstieg als Business Intelligence Consultant (m/w),Consult & Pepper AG,Region Winterthur - Schaffhausen,Starting as Business Intelligence Consultant (m / w),N,Zurich
Exklusiv - SAP Inhouse Consultant SD/CS (w/m/d),BROMsolutions AG Binningen BL,Region Zug,Exclusive - SAP house consultant SD / CS (w / m / d),N,Zug
CONTRACT: IT Netzwerk-Administrator (m/w) - Job Ref. Nr. 12927,Contauro AG,Region Zürich,"CONTRACT:. IT Network Administrator (m / f) - Job Ref No. 12,927th",N,Zurich
SAP PI/PO Integration Specialist (m/w) SAP,BROMsolutions AG Biel,Region Zürich,SAP PI / PO Integration Specialist (m / w) SAP,N,Zurich
Security Network Spezialist,Avalect HR-Executive Consulting,Region Zürich,Network Security Specialist,N,Zurich
Software-Testing im Microsoft-Umfeld,CBA Computer Brainware Advisors AG,Region Zürich oder Winterthur,Software Testing in the Microsoft environment,N,Zurich
Application Engineer Network & Security bei der BANK-now 80-100%,Credit Suisse AG,Region Zurich-Horgen,Application Engineer Network & Security at BANK-now 80-100%,N,Zurich
Développeur Full Stack - JAVA /Angular (Réf : #JAVAANGULAR),Sword Suisse,Renens,Full Stack Developer - JAVA / Angular (Ref: #JAVAANGULAR),N,Vaud
"Développeur Full Stack C# .NET Core, Angular (H/F) 100%",SWISSBILLING SA,Renens,Full Stack Developer C # Core Angular (H / F) 100%,N,Vaud
"Développeur Full Stack C# .NET Core, Angular (H/F) 60%",SWISSBILLING SA,Renens,Full Stack Developer C # Core Angular (H / F) 60%,N,Vaud
Security Experte für den Ausbau von Application Security Dienstleistungen,Noser Engineering AG,Root,Security expert for the development of Application Security Services,N,Luzern
Renewal Sales Manager (w/m),Sage,Root D4,Renewal Sales Manager (m / f),N,Luzern
Software Tester,Opacc Software AG,Rothenburg,software tester,N,Luzern
Software Entwickler/Entwicklerin .NET,Opacc Software AG,Rothenburg - Luzern,Software developer / developer .NET,N,Luzern
IT-Lizenzspezialist (w/m),Bechtle Schweiz AG,Rotkreuz,IT License Specialist (f / m),N,Zug
IT-Mitarbeiter (w/m) 2nd Level Support,ARP Schweiz AG,Rotkreuz,IT staff (w / m) 2nd Level Support,N,Zug
"Software Engineer Embedded (m/w), 80 - 100%",Swissphone Wireless AG,Samstagern,"Embedded Software Engineer (m / w), 80 to 100%",N,Zurich
ICT - PROJEKTLEITER w/m,MTF Data AG,Schaffhausen,ICT - PROJECT w / m,N,Schaffhausen
Praktikant/Abschlussarbeit CAD/PLM System (m/w - 100%),IWC Schaffhausen,Schaffhausen,Intern / Thesis CAD / PLM system (m / w - 100%),N,Schaffhausen
Lead Data Platform Architect,Zühlke Engineering AG,Schlieren,Lead Data Platform Architect,N,Zurich
Lead Data Platform Architect,Zühlke Engineering AG,Schlieren,Lead Data Platform Architect,N,Zurich
Software Business Analyst,ProfiLogic AG,Schlieren,Software Business Analyst,N,Zurich
Junior Data Scientist,Intrum AG,Schwerzenbach,Junior Data Scientist,N,Zurich
Applikationsspezialist nest und is-e 80-100% (w/m/d),Kohler & Partner,Seedorf,nest application specialist and is-e 80-100% (w / m / d),N,Bern
Manager IT Governance & Portfoliomanagement (m/w),yellowshark AG,Seewen SZ,Manager IT Governance & Portfolio Management (m / w),N,Schwyz
Manager IT Governance & Portfoliomanagement (m/w),yellowshark AG,Seewen SZ,Manager IT Governance & Portfolio Management (m / w),N,Schwyz
Consultant(e) Applicatif,CIGES SA,Sion,Consultant (e) Applicative,N,Valais
JAVA Developer,Randstad (Schweiz) AG,Sion,JAVA Developer,N,Valais
Business Analyst E-Claim Plus,Centris AG,Solothurn,Business Analyst E-Claim Plus,N,Solothurn
Interaction Designer (UI/UX) (40-80%),Sitewerk Digital Solutions GmbH,Solothurn,Interaction Designer (UI / UX) (40-80%),N,Solothurn
IT-Solution Architekt (m/w),ESPRIT  Netzwerk AG,Solothurn,IT Solution Architect (m / f),N,Solothurn
Requirements Engineer Frontend,Centris AG,Solothurn,Requirements Engineer Frontend,N,Solothurn
Security Officer,ESPRIT  Netzwerk AG,Solothurn,Security Officer,N,Solothurn
Senior Application Manager für Digital Services,Centris AG,Solothurn,Senior Application Manager for Digital Services,N,Solothurn
Systemtechniker Microsoft w/m,"Universal-Job AG, Solothurn",Solothurn,Microsoft systems engineer w / m,N,Solothurn
Testmanager (w/m),swisselect ag,Solothurn,Test Manager (w / m),N,Solothurn
Cyber Security Engineer w/m,ITRIS Enterprise AG,Spreitenbach,Cyber ​​Security Engineer w / m,N,Schwyz
Presales Datacenter (m/w),DataStore AG,Spreitenbach,Presales Data Center (m / w),N,Schwyz
STRATEGIC ACCOUNT MANAGER (m/w),DataStore AG,Spreitenbach,Strategic Account Manager (m / w),N,Schwyz
Business Analyst Marché Suisse,Compagnie des Montres Longines Francillon SA,St Imier,Business Analyst Market Switzerland,N,Bern
Applikations-Entwickler Junior (m/w) in St. Gallen,INFOGATE AG,St. Gallen,Application developers Junior (m / w) in St. Gallen,N,Sankt Gallen
Java Senior Software Engineer 80-100% - St. Gallen,Adcubum AG,St. Gallen,Java Senior Software Engineer 80-100% - St. Gallen,N,Sankt Gallen
Java Software Engineer im Bereich In-/Exkasso,Adcubum AG,St. Gallen,Java Software Engineer in the collection / disbursement,N,Sankt Gallen
Junior SAP Basis Administrator,UMB AG,St. Gallen,Junior SAP Basis Administrator,N,Sankt Gallen
SAP Basis Inhouse Consultant (m/w) SAP,BROMsolutions AG Biel,St. Gallen,SAP Basis house consultant (m / w) SAP,N,Sankt Gallen
Software Engineer Avaloq (Fokus Anlegen) 80 - 100% (w/m),St.Galler Kantonalbank,St. Gallen,Avaloq Software Engineer (Focus Create) from 80 to 100% (w / w),N,Sankt Gallen
