Description,Employer,Location,Translation,Multiple,State
Senior Network Engineer 100 %,,Bern,Senior Network Engineer 100%,N,Bern
Senior NLP Data Scientist,ELCA Informatik AG,Bern,Senior Data Scientist NLP,N,Bern
Senior Projektleiter,Erni Suisse SA,Bern,Senior project Manager,N,Bern
Senior Service Manager KWP,Kanton Bern,Bern,Senior Service Manager KWP,N,Bern
"Senior Software Architect, Requirements Engineer .NET und C#",Noser Engineering AG,Bern,"Senior Software Architect, Requirements Engineer .NET and C #",N,Bern
Senior Software Architekt (m/w) 80-100% // AEB002,Softcom Technologies SA,Bern,Senior Software Architect (m / w) 80-100% // AEB002,N,Bern
Senior Software Developer Java (m/w),Bedag Informatik AG,Bern,Senior Software Developer Java (m / w),N,Bern
Senior Software Engineer - Web Systems,Unic AG,Bern,Senior Software Engineer - Web Systems,N,Bern
Senior Software Engineer (m/f) @ IBM CIC,IBM Client Innovation Center Switzerland,Bern,Engineer (m / f) @ IBM CIC Senior Software,N,Bern
Senior Software Engineer (m/f) @ IBM CIC,,BERN,Engineer (m / f) @ IBM CIC Senior Software,N,Bern
Senior Software Engineer (w/m) in Bern 80-100%,Puzzle ITC GmbH,Bern,Senior Software Engineer (m / f) in Bern from 80 to 100%,N,Bern
Senior Software Engineer 80 bis 100%,United Security Providers AG,Bern,Senior Software Engineer 80 to 100%,N,Bern
Senior Software Engineer Java,ERNI Schweiz AG,Bern,Senior Software Engineer Java,N,Bern
Senior Software Engineer Java,Erni Suisse SA,Bern,Senior Software Engineer Java,N,Bern
Senior Software Engineer JVM,Unic AG,Bern,Senior Software Engineer JVM,N,Bern
Senior Software-Ingenieur Java,ti&m AG,Bern,Senior Software Engineer Java,N,Bern
Senior Software-Ingenieur Mobile,ti&m AG,Bern,Senior Software Engineer Mobile,N,Bern
Senior Software-Ingenieur Web-Front-end,ti&m AG,Bern,Senior Software Engineer Web front-end,N,Bern
Senior Software-Ingenieur/in für Testautomatisierung (80-100%),bbv Software Services AG,Bern,Senior Software Engineer / in for test automation (80-100%),N,Bern
SENIOR SYSTEM ENGINEER AZURE (m/w),mühlemann IT-personal ag,Bern,SENIOR SYSTEM ENGINEER AZURE (m / w),N,Bern
Senior Technical Consultant (m/w) 100%,yellowshark AG,Bern,Senior Technical Consultant (m / w) 100%,N,Bern
Senior Technology Consultant SAP Basis 80% bis 100%,Swisscom (Schweiz) AG,Bern,Senior Technology Consultant SAP Basis 80% to 100%,N,Bern
Senior Testmanager SAP,,Bern,Senior Test Manager SAP,N,Bern
Senior UX Designer,AdNovum Informatik AG,Bern,Senior UX Designer,N,Bern
Service Manager GEVER-System,Kanton Bern,Bern,Service Manager GEVER System,N,Bern
Software Architect,AdNovum Informatik AG,Bern,software Architect,N,Bern
Software Architect 80 bis 100%,United Security Providers AG,Bern,Software Architect 80 to 100%,N,Bern
Software Architect JEE,Akros AG,Bern,Software Architect JEE,N,Bern
Software Architekt für Cloud & IoT (m/w),Noser Engineering AG,Bern,Software Architect for Cloud & IoT (m / f),N,Bern
Software Developer (m/w),Bedag Informatik AG,Bern,Software Developer (m / f),N,Bern
Software Engineer,AdNovum Informatik AG,Bern,software Engineer,N,Bern
Software Engineer .NET,Akros AG,Bern,Software Engineer .NET,N,Bern
Software Engineer / Developer (m/f) @ IBM CIC,,BERN,Software Engineer / Developer (m / f) @ IBM CIC,N,Bern
Software Engineer 80 bis 100%,United Security Providers AG,Bern,Software Engineer 80 to 100%,N,Bern
Software Engineer 80 bis 100%,United Security Providers AG,Bern,Software Engineer 80 to 100%,N,Bern
Software Engineer Backend,ERNI Schweiz AG,Bern,Software Engineer Backend,N,Bern
Software Engineer Backend,Erni Suisse SA,Bern,Software Engineer Backend,N,Bern
Software Engineer Backend,ERNI Schweiz AG,Bern,Software Engineer Backend,N,Bern
Software Engineer Fullstack,ERNI Schweiz AG,Bern,Software Engineer Full Stack,N,Bern
Software Engineer Fullstack,Erni Suisse SA,Bern,Software Engineer Full Stack,N,Bern
Software Engineer Fullstack,ERNI Schweiz AG,Bern,Software Engineer Full Stack,N,Bern
Software Engineer für Cloud (m/w),Noser Engineering AG,Bern,Software Engineer for Cloud (m / f),N,Bern
Software Engineer Java,Akros AG,Bern,Java Software Engineer,N,Bern
Software Engineer Java / Network Orchestration 80% bis 100%,Swisscom (Schweiz) AG,Bern,Software Engineer Java / Network Orchestration 80% to 100%,N,Bern
Software Engineer Java / Network Orchestration 80% bis 100%,Swisscom (Schweiz) AG,Bern,Software Engineer Java / Network Orchestration 80% to 100%,N,Bern
Software Engineer JAVA/JEE 80-100%,AKROS AG,Bern,Software Engineer JAVA / JEE 80-100%,N,Bern
Software Entwickler - Web Systeme,Unic AG,Bern,Software Developer - Web Systems,N,Bern
Software Entwickler JVM / Web Systeme,Unic AG,Bern,Software developers JVM / Web Systems,N,Bern
Software- Entwickler mit Flair für Data-/Machine-Learning,ti&m AG,Bern,Software developers with a flair for Data- / machine learning,N,Bern
Software-Architekt mit agilem Background/Scrum,ti&m AG,Bern,Software architect with agile Background / Scrum,N,Bern
Software-Ingenieur Java,ti&m AG,Bern,Software Engineer Java,N,Bern
Software-Ingenieur Mobile (CROSS-PLATFORM),ti&m AG,Bern,Software engineer Mobile (CROSS-PLATFORM),N,Bern
Software-Ingenieur Web-Front-end,ti&m AG,Bern,Software Engineer Web front-end,N,Bern
Software-Ingenieur/in für Testautomatisierung (80-100%),bbv Software Services AG,Bern,Software Engineer / in for test automation (80-100%),N,Bern
Solution Architect,Akros AG,Bern,Solution Architect,N,Bern
"Solution Architect, SOA und API Management",ti&m AG,Bern,"Solution Architect, SOA and API Management",N,Bern
Specialist Datenmanagement,Akros AG,Bern,Specialist Data Management,N,Bern
SQL / Sybase Datenbank-Spezialist/in,Universität Bern,Bern,SQL / Sybase database specialist / in,N,Bern
SQL / Sybase Datenbank-Spezialist/in 80-100%,ProfiLogic AG,Bern,SQL / Sybase database specialist / in 80-100%,N,Bern
Test Automation Engineer,The Stamford Group AG,Bern,Test Automation Engineer,N,Bern
Test Manager,SwissQ Consulting AG,Bern,test Manager,N,Bern
Test Manager im Logistikumfeld,Erni Suisse SA,Bern,Test Manager in the logistics environment,N,Bern
Test Manager im Logistikumfeld,ERNI Schweiz AG,Bern,Test Manager in the logistics environment,N,Bern
Test Manager/in,Akros AG,Bern,Test Manager / in,N,Bern
Test-Manager,e3 ag,Bern,Test Manager,N,Bern
Testmanager Senior,,Bern,Senior Test Manager,N,Bern
UI Design - Bern,Ginetta AG,Bern,UI Design - Bern,N,Bern
UX Design - Bern,Ginetta AG,Bern,UX Design - Bern,N,Bern
UX Design Trainee - Bern,Ginetta AG,Bern,UX Design Trainee - Bern,N,Bern
Verantwortungsvollen MS SQL-Datenbank Spezialisten (m/w) in Bern,Mathys & Scheitlin AG,Bern,Responsible MS SQL database specialists (m / w) in Bern,N,Bern
Application Developer (all genders),Unisys (Schweiz) GmbH,Bern 14,Application Developer (all genders),N,Bern
IT Architekt (all genders),Unisys (Schweiz) GmbH,Bern 14,IT Architect (all genders),N,Bern
IT Specialist (all genders),Unisys (Schweiz) GmbH,Bern 14,IT Specialist (all genders),N,Bern
JAVA Developer (all genders),Unisys (Schweiz) GmbH,Bern 14,JAVA Developer (all genders),N,Bern
Testautomation Engineer (m/f),Robert Walters Finance & Accounting,Bern area,Test Automation Engineer (m / f),N,Bern
Test Automation Engineer 80-100%,AKROS AG,Bern oder Biel,Test Automation Engineer 80-100%,N,Bern
IT Berater/in - IT Performance Management,Altersis Performance AG,"Bern, BE",IT consultant / in - IT Performance Management,N,Bern
DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,Berne,.NET DEVELOPER BACKEND,N,Bern
DÉVELOPPEUR BANCAIRE JAVA FULL STACK,,Berne,JAVA DEVELOPER BANK FULL STACK,N,Bern
INGENIEUR SYSTEME LINUX,,Berne,ENGINEERING SYSTEMS LINUX,N,Bern
Network Engineer (w/m/d) - Berne,,"Berne, Switzerland",Network Engineer (m / f / d) - Berne,N,Bern
Senior / Principal Packet Core Solution Architect,,"Berne, Switzerland",Senior / Principal Packet Core Solution Architect,N,Bern
Senior Radio Network Planning and NIS specialist (w/m/d) - Bern,,"Berne, Switzerland",Senior Radio Network Planning and NIS specialist (w / m / d) - Bern,N,Bern
"Solution Architect (F/M/D) - Berne, Switzerland",,"Berne, Switzerland","Solution Architect (F / M / D) - Berne, Switzerland",N,Bern
Software Developer 80% bis 100%,Swisscom (Schweiz) AG,Bern-Ittigen,Software Developer 80% to 100%,N,Bern
Senior Software Engineer 80% bis 100%,Swisscom (Schweiz) AG,Bern-Liebefeld,Senior Software Engineer 80% to 100%,N,Bern
Teamleiter IT-Infrastruktur (w/m) (80% - 100%),Berner Kantonalbank AG,Bern-Liebefeld,Team Head of IT Infrastructure (m / f) (80% - 100%),N,Bern
Agile Java Software Engineer 80-100%,SIX Group AG,Biel,Agile Java Software Engineer 80-100%,N,Bern
Application Engineer,Quickline AG,Biel,Application Engineer,N,Bern
Application Operation Manager 80-100%,Quickline AG,Biel,Application Operation Manager 80-100%,N,Bern
Java Software Engineer Debit Online,SIX Payment Services AG,Biel,Java Software Engineer Debit Online,N,Bern
Network Architect,Quickline AG,Biel,Network Architect,N,Bern
Network Development Engineer,Quickline AG,Biel,Network Development Engineer,N,Bern
Scrum Master,SIX Payment Services AG,Biel,Scrum Master,N,Bern
Service Owner Mobile,Quickline AG,Biel,Service Owner Mobile,N,Bern
eCommerce Project Leader (F/M) 100%,Swatch AG,Biel/Bienne,eCommerce Project Leader (F / M) 100%,N,Bern
Full Stack Web Engineer Java,Akros AG,Biel/Bienne,Full Stack Web Engineer Java,N,Bern
IT Digital Services Project Leader 100% (F/M),Swatch AG,Biel/Bienne,IT Digital Services Project Leader 100% (F / M),N,Bern
Software Architect JEE,Akros AG,Biel/Bienne,Software Architect JEE,N,Bern
Software Engineer .NET,Akros AG,Biel/Bienne,Software Engineer .NET,N,Bern
Software Engineer Java,Akros AG,Biel/Bienne,Java Software Engineer,N,Bern
Specialist Datenmanagement,Akros AG,Biel/Bienne,Specialist Data Management,N,Bern
System- und Netzwerkspezialist (m/w),yellowshark AG,Biel/Bienne,System and network specialist (m / f),N,Bern
Test Manager/in,Akros AG,Biel/Bienne,Test Manager / in,N,Bern
Informaticien Industriel,,"Biel/Bienne, Switzerland",Industrial computer,N,Bern
System-Ingenieur (m/w) 100% - Ingénieur système (h/f) 100%,Energie Service Biel/Bienne,Bienne,System-Ingenieur (w / w) 100% - System Engineer (m / f) 100%,N,Bern
PHP Web-Entwickler*in,Intersim AG,Burgdorf,PHP web developer in *,N,Bern
PHP Web-Entwickler*in TYPO3,Intersim AG,Burgdorf,PHP web developer * in TYPO3,N,Bern
"Web & Mobile Frontend Entwickler*in (JavaScript, HTML5, SCSS)",Intersim AG,Burgdorf,"Web & Mobile Frontend Developer * in (JavaScript, HTML5, SCSS)",N,Bern
LERNENDE/R INFORMATIKER/IN EFZ - FACHRICHTUNG SYSTEMTECHNIK,LAN Computer Systems AG,CH 2502 Biel/Bienne,LEARNING / R Computer / IN EFZ - MULTIPLE DIRECTION SYSTEM TECHNOLOGY,N,Bern
Netzwerk Administrator (80 - 100%),,CH 2504 Biel/Bienne,Network administrator (80 - 100%),N,Bern
SENIOR FRONTEND / WEB DEVELOPER 80 - 100%,DV Bern AG,CH 3000 Bern 22,SENIOR FRONT END / WEB DEVELOPER 80-100%,N,Bern
SENIOR SOFTWARE ENGINEER JAVA 80 - 100%,DV Bern AG,CH 3000 Bern 22,SENIOR SOFTWARE ENGINEER JAVA 80-100%,N,Bern
SOFTWARE ENGINEER JAVA 80 - 100%,DV Bern AG,CH 3000 Bern 22,SOFTWARE ENGINEER JAVA 80-100%,N,Bern
System Engineer Network & Security 100%,DV Bern AG,CH 3000 Bern 22,System Engineer Network & Security 100%,N,Bern
Data Analyst 80-100%,Comfone AG,CH 3006 Bern,Data Analyst 80-100%,N,Bern
Entwickler/-in MS Dynamics BC,fox data GmbH,CH 3006 Bern,Developer / -in MS Dynamics BC,N,Bern
Full Stack Software Developer,Comfone AG,CH 3006 Bern,Full Stack Software Developer,N,Bern
React Developer,Comfone AG,CH 3006 Bern,React Developer,N,Bern
Software Developer (m / f) 80-100%,Comfone AG,CH 3006 Bern,Software Developer (m / f) 80-100%,N,Bern
Web Developer (m / f) 80-100%,Comfone AG,CH 3006 Bern,Web Developer (m / f) 80-100%,N,Bern
(Senior) Security Consultant Assurances sociales (80-100%),Redguard AG,CH 3007 Bern,(Senior) Consultant Social Security Insurance (80-100%),N,Bern
(Senior) Security Consultant Sozialversicherungen (80-100%),Redguard AG,CH 3007 Bern,(Senior) Consultant social security (80-100%),N,Bern
Security Consultant (60-100%),Redguard AG,CH 3007 Bern,Security Consultant (60-100%),N,Bern
Security Consultant Datenschutz (80-100%),Redguard AG,CH 3007 Bern,Security Consultant Notice (80-100%),N,Bern
"Senior Linux System Engineer (m/w), 80-100%",,CH 3007 Bern,"Senior Linux System Engineer (m / w), 80-100%",N,Bern
Senior Security Consultant (80-100%),Redguard AG,CH 3007 Bern,Senior Security Consultant (80-100%),N,Bern
Cloud Transformation Developer (m/w) 80 -100%,SmartIT Services AG,CH 3008 Bern,Cloud transformation Developer (m / w) 80% -100,N,Bern
LEAD NETWORK ENGINEER (m/w),,CH 3008 Bern,LEAD NETWORK ENGINEER (m / w),N,Bern
Senior Java-Entwickler/in (80 - 100%),BEGASOFT AG,CH 3008 Bern,Senior Java Developer / in (80 - 100%),N,Bern
Senior Software Engineer / Architekt (m/w),Glaux Soft AG,CH 3008 Bern,Senior Software Engineer / Architect (m / f),N,Bern
Senior Software Entwickler R&D,Glaux Soft AG,CH 3008 Bern,Senior Software Developer R & D,N,Bern
Consultant SAP Controlling / Projektsystem (80-100%),,CH 3011 Bern,Consultant SAP Controlling / Project System (80-100%),N,Bern
Consultant SAP Finance / Controlling / Integration Logistik und Beschaffung (80%-100%),,CH 3011 Bern,Consultant SAP Finance / Controlling / integration logistics and procurement (80% -100%),N,Bern
Consultant SAP S/4HANA Finance / Business Partner (80-100%),,CH 3011 Bern,Consultant SAP S / 4hana Finance / Business Partner (80-100%),N,Bern
"Junior Web-Entwickler mit Fokus .NET (w/m, 80-100%)",comperio.ch AG,CH 3011 Bern,"Junior web developer with a focus .NET (w / m, 80-100%)",N,Bern
SAP Consultant Human Capital Management (80-100%),,CH 3011 Bern,SAP Consultant Human Capital Management (80-100%),N,Bern
SAP Consultant Security / Berechtigungen (80-100%),,CH 3011 Bern,SAP Consultant Security / permissions (80-100%),N,Bern
SAP Consultants (60-100%),,CH 3011 Bern,SAP Consultants (60-100%),N,Bern
SAP Logistics Consultant (80-100%),,CH 3011 Bern,SAP Logistics Consultant (80-100%),N,Bern
SAP Technology Consultants und SAP Development Consultants (60-100%),,CH 3011 Bern,SAP Technology Consultants and SAP Development Consultants (60-100%),N,Bern
Senior Consultant SAP Security (80-100%),,CH 3011 Bern,Senior Consultant SAP Security (80-100%),N,Bern
Senior SAP Basis Consultant (60-100%),,CH 3011 Bern,Senior SAP Basis Consultant (60-100%),N,Bern
Senior SAP Consultant Architektur & Integration (w/m) (80-100%),,CH 3011 Bern,Senior SAP Consultant Architecture & Integration (m / f) (80-100%),N,Bern
Senior SAP CRM EntwicklerIn (60-100%),,CH 3011 Bern,Senior SAP CRM EntwicklerIn (60-100%),N,Bern
Senior Software Engineer / Architect (m/w),,CH 3011 Bern,Senior Software Engineer / Architect (m / f),N,Bern
Way-Up-Lehrstelle als Informatiker/in EFZ Systemtechnik,,CH 3011 Bern,Way-up apprenticeship as a computer scientist / EFZ System Technology,N,Bern
(Junior)-Entwickler/-in MS dynamics NAV,Data Dynamic AG,CH 3012 Bern,(Junior) developer / -in MS dynamics NAV,N,Bern
Agiler Java Software Developer (m/w),Bedag Informatik AG,CH 3012 Bern,Agile Java Software Developer (m / f),N,Bern
"GUI/Client oder WS-, Spring-, .NET Entwickler",,CH 3012 Bern,"GUI / client or WS, jumping, .NET developers",N,Bern
Informatiker EFZ (m/w/d) 60%,Hogrefe AG,CH 3012 Bern,Computer EFZ (m / w / d) 60%,N,Bern
Java Software Developer (m/w),Bedag Informatik AG,CH 3012 Bern,Java Software Developer (m / f),N,Bern
Java Software Developer (m/w),Bedag Informatik AG,CH 3012 Bern,Java Software Developer (m / f),N,Bern
Lead Software-Developer (m/w),Bedag Informatik AG,CH 3012 Bern,Lead Software Developer (m / f),N,Bern
Medien & Videoproduktion Praktikum - 100% für 6-12 Wochen,,CH 3012 Bern,Media & Video Production Internship - 100% for 6-12 weeks,N,Bern
Professional Software Developer .NET (m/w),Bedag Informatik AG,CH 3012 Bern,Professional Software Developer .NET (m / w),N,Bern
Security Engineer (m/w),Bedag Informatik AG,CH 3012 Bern,Security Engineer (m / f),N,Bern
Senior Software Developer Java (m/w),Bedag Informatik AG,CH 3012 Bern,Senior Software Developer Java (m / w),N,Bern
Senior System Specialist SAP-Basis (m/w),Bedag Informatik AG,CH 3012 Bern,Senior System Specialist SAP Basis (m / w),N,Bern
Software Developer (m/w),Bedag Informatik AG,CH 3012 Bern,Software Developer (m / f),N,Bern
Software Development Engineer im Testing (m/w),Bedag Informatik AG,CH 3012 Bern,Software Development Engineer in Testing (m / f),N,Bern
System Architekt,,CH 3012 Bern,system architect,N,Bern
Lehrstelle als ICT-Fachfrau/mann EFZ,Technische Fachschule Bern,CH 3013 Bern,Apprenticeship as an ICT specialist / man EFZ,N,Bern
Lehrstelle als Informatiker/in EFZ Betriebsinformatik mit BM,Technische Fachschule Bern,CH 3013 Bern,Apprenticeship as / in EFZ operating computer science with BM,N,Bern
Lehrstelle Informatiker/in EFZ Way-Up mit Fachrichtung Applikationsentwicklung (2-jährige Ausbildung) ab August 2020,4teamwork AG,CH 3013 Bern,Apprenticeship computer / EFZ Way-up specializing in application development (2-year training) from August 2020,N,Bern
Senior PHP Developer (80-100%),,CH 3013 Bern,Senior PHP Developer (80-100%),N,Bern
ICT Fachspezialist/in Datenmanagement (80 - 100%),Youtility AG,CH 3014 Bern,ICT Specialist / in management data (80 - 100%),N,Bern
SAP Junior Development,TeamWork Schweiz AG,CH 3014 Bern,SAP Junior Development,N,Bern
SAP Senior Development,TeamWork Schweiz AG,CH 3014 Bern,SAP Senior Development,N,Bern
SAP Senior Finance Consultant,TeamWork Schweiz AG,CH 3014 Bern,SAP Senior Finance Consultant,N,Bern
Senior Entwickler/-in Backend oder Full Stack,,CH 3018 Bern,Senior Developer / -in backend or Full Stack,N,Bern
Senior Frontend Entwickler/-in,,CH 3018 Bern,Senior Front End Developer / -in,N,Bern
Systemadministrator/-in Linux,,CH 3018 Bern,System Administrator / -in Linux,N,Bern
WordPress Entwickler/-in,,CH 3018 Bern,WordPress developer / -in,N,Bern
Spring/Angular Entwickler/-in Professional/Senior,,CH 3027 Bern,Spring / Angular developer / -in Professional / Senior,N,Bern
Software Developer Back-End,Bucher + Suter AG,CH 3048 Worblaufen,Software Developer backend,N,Bern
Software Developer Front-End,Bucher + Suter AG,CH 3048 Worblaufen,Software Developer Front End,N,Bern
Solution Architect Cisco CC,Bucher + Suter AG,CH 3048 Worblaufen,Solution Architect Cisco CC,N,Bern
.NET Software Engineer (m/w/d) 80-100%,Xovis AG,CH 3052 Zollikofen,.NET Software Engineer (m / w / d) 80-100%,N,Bern
Java Software Engineer (m/w/d) 80-100%,Xovis AG,CH 3052 Zollikofen,Java Software Engineer (m / f / d) 80-100%,N,Bern
Solution Engineer (m/w) 100%,ImageWare AG,CH 3063 Ittigen,Solution Engineer (m / w) 100%,N,Bern
Junior .NET Software Ingenieur (m/w),,CH 3072 Ostermundigen,Junior .NET Software Engineer (m / f),N,Bern
Professional .NET Software Ingenieur (m/w),,CH 3072 Ostermundigen,Professional .NET Software Engineer (m / f),N,Bern
SCHNUPPERTAG FÜR INFORMATIKER/INNEN!,Edorex AG,CH 3072 Ostermundigen,TRIAL for computer / INSIDE!,N,Bern
SOFTWARE ENTWICKLUNG,Edorex AG,CH 3072 Ostermundigen,SOFTWARE DEVELOPMENT,N,Bern
SOFTWAREENTWICKLUNG WEB,Edorex AG,CH 3072 Ostermundigen,SOFTWARE DEVELOPMENT WEB,N,Bern
Web Frontend Entwickler,,CH 3072 Ostermundigen,Web Front End Developer,N,Bern
2-3 SW-Engineers,Future IT GmbH,CH 3073 Gümligen,2-3 SW Engineers,N,Bern
4-5 Software Engineers,Future IT GmbH,CH 3073 Gümligen,4-5 Engineers Software,N,Bern
Application Engineer Java,Future IT GmbH,CH 3073 Gümligen,Application Engineer Java,N,Bern
Application Engineer Microsoft SharePoint,ADVIS AG,CH 3073 Gümligen,Application Engineer Microsoft SharePoint,N,Bern
Application Engineer mit Schwerpunkt Frontend,Future IT GmbH,CH 3073 Gümligen,Application Engineer with a focus on frontend,N,Bern
IT-Ingenieur,Future IT GmbH,CH 3073 Gümligen,IT engineer,N,Bern
Jun./Prof. Entwickler im Big Data Umfeld,Future IT GmbH,CH 3073 Gümligen,Jun./Prof. Developers in Big Data environment,N,Bern
Prof. / Sen. Software Engineer für Cloud-Stack Projekt,Future IT GmbH,CH 3073 Gümligen,Prof. / Sen. Software Engineer for cloud stack project,N,Bern
Prof. / Sen. Software Entwickler im Big Data Bereich,Future IT GmbH,CH 3073 Gümligen,Prof. / Sen. software developer in the area of ​​Big Data,N,Bern
Senior Software Engineer .NET,ADVIS AG,CH 3073 Gümligen,Senior Software Engineer .NET,N,Bern
Software Engineer O365 und Azure,ADVIS AG,CH 3073 Gümligen,Software Engineer O365 and Azure,N,Bern
Software-Entwickler/in,foresite AG,CH 3073 Gümligen,Software Developer / in,N,Bern
Testmanager/Testautomatisierer,Future IT GmbH,CH 3073 Gümligen,Test Manager / Testautomatisierer,N,Bern
Informatiker (m/w),,CH 3074 Muri bei Bern,(M / w),N,Bern
Informatiker (m/w/d) 2nd-Level-Support klinische IT-Systeme,Meierhofer Schweiz AG,CH 3097 Liebefeld,(M / w / d) 2nd level support clinical IT systems,N,Bern
Hardware Test Engineer m/w 80 - 100 %,Haag-Streit AG,CH 3098 Köniz,Hardware Test Engineer m / w 80 to 100%,N,Bern
Web-Entwickler Joomla! / WordPress (m/w) 80-100% in Bern,,CH 3098 Köniz,Web developers Joomla! / Word Press (m / w) 80-100% in Bern,N,Bern
Lehrstelle Informatiker EFZ,Unico Data AG,CH 3110 Münsingen,Apprenticeship computer EFZ,N,Bern
Softwareentwickler .NET (m/w),Insys Industriesysteme AG,CH 3110 Münsingen,Software developers .NET (m / w),N,Bern
System Engineer Network & Firewall,Unico Data AG,CH 3110 Münsingen,System Engineer Network & Firewall,N,Bern
Webentwickler/in 80 - 100%,,CH 3113 Rubigen,Web Developer / in 80-100%,N,Bern
Informatiker (m/w) Fachrichtung Applikationsentwicklung 100 %,Delemed AG,CH 3122 Kehrsatz,(M / w) multiple application development direction 100%,N,Bern
Software Entwickler (m/w) 100 %,Delemed AG,CH 3122 Kehrsatz,Software Developer (m / w) 100%,N,Bern
Network/System Engineer,MST Systemtechnik AG,CH 3123 Belp,Network / System Engineer,N,Bern
Senior-Backend Developer PHP (w/m) 80 - 100%,MST Systemtechnik AG,CH 3123 Belp,Senior backend Developer PHP (w / w) 80-100%,N,Bern
Junior Java-Entwickler,AareNet AG,CH 3172 Niederwangen bei Bern,Junior Java Developer,N,Bern
Senior C++-Entwickler,AareNet AG,CH 3172 Niederwangen bei Bern,Senior C ++ - dev,N,Bern
Senior Java-Entwickler,AareNet AG,CH 3172 Niederwangen bei Bern,Senior Java Developers,N,Bern
Developer .NET Master Data Management (w/m),Pharmatic AG,CH 3176 Neuenegg,Developer .NET Master Data Management (m / f),N,Bern
Migration specialist / Developer SQL Server Database (w/m),Pharmatic AG,CH 3176 Neuenegg,Migration specialist / Developer SQL Server Database (w / m),N,Bern
Fullstack Software Engineer Web/Java (m/w/d) 80-100%,openconcept AG,CH 3250 Lyss,Full Stack Software Engineer Web / Java (m / w / d) 80-100%,N,Bern
Software Engineer .NET/C# (m/f),Selectron Systems AG,CH 3250 Lyss,Software Engineer .NET / C # (m / f),N,Bern
Abacus Consultant/in 80-100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Abacus Consultant / in 80-100%,N,Bern
Abacus Consultant/in mit Schwerpunkt technische Applikationen 80-100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Abacus Consultant / in technical applications focusing 80-100%,N,Bern
Berater/in Abacus Lohn/HR 80-100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Consultant / Abacus in wage / HR 80-100%,N,Bern
Beraterin/Berater Abacus AbaImmo 80-100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Consultant / Consultant Abacus AbaImmo 80-100%,N,Bern
Junior Abacus Berater/in 80-100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Junior Abacus consultants / in 80-100%,N,Bern
Software Berater/in und Supporter/in is-e 100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Software Consultant / in and Supporter / in is-e 100%,N,Bern
Software Berater/in und Supporter/in nest Gebührenwesen 80-100%,Talus Informatik AG,CH 3266 Wiler b. Seedorf,Software Consultant / in and Supporter / in nest fees being 80-100%,N,Bern
Full Stack Developer/In 80% - 100%,Multimedia Networks AG,CH 3312 Fraubrunnen,Full Stack Developer / in 80% - 100%,N,Bern
"eine/n Full Stack Developer (m/w, 80 - 100%)",,CH 3322 Urtenen-Schönbühl,a / n full stack Developer (m / w 80 - 100%),N,Bern
"eine/n Software Developer Dynamics NAV & BC (m/w, 80 - 100%)",,CH 3322 Urtenen-Schönbühl,a / n Software Developer Dynamics NAV & BC (m / w 80 - 100%),N,Bern
"Informatiker/ -in EFZ Systemtechnik, (DE)",BNC Business Network Communications AG,CH 3322 Urtenen-Schönbühl,Computer / -in EFZ system technique (DE),N,Bern
"Informatiker/ -in EFZ Systemtechnik, (DE)",BNC Business Network Communications AG,CH 3322 Urtenen-Schönbühl,Computer / -in EFZ system technique (DE),N,Bern
"Junior Systems Engineer Networks & Security (w/m), (DE)",BNC Business Network Communications AG,CH 3322 Urtenen-Schönbühl,"Junior Systems Engineer Networks & Security (w / m), (DE)",N,Bern
"Storage & Virtualization Engineer (w/m), 80 - 100 % (DE)",BNC Business Network Communications AG,CH 3322 Urtenen-Schönbühl,"Storage Virtualization & Engineer (w / m), 80-100% (DE)",N,Bern
"Systems Engineer Network (w/m), 100 % (DE)",BNC Business Network Communications AG,CH 3322 Urtenen-Schönbühl,"Network Systems Engineer (m / f), 100% (DE)",N,Bern
"Systems Engineer Security (w/m), 80 - 100 % (DE)",BNC Business Network Communications AG,CH 3322 Urtenen-Schönbühl,"Systems Engineer Security (w / m), 80-100% (DE)",N,Bern
Customer Supporter/in und Softwareentwickler/in im Open Source Umfeld (30-80%),,CH 3400 Burgdorf,Customer Supporter / in and software developers / in the open source environment (30-80%),N,Bern
Spezialist BI 50-100% (m/w),,CH 3422 Kirchberg BE,BI specialist 50-100% (w / w),N,Bern
Applikations-Entwickler/in,plain it AG,CH 3600 Thun,Application Developer / in,N,Bern
Full Stack Web Entwickler/in 100%,Comvation AG,CH 3600 Thun,Full Stack Web Developer / in 100%,N,Bern
Software-Entwickler (m/w/d),PREDATA AG,CH 3600 Thun,Software Developer (m / w / d),N,Bern
User Experience Architect w/m,plain it AG,CH 3600 Thun,User Experience Architect w / m,N,Bern
IT-Consultant Office 365 (80-100%),Nexplore AG,CH 3645 Gwatt (Thun),IT Consultant Office 365 (80-100%),N,Bern
Senior SharePoint & Office 365 Developer,Nexplore AG,CH 3645 Gwatt (Thun),Senior SharePoint & Office 365 Developer,N,Bern
Senior Software Entwickler/in,Schneider Software AG,CH 3645 Thun-Gwatt,Senior Software Developer / in,N,Bern
