Description,Employer,Location,Translation,Multiple,State
STRATEGIC ACCOUNT MANAGER (m/w),DataStore AG,Spreitenbach,STRATEGIC ACCOUNT MANAGER (m/w),N,Schwyz
"ECM Application Engineer (m/w/d), Suhr",,Suhr,"ECM Application Engineer (m/w/d), Suhr",N,Aargau
ECM Application Engineer m/w/d,"Mensch und Maschine Schweiz AG, Standort Suhr",Suhr,ECM Application Engineer m/w/d,N,Aargau
Projektleiter/Consultant Qualitätsmanagement-Software (80%),new-win SW Solutions AG,Suhr,Project Manager / Consultant Quality Management Software (80%),N,Aargau
IT Solution Consultant (100%),,Suhr / Aargau,IT Solution Consultant (100%),N,Aargau
Applikationsentwickler Visualisierung (80 - 100%),Pixy AG,Turgi,Visualization application developers (80 - 100%),N,Aargau
Software Engineer C++/Qt (80-100 %),Pixy AG,Turgi,Software Engineer C++/Qt (80-100 %),N,Aargau
Software Entwickler C# m/w,WEY Technology AG,Unterengstringen,Software Developer C # m / f,N,Zurich
System technician (m/w),WEY Technology AG,Unterengstringen,System technician (m/w),N,Zurich
Informatik: MS Dynamics NAV Spezialist 80-100%,Doppelleu Boxer AG,Winterthur,Computer science: MS Dynamics NAV Specialist 80-100%,N,Zurich
Cloud Engineer Google G Suite 100% (w/m),Ringier AG,Zofingen,Cloud Engineer Google G Suite 100% (w/m),N,Aargau
ICT System Specialist / System Engineer,Art of Work Personalberatung AG,Zürich,ICT System Specialist / System Engineer,N,Zurich
IT & Business Engineer/Business Analyst (80-100%),SIX Payment Services AG,Zürich,IT & Business Engineer/Business Analyst (80-100%),N,Zurich
Junior IT SystemtechnikerIn Betreuung und Support unserer Kunden,Lothal Datentechnik & Partner AG,Zürich,Junior IT system technician care and support of our customers,N,Zurich
Qualitätsmanager (w/m),CISTEC AG,Zürich,Quality Manager (w / m),N,Zurich
Security Engineer - HSM Product Owner,SIX Payment Services AG,Zürich,Security Engineer - HSM Product Owner,N,Zurich
Senior Project Manager - Financial Services,SIX Payment Services AG,Zürich,Senior Project Manager - Financial Services,N,Zurich
