Description,Employer,Location,Translation,Multiple,State
Software-Entwickler .NET / Industrie 4.0,,CH 9500 Wil,Software Developer .NET / Industry 4.0,N,Sankt Gallen
"Software-Entwickler/in Java, Docker & Cloud",,CH 9500 Wil,"Software Developer / Java, Docker & Cloud",N,Sankt Gallen
Web-Applikationsentwickler/in,,CH 9500 Wil,Web application developer / in,N,Sankt Gallen
Sales Development Representative (m/w/d) in Köln - Vollzeit,,CH 9500 Wil SG,Sales Development Representative (m / w / d) in Cologne - full-time,N,Sankt Gallen
Informatiker,,CH 9545 Wängi,computer scientist,N,Thurgau
Application Manager (m/w/ ) Leit und Echtzeitsysteme 100 %,ATRON Systems AG,CH 9552 Bronschhofen,Application Manager (m / f /) Leit and real-time systems 100%,N,Sankt Gallen
Entwicklungsingenieur Mechanik FH (m/w),CEKAtec AG,CH 9630 Wattwil,Mechanical Engineer FH (m / w),N,Sankt Gallen
Software Entwickler (m/w/d) im Bereich Natural Langugage Pipeline,3M (Schweiz) GmbH,"CH, Kreuzlingen, Thurgau",Software developers (m / w / d) in the range Natural pipeline langugage,N,Thurgau
ERP Specialist 100%,QMEDICS AG,Flurlingen,ERP Specialist 100%,N,Zurich
ERP Spezialist 100%,QMEDICS AG,Flurlingen,ERP Specialist 100%,N,Zurich
3D Artist (m/w/d),,Frauenfeld,3D Artist (m / w / d),N,Thurgau
Applikationsingenieur für Automatisierung / Vision (m/w),B&R Industrie-Automation AG,Frauenfeld,Application Engineer for Automation / Vision (m / f),N,Thurgau
CIO Assistent/in,,Frauenfeld,CIO assistant / in,N,Thurgau
Entwicklungsingenieur Hardware (m/w/d),,Frauenfeld,Hardware Engineer (m / w / d),N,Thurgau
Full-Stack-Entwickler (m/w),B&R Industrie-Automation AG,Frauenfeld,Full-Stack Developer (m / f),N,Thurgau
Web Developer (m/w),B&R Industrie-Automation AG,Frauenfeld,Web Developer (m / f),N,Thurgau
Mediamatiker/Systemtechniker m/w 100%,Root-Service AG,Frauenfeld/Thurgau,Mediamatiker / System technician m / w 100%,N,Thurgau
Business Application Manager (m/w),Glarner Kantonalbank,Glarus,Business Application Manager (m / f),N,Glarus
Data Scientist (m/w),Glarner Kantonalbank,Glarus,Data Scientist (m / f),N,Glarus
Digital Solution Architect (w/m),Pius Schäfler AG,Gossau,Digital Solution Architect (f / m),N,Sankt Gallen
Informatiker EFZ | Systemtechniker (m/w),Blumer Lehmann AG,Gossau,Computer EFZ | System (m / w),N,Sankt Gallen
Software Engineer (m/w/d),Migros-Genossenschafts-Bund,Gossau,Software Engineer (m / w / d),N,Sankt Gallen
C++ Software Engineer (f/m),Leica Geosystems AG,Heerbrugg,C ++ software engineer (f / m),N,Sankt Gallen
C++ Software Engineer (f/m) for High End Surveying Solutions,Leica Geosystems AG,Heerbrugg,C ++ Software Engineer (f / m) for High End Surveying Solutions,N,Sankt Gallen
Computer Vision Expert C++ (f/m),Leica Geosystems AG,Heerbrugg,Computer Vision Expert C ++ (f / m),N,Sankt Gallen
Data Scientist (f/m),Hexagon Technology Center GmbH,Heerbrugg,Data Scientist (f / m),N,Sankt Gallen
Entwicklungsingenieur (m/w) für opto-mechanische Systeme,Leica Geosystems AG,Heerbrugg,Engineer (m / w) for opto-mechanical systems,N,Sankt Gallen
Intern (m/f/d) Software Development,Leica Geosystems AG,Heerbrugg,Intern (m / f / d) Software Development,N,Sankt Gallen
Mobile Software Engineer (m/f/d),Leica Geosystems AG,Heerbrugg,Mobile Software Engineer (m / f / d),N,Sankt Gallen
Praktikum / Internship Software Engineering / Informatik,Leica Geosystems AG,Heerbrugg,Internship / Internship Software Engineering / computer science,N,Sankt Gallen
Projekt Manager (w/m) Software,Leica Geosystems AG,Heerbrugg,Project Manager (m / f) Software,N,Sankt Gallen
SAP Application Engineer (w/m) mit Fokus auf SD/CS,Leica Geosystems AG,Heerbrugg,SAP Application Engineer (m / f) with focus on SD / CS,N,Sankt Gallen
SAP Berechtigungsspezialist (m/w),,Heerbrugg,SAP authorization (m / w),N,Sankt Gallen
SAP Modulbetreuer Bereich SD/CRM (m/w),,Heerbrugg,SAP Modulbetreuer area SD / CRM (m / w),N,Sankt Gallen
Software Engineer (f/m) for Machine Control,Leica Geosystems AG,Heerbrugg,Software Engineer (f / m) for Machine Control,N,Sankt Gallen
System Engineer/SAP Basis (m/w),,Heerbrugg,System Engineer / SAP Basis (m / w),N,Sankt Gallen
Global ICT Engineer (m/w),Metrohm AG,Herisau,Global ICT Engineer (m / f),N,Appenzell Ausserrhoden
ICT System Engineer (m/w),Schweizerische Südostbahn AG,Herisau,ICT System Engineer (m / f),N,Appenzell Ausserrhoden
Junior Software Entwickler (w/m) 80-100%,GEOINFO AG,Herisau,Junior Software Developer (f / m) 80-100%,N,Appenzell Ausserrhoden
Linux Systemadministrator (w/m) 80-100%,GEOINFO AG,Herisau,Linux System Administrator (m / w) 80-100%,N,Appenzell Ausserrhoden
RF Development Engineer (12 months),Huber+Suhner AG,Herisau,RF Development Engineer (12 months),N,Appenzell Ausserrhoden
IT Security Analyst/Penetration Tester (m/w),,Jona,IT Security Analyst / Penetration Tester (m / f),N,Sankt Gallen
Business Application Specialist ERP und CRM 100% (m/w),Ifolor AG,Kreuzlingen,Business Application Specialist ERP and CRM 100% (w / w),N,Thurgau
Inhouse Consultant SAP BW/BO (d/m/w),Strellson AG,Kreuzlingen,House consultant SAP BW / BO (d / m / f),N,Thurgau
IT Services Supporter (d/m/w),Strellson AG,Kreuzlingen,IT Services Supporter (d / m / w),N,Thurgau
RoR - Ruby on Rails Entwickler (w/m) in Teilzeit oder Vollzeit.,IWAG Distribution AG,Kreuzlingen,RoR - Ruby on Rails Developer (f / m) in part-time or full-time.,N,Thurgau
SAP Developer ABAP (d/m/w),Strellson AG,Kreuzlingen,SAP Developer ABAP (d / m / f),N,Thurgau
Software Entwickler C# m/w 80-100%,Securiton AG,Mels,Software Developer C # m / f 80-100%,N,Sankt Gallen
SAP Authorizations & Security Consultant,Dipl. Ing. Fust AG,Oberbüren,SAP Authorizations & Security Consultant,N,Sankt Gallen
Senior Inhouse Consultant SD/ CS,Dipl. Ing. Fust AG,Oberbüren SG,Senior Inhouse Consultant SD / CS,N,Sankt Gallen
PHP or Full-Stack Developer (m/f),bexio AG,Rapperswil,PHP or full-stack Developer (m / f),N,Sankt Gallen
UX Designer 80 - 100%,bexio AG,Rapperswil,UX Designer 80-100%,N,Sankt Gallen
Systemtechniker als Kundenbetreuer (Nr. 200),Trio Personal E. Stevanin GmbH,Raum Wil,System technician as customer service (no. 200),N,Sankt Gallen
Frontend Developer (m/w),Consult & Pepper AG,Region Ostschweiz,Frontend Developer (m / f),Y,Multiple
Professional Software Developer (m/w),Consult & Pepper AG,Region Ostschweiz,Professional Software Developer (m / f),Y,Multiple
Senior Software Engineer mit fachlicher Verantwortung (m/w),Consult & Pepper AG,Region Ostschweiz,Senior Software Engineer with professional responsibility (m / f),Y,Multiple
Hardware EntwicklerIn VHDL/FPGA 80-100%,Novotec Engineering AG,Region Zürich,Hardware EntwicklerIn VHDL / FPGA 80-100%,N,Zurich
Java Software Engineer 80-100%,Novotec Engineering AG,Region Zürich,Java Software Engineer 80-100%,N,Zurich
Consultant SAP HCM / Payroll (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Consultant SAP HCM / Payroll (w / m / d),N,Schaffhausen
Consultant SAP Time Management (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Consultant SAP Time Management (w / m / d),N,Schaffhausen
Junior SAP Payroll Consultant (m/w/d),HR Campus AG,Region Zürich / Schaffhausen,Junior SAP Payroll Consultant (m / w / d),N,Schaffhausen
Payroll SAP Specialist in Shared Services Center (w/m/d),HR Campus AG,Region Zürich / Schaffhausen,Payroll SAP Specialist in Shared Services Center (w / m / d),N,Schaffhausen
"Entwicklungsingenieur (FH / ETH) Maschinenbau, Systemtechnik",,Rorschach,"Engineer (FH / ETH) Machine, Systems Technology",N,Sankt Gallen
Application Developer Java (m/w/d),,Sankt Gallen,Application Developer Java (m / w / d),N,Sankt Gallen
Application Developer PHP (m/w/d),,Sankt Gallen,Application Developer PHP (m / w / d),N,Sankt Gallen
Full Stack Developer (m/w/d),,Sankt Gallen,Full Stack Developer (m / w / d),N,Sankt Gallen
SAP ERP Consultant (m/w/d),,Sankt Gallen,SAP ERP Consultant (m / w / d),N,Sankt Gallen
Senior Frontend Engineer (m/w/d),,Sankt Gallen,Senior Engineer front end (f / m / d),N,Sankt Gallen
IT Software Specialist - Systembetreuung / IT-Support 100%%,ALDI SUISSE AG,Schwarzenbach,IT Software Specialist - System Support / IT support 100 %%,N,Zurich
IT Spezialist Hardware & Systems 100%%,ALDI SUISSE AG,Schwarzenbach,IT specialist Hardware & Systems 100 %%,N,Zurich
Applikations-Entwickler Junior (m/w) in St. Gallen,INFOGATE AG,St. Gallen,Application developers Junior (m / w) in St. Gallen,N,Sankt Gallen
Applikationsmanager Digital Government (m/w) ab 80%,Abraxas Informatik AG,St. Gallen,Application Manager Digital Government (m / w) 80%,N,Sankt Gallen
Frontend Developer / Engineer in St. Gallen (m/w),Adcubum AG,St. Gallen,Frontend Developer / Engineer in St. Gallen (m / f),N,Sankt Gallen
Frontend Engineer (m/w),Abraxas Informatik AG,St. Gallen,Frontend Engineer (m / f),N,Sankt Gallen
Java Senior Software Engineer 80-100% - St. Gallen,Adcubum AG,St. Gallen,Java Senior Software Engineer 80-100% - St. Gallen,N,Sankt Gallen
Java Senior Software Engineer 80-100% - St. Gallen,Adcubum AG,St. Gallen,Java Senior Software Engineer 80-100% - St. Gallen,N,Sankt Gallen
Java Software Engineer im Bereich In-/Exkasso,Adcubum AG,St. Gallen,Java Software Engineer in the collection / disbursement,N,Sankt Gallen
Java Software Engineer im Bereich In-/Exkasso,Adcubum AG,St. Gallen,Java Software Engineer in the collection / disbursement,N,Sankt Gallen
Java Software Engineer im Bereich In-/Exkasso,Adcubum AG,St. Gallen,Java Software Engineer in the collection / disbursement,N,Sankt Gallen
Java Software Engineer in St. Gallen,Adcubum AG,St. Gallen,Java Software Engineer in St. Gallen,N,Sankt Gallen
Java Software Engineer in St. Gallen,Adcubum AG,St. Gallen,Java Software Engineer in St. Gallen,N,Sankt Gallen
Junior SAP Basis Administrator,UMB AG,St. Gallen,Junior SAP Basis Administrator,N,Sankt Gallen
Lehrperson für die Grundbildung Informatiker/in EFZ in St. Gallen,,St. Gallen,Teachers for basic education Computer / EFZ in St. Gallen,N,Sankt Gallen
Praktikant Software Engineering . 6+ Monate.,Namics AG,St. Gallen,Intern Software Engineering. 6+ months.,N,Sankt Gallen
Schnupperlehren als Informatiker/in,Abraxas Informatik AG,St. Gallen,Trial apprenticeships as a computer scientist / in,N,Sankt Gallen
Senior Berater (m/w/d) Finance-Software,GUS Schweiz AG,St. Gallen,Senior Consultant (m / w / d) Finance Software,N,Sankt Gallen
Senior Java Software Engineer,Adcubum AG,St. Gallen,Senior Java Software Engineer,N,Sankt Gallen
Senior Java Software Engineer,Adcubum AG,St. Gallen,Senior Java Software Engineer,N,Sankt Gallen
Software Engineer Avaloq (Fokus Anlegen) 80 - 100% (w/m),St.Galler Kantonalbank,St. Gallen,Avaloq Software Engineer (Focus Create) from 80 to 100% (w / w),N,Sankt Gallen
Software Engineer Java . 80-100%.,Namics AG,St. Gallen,Software Engineer Java. 80-100%.,N,Sankt Gallen
Software Engineer. Berufseinsteiger . 80-100%.,Namics AG,St. Gallen,Software Engineer. Young professionals. 80-100%.,N,Sankt Gallen
Solution Architekt (m/w),Abraxas Informatik AG,St. Gallen,Solution Architect (m / f),N,Sankt Gallen
System- und Application / DevOps Engineer - St. Gallen,Adcubum AG,St. Gallen,System and application / DevOps Engineer - St. Gallen,N,Sankt Gallen
UX Lead / Principal Experience Designer . 80-100%.,Namics AG,St. Gallen,UX Lead / Principal experience designers. 80-100%.,N,Sankt Gallen
Frontend-Entwickler (m/w),,St.Gallen,Frontend Developer (m / f),N,Sankt Gallen
Software Engineer Java*. 80-100%.,Namics AG,St.Gallen,Software Engineer Java *. 80-100%.,N,Sankt Gallen
SPS Software Entwicklungsingenieur (w/m/d) 100%,Freestar-People AG,St.Gallen Rheintal,PLC software development engineer (w / m / d) 100%,N,Sankt Gallen
Senior Spezialist/in Informationssicherheit,Thurgauer Kantonalbank,Weinfelden,Senior Specialist / in Information Security,N,Thurgau
Software Engineer Java (w/m),dormakaba Schweiz AG,Wetzikon,Software Engineer Java (w / m),N,Zurich
Software Entwickler/in im Mobile Umfeld 100% (w/m),dormakaba Schweiz AG,Wetzikon,Software Developer / in the Mobile environment 100% (w / w),N,Zurich
Testmanager/in 100% (w/m),dormakaba Schweiz AG,Wetzikon,Test Manager / in 100% (w / m),N,Zurich
