Currency,Pricing,Number of rooms,Appt Size,Address,Place,Kanton,Region,Language,Secondary
CHF,1100,1,0,"Kleinhüningerstrasse 87, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1120,2,53,"Klybeckstrasse 18, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1170,2,54,"Sperrstrasse 69, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1180,2,52,"Kleinhüningerstrasse 210, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1190,2,50,"Kleinhüningerstrasse 87, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1190,2,0,"Efringerstrasse 15, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1190,2,0,"Schlossgasse 15, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1210,2,0,"Amerbachstrasse 109, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1220,2,45,"Amerbachstrasse 64, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1225,2,53,"Wiesenstrasse 21, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1240,2,0,"Drahtzugstrasse 34, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1250,2,0,"Amerbachstrasse 45, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1275,2,52,"Feldbergstrasse 63, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1290,2,49,"Klybeckstrasse 69, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1370,2,51,"Müllheimerstrasse 53A, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1370,2,0,"Hammerstrasse 139, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1430,2,43,"Markgraeflerstrasse 3, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1450,2,57,"Sperrstrasse 45, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1460,2,55,"Amerbachstr. 89, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1500,2,53,"Erasmusplatz 10, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1650,1.5,54,"Klybeckstrasse 190, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,62,"Markgräflerstrasse 1, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,57,"Klybeckstrasse 170, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,0,"Klybeckstrasse 170, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,0,"Markgräflerstrasse 1, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,854,1,32,"Fasanenstr. 150, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,864,1,32,"Fasanenstr. 150, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,914,1,32,"Schorenweg 40, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,914,1,32,"Schorenweg 40, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,990,1.5,0,"Maulbeerstrasse 4, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1020,1,0,"Mattenstrasse 55, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1035,1,27,"Rheinfelderstrasse 8, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1130,2,59,"Waldshuterstr. 10, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1290,2,49,"Klybeckstrasse 69, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1370,2,51,"Müllheimerstrasse 53A, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1370,2,0,"Hammerstrasse 139, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1430,2,43,"Markgraeflerstrasse 3, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1450,2,57,"Sperrstrasse 45, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1460,2,55,"Amerbachstr. 89, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1500,2,53,"Erasmusplatz 10, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1650,1.5,54,"Klybeckstrasse 190, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,62,"Markgräflerstrasse 1, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,57,"Klybeckstrasse 170, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,0,"Klybeckstrasse 170, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,0,"Markgräflerstrasse 1, 4057 Basel",Basel,Basel,Middle-North,German,None
CHF,854,1,32,"Fasanenstr. 150, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,864,1,32,"Fasanenstr. 150, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,914,1,32,"Schorenweg 40, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,914,1,32,"Schorenweg 40, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,990,1.5,0,"Maulbeerstrasse 4, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1020,1,0,"Mattenstrasse 55, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1035,1,27,"Rheinfelderstrasse 8, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1130,2,59,"Waldshuterstr. 10, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1170,2,56,"Riehenstrasse 163, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1180,2,52,"Riehenstrasse 165, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1200,1.5,35,"wiesendamm 48, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1240,2,56,"Riehenstrasse 165, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1300,2,59,"Riehenstrasse 163, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1307,1.5,51,"Mattenstrasse 31, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1420,2,49,"Grenzacherstrasse 65, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1455,1.5,51,"Rosentalstr. 17, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1485,1.5,50,"Rosentalstr. 17, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1550,2,50,4058 Basel,Basel,Basel,Middle-North,German,None
CHF,1560,1,55,"Riehentorstrasse 13, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,55,"Riehenring 7, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1695,2,75,"Klingental 1, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1750,2,56,"Claragraben 60, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1850,2,77,"Isteinerstrasse 84, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1980,1,96,"Erlenmattstrasse 12, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1980,1,96,"Erlenmattstrasse 24, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2095,1,99,"Erlenmattstrasse 12, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2095,1,99,"Erlenmattstrasse 24, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2250,2,0,"Rheingasse 25, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1170,2,56,"Riehenstrasse 163, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1180,2,52,"Riehenstrasse 165, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1200,1.5,35,"wiesendamm 48, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1240,2,56,"Riehenstrasse 165, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1300,2,59,"Riehenstrasse 163, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1307,1.5,51,"Mattenstrasse 31, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1420,2,49,"Grenzacherstrasse 65, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1455,1.5,51,"Rosentalstr. 17, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1485,1.5,50,"Rosentalstr. 17, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1550,2,50,4058 Basel,Basel,Basel,Middle-North,German,None
CHF,1560,1,55,"Riehentorstrasse 13, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1690,2,55,"Riehenring 7, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1695,2,75,"Klingental 1, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1750,2,56,"Claragraben 60, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1850,2,77,"Isteinerstrasse 84, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1980,1,96,"Erlenmattstrasse 12, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1980,1,96,"Erlenmattstrasse 24, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2095,1,99,"Erlenmattstrasse 12, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2095,1,99,"Erlenmattstrasse 24, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2250,2,0,"Rheingasse 25, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2260,2,79,"Erlenmattstrasse 57, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2260,2,79,"Erlenmattstrasse 57, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2280,2,85,"Erlenmattstrasse 71, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2360,2,64,"Oberer Rheinweg 25, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2500,1.5,105,"Erlenmattstrasse 51, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1150,1,55,"Gundeldingerrain 110, 4059 Basel",Basel,Basel,Middle-North,German,None
CHF,1180,2,64,"C.F. Meyer-Strasse 52, 4059 Basel",Basel,Basel,Middle-North,German,None
CHF,2260,2,79,"Erlenmattstrasse 57, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2260,2,79,"Erlenmattstrasse 57, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2280,2,85,"Erlenmattstrasse 71, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2360,2,64,"Oberer Rheinweg 25, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,2500,1.5,105,"Erlenmattstrasse 51, 4058 Basel",Basel,Basel,Middle-North,German,None
CHF,1150,1,55,"Gundeldingerrain 110, 4059 Basel",Basel,Basel,Middle-North,German,None
CHF,1180,2,64,"C.F. Meyer-Strasse 52, 4059 Basel",Basel,Basel,Middle-North,German,None
CHF,990,1,45,"Hintere Engehaldenstrasse 38, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1080,1,28,"Reichenbachstrasse 120, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1250,1.5,45,"Reichenbachstrasse 120, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1250,1.5,43,"Reichenbachstrasse 120, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1620,2,47,"Marzilistrasse 38, 3005 Bern",Bern,Bern,Middle-West,German,French
CHF,780,1,33,"Stettlerstrasse 13, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1330,2,45,"Buristr. 6, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1340,2,58,"Laubeggstrasse 141, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1350,2,55,"Ostring 10, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1360,2,58,"Ostring 77, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1390,2,59,"Buristr. 10, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,990,1,45,"Hintere Engehaldenstrasse 38, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1080,1,28,"Reichenbachstrasse 120, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1250,1.5,45,"Reichenbachstrasse 120, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1250,1.5,43,"Reichenbachstrasse 120, 3004 Bern",Bern,Bern,Middle-West,German,French
CHF,1620,2,47,"Marzilistrasse 38, 3005 Bern",Bern,Bern,Middle-West,German,French
CHF,780,1,33,"Stettlerstrasse 13, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1330,2,45,"Buristr. 6, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1340,2,58,"Laubeggstrasse 141, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1350,2,55,"Ostring 10, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1360,2,58,"Ostring 77, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1390,2,59,"Buristr. 10, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1390,2,58,"Sonnenhofweg 7, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1620,2,50,"Friedheimweg 20, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,850,1,29,"Brunnmattstrasse 24, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,920,1,35,"Eigerstrasse 78, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,930,1,28,"Brunnhofweg 41, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,965,1,31,"Zieglerstrasse 36, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,970,1,32,"Sandrainstrasse 4, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1010,1,35,"Weissensteinstrasse 35, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1090,1,0,"Wagnerstrasse 3, 5, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1280,2,53,"Heckenweg 2, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1290,2,54,"Sulgenbachstr. 20, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1290,1,41,"Balmweg 33, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1440,2,52,"Mühlemattstrasse 55, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1870,2,56,"Mühlemattstrasse 55, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,2190,2,98,"Murtenstrasse 143 B, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1280,2,43,"Könizstr. 28, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1290,2,54,"Holligenstrasse 7, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1440,2,50,"Hardeggerstrasse 12, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1730,1,90,"Hardeggerstrasse 12, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1390,2,58,"Elfenauweg 23, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,1620,2,50,"Sonnenhofweg 7, 3006 Bern",Bern,Bern,Middle-West,German,French
CHF,850,1,29,"Friedheimweg 20, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,920,1,35,"Brunnmattstrasse 24, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,930,1,28,"Eigerstrasse 78, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,965,1,31,"Brunnhofweg 41, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,970,1,32,"Zieglerstrasse 36, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1010,1,35,"Sandrainstrasse 4, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1090,1,0,"Weissensteinstrasse 35, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1280,2,53,"Wagnerstrasse 3, 5, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1290,2,54,"Heckenweg 2, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1290,1,41,"Sulgenbachstr. 20, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1440,2,52,"Balmweg 33, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1870,2,56,"Mühlemattstrasse 55, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,2190,2,98,"Mühlemattstrasse 55, 3007 Bern",Bern,Bern,Middle-West,German,French
CHF,1280,2,43,"Murtenstrasse 143 B, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1290,2,54,"Könizstr. 28, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1440,2,50,"Holligenstrasse 7, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1730,1,90,"Hardeggerstrasse 12, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,2340,1,117,"Hardeggerstrasse 12, 3008 Bern",Bern,Bern,Middle-West,German,French
CHF,1320,2,40,"Herrengasse 26, 3011 Bern",Bern,Bern,Middle-West,German,French
CHF,1670,2,0,"Kramgasse 11, 3011 Bern",Bern,Bern,Middle-West,German,French
CHF,2400,2,65,"Zeughausgasse 27, Wohnungen, 3011 Bern",Bern,Bern,Middle-West,German,French
CHF,927,1,23,"Ahornweg 1, 3012 Bern",Bern,Bern,Middle-West,German,French
CHF,1400,1.5,43,"Niesenweg 1, 3012 Bern",Bern,Bern,Middle-West,German,French
CHF,1410,2,49,"Niesenweg 2, 3012 Bern",Bern,Bern,Middle-West,German,French
CHF,1380,2,56,"Papiermühlestr. 2 B, 3013 Bern",Bern,Bern,Middle-West,German,French
CHF,1440,2,47,"Greyerzstrasse 93, 3013 Bern",Bern,Bern,Middle-West,German,French
CHF,820,1,19,"Wankdorffeldstrasse 101, 3014 Bern",Bern,Bern,Middle-West,German,French
CHF,1090,2,39,"Wankdorffeldstrasse 83, 3014 Bern",Bern,Bern,Middle-West,German,French
CHF,1590,2,57,"Winkelriedstrasse 48, 3014 Bern",Bern,Bern,Middle-West,German,French
CHF,980,1,27,"Mühledorfstrasse 2, 3018 Bern",Bern,Bern,Middle-West,German,French
CHF,1040,1,27,"Mühledorfstrasse 2A, 3018 Bern",Bern,Bern,Middle-West,German,French
CHF,1320,2,40,"Herrengasse 26, 3011 Bern",Bern,Bern,Middle-West,German,French
CHF,1670,2,0,"Kramgasse 11, 3011 Bern",Bern,Bern,Middle-West,German,French
CHF,2400,2,65,"Zeughausgasse 27, Wohnungen, 3011 Bern",Bern,Bern,Middle-West,German,French
CHF,927,1,23,"Ahornweg 1, 3012 Bern",Bern,Bern,Middle-West,German,French
CHF,1400,1.5,43,"Niesenweg 1, 3012 Bern",Bern,Bern,Middle-West,German,French
CHF,1410,2,49,"Niesenweg 2, 3012 Bern",Bern,Bern,Middle-West,German,French
CHF,1380,2,56,"Papiermühlestr. 2 B, 3013 Bern",Bern,Bern,Middle-West,German,French
CHF,1440,2,47,"Greyerzstrasse 93, 3013 Bern",Bern,Bern,Middle-West,German,French
CHF,820,1,19,"Wankdorffeldstrasse 101, 3014 Bern",Bern,Bern,Middle-West,German,French
CHF,1090,2,39,"Wankdorffeldstrasse 83, 3014 Bern",Bern,Bern,Middle-West,German,French
CHF,1590,2,57,"Winkelriedstrasse 48, 3014 Bern",Bern,Bern,Middle-West,German,French
CHF,980,1,27,"Mühledorfstrasse 2, 3018 Bern",Bern,Bern,Middle-West,German,French
CHF,1040,1,27,"Mühledorfstrasse 2A, 3018 Bern",Bern,Bern,Middle-West,German,French
CHF,890,1,24,"Rue de Lausanne 47, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,530,1,19,"Rue de Zaehringen 2, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,530,1,19,"Rue de Zaehringen 2, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,595,1.5,19,"Rue des Bouchers 5, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,610,1,20,"Cité des Jardins 13, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,690,1,16,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,700,1,21,"Impasse de la Forêt 20, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,725,1,20,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,750,1,20,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,770,1,19,"Rue Joseph-Chaley 11, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,790,1,25,"Rue de la Grand-Fontaine 14, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,790,1,19,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,810,1,24,"Rue de Lausanne 50, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,815,1.5,23,"Wilhelm-Kaiser 11, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,830,1,31,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,870,1,33,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,900,2,50,"Rue de l'Hôpital 35, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,900,1,24,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,990,1,33,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1100,2,62,"Botzet 1, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1100,2,42,"Route Ste-Thérèse 4, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1120,2,45,"Avenue Beauregard 2, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1140,2,39,"Rue Saint-Michel 7, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,595,1.5,19,"Rue des Bouchers 5, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,610,1,20,"Cité des Jardins 13, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,690,1,16,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,700,1,21,"Impasse de la Forêt 20, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,725,1,20,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,750,1,20,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,770,1,19,"Rue Joseph-Chaley 11, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,790,1,25,"Rue de la Grand-Fontaine 14, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,790,1,19,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,810,1,24,"Rue de Lausanne 50, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,815,1.5,23,"Wilhelm-Kaiser 11, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,830,1,31,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,870,1,33,"Bld de Pérolles 93, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,900,2,50,"Rue de l'Hôpital 35, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,900,1,24,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,990,1,33,"Rue de Morat 37, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1100,2,62,"Botzet 1, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1100,2,42,"Route Ste-Thérèse 4, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1120,2,45,"Avenue Beauregard 2, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1140,2,39,"Rue Saint-Michel 7, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1140,2,35,"Bd de Pérolles 15, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1170,2,66,"Chemin de Bonlieu 20, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1250,2,60,1700 Fribourg,Fribourg,Fribourg,West,French,German
CHF,1252,2,51,"Avenue de Beauregard 36, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1290,2,0,"A la Neuveville, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1325,2,56,"Rue Joseph Reichlen 5, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1360,2,61,"Boulevard de Pérolles 65A, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1440,2,54,"Rue de Lausanne 2, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1140,2,35,"Bd de Pérolles 15, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1170,2,66,"Chemin de Bonlieu 20, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1250,2,60,1700 Fribourg,Fribourg,Fribourg,West,French,German
CHF,1252,2,51,"Avenue de Beauregard 36, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1290,2,0,"A la Neuveville, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1325,2,56,"Rue Joseph Reichlen 5, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1360,2,61,"Boulevard de Pérolles 65A, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,1440,2,54,"Rue de Lausanne 2, 1700 Fribourg",Fribourg,Fribourg,West,French,German
CHF,690,1.5,0,"Gartenstrasse 4, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,700,1,0,"Bankstrasse 48, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,890,2,0,"Walchergut 29, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,890,2,0,"Walchergut 31, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,898,2,0,"Sandstrasse 11, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,940,2,40,"Schiltstrasse 36, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,1090,2,0,"Sandstrase 22, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,690,1.5,0,"Gartenstrasse 4, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,700,1,0,"Bankstrasse 48, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,890,2,0,"Walchergut 29, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,890,2,0,"Walchergut 31, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,898,2,0,"Sandstrasse 11, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,940,2,40,"Schiltstrasse 36, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,1090,2,0,"Sandstrase 22, 8750 Glarus",Glarus,Glarus,Central,German,None
CHF,650,1,30,"Pignia Liorasei, 7440 Andeer",Andeer,Graubünden,South-East,German,Italian
CHF,650,1,30,"Pignia Liorasei, 7440 Andeer",Andeer,Graubünden,South-East,German,Italian
CHF,1350,1.5,39,"Dorfplatz 3 / SKA Haus, 7050 Arosa",Arosa,Graubünden,South-East,German,Italian
CHF,1350,1.5,39,"Dorfplatz 3 / SKA Haus, 7050 Arosa",Arosa,Graubünden,South-East,German,Italian
CHF,720,1,25,"Scalina 1, 7013 Domat/Ems",Domat/Ems,Graubünden,South-East,German,Italian
CHF,1090,2,41,"Via Caguils 9, 7013 Domat/Ems",Domat/Ems,Graubünden,South-East,German,Italian
CHF,720,1,25,"Scalina 1, 7013 Domat/Ems",Domat/Ems,Graubünden,South-East,German,Italian
CHF,1090,2,41,"Via Caguils 9, 7013 Domat/Ems",Domat/Ems,Graubünden,South-East,German,Italian
CHF,880,2,60,"Unterdorf 11, 7411 Sils im Domleschg",Sils im Domleschg,Graubünden,South-East,German,Italian
CHF,880,2,60,"Unterdorf 11, 7411 Sils im Domleschg",Sils im Domleschg,Graubünden,South-East,German,Italian
CHF,850,1.5,0,"Goristrasse 1, 7260 Davos Dorf",Davos Dorf,Graubünden,South-East,German,Italian
